,,Value,Symbol
SDG 6.4.1. Water Use Efficiency,Bolivia (Plurinational State of),9.4878655312,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bolivia (Plurinational State of),0.1628459208,E
SDG 6.4.1. Industrial Water Use Efficiency,Bolivia (Plurinational State of),239.5899427446,E
SDG 6.4.1. Services Water Use Efficiency,Bolivia (Plurinational State of),86.9935359803,E
SDG 6.4.2. Water Stress,Bosnia and Herzegovina,2.906374502,E
SDG 6.4.2. Water Stress,Botswana,2.0328348845,E
SDG 6.4.2. Water Stress,Brazil,3.3030969267,E
SDG 6.4.2. Water Stress,Brunei Darussalam,3.4664657121,E
SDG 6.4.2. Water Stress,Bulgaria,42.2396333801,E
SDG 6.4.2. Water Stress,Burundi,10.19286754,E
SDG 6.4.1. Water Use Efficiency,Burundi,5.3692827938,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Burundi,0.0458591868,E
SDG 6.4.1. Industrial Water Use Efficiency,Burundi,25.8840476734,E
SDG 6.4.1. Services Water Use Efficiency,Burundi,25.6495279809,E
SDG 6.4.2. Water Stress,Cabo Verde,8.4333333333,E
SDG 6.4.2. Water Stress,Cambodia,1.0365448505,E
SDG 6.4.1. Water Use Efficiency,Cambodia,4.4112978437,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cambodia,0.3548095527,E
SDG 6.4.1. Industrial Water Use Efficiency,Cambodia,99.7693831376,E
SDG 6.4.1. Services Water Use Efficiency,Cambodia,57.2802126068,E
Environmental Flow Requirements,Cameroon,213.4,X
SDG 6.4.2. Water Stress,Cameroon,1.5604301075,E
SDG 6.4.2. Water Stress,Canada,3.7528321318,E
SDG 6.4.2. Water Stress,Central African Republic,0.3356481481,E
SDG 6.4.2. Water Stress,Chad,4.294921875,E
SDG 6.4.2. Water Stress,Chile,17.4068806718,E
SDG 6.4.2. Water Stress,China,43.7329282365,E
SDG 6.4.1. Water Use Efficiency,China,14.6774704714,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,China,1.7150165205,E
SDG 6.4.1. Industrial Water Use Efficiency,China,28.9676222386,E
SDG 6.4.1. Services Water Use Efficiency,China,55.7544872242,E
SDG 6.4.2. Water Stress,Comoros,0.8333333333,I
SDG 6.4.2. Water Stress,Congo,0.0274463007,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Costa Rica,0.3793054573,E
SDG 6.4.1. Industrial Water Use Efficiency,Costa Rica,111.1930060062,E
SDG 6.4.2. Water Stress,Croatia,1.4695420187,E
SDG 6.4.1. Water Use Efficiency,Croatia,56.5973763683,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Croatia,1.1243991174,E
SDG 6.4.1. Industrial Water Use Efficiency,Croatia,61.8670646053,E
SDG 6.4.1. Services Water Use Efficiency,Croatia,58.9254194842,E
SDG 6.4.2. Water Stress,Cuba,22.8638683411,E
SDG 6.4.1. Water Use Efficiency,Cuba,11.6224755621,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cuba,0.1945187655,E
SDG 6.4.1. Industrial Water Use Efficiency,Cuba,23.588949217,E
SDG 6.4.1. Services Water Use Efficiency,Cuba,34.6387161147,E
SDG 6.4.2. Water Stress,Cyprus,34.8961180973,E
SDG 6.4.2. Water Stress,Czechia,27.9866180049,E
SDG 6.4.2. Water Stress,Côte d’Ivoire,5.4642926639,E
SDG 6.4.2. Water Stress,Democratic People's Republic of Korea,27.7404677988,E
SDG 6.4.2. Water Stress,Democratic Republic of the Congo,0.2268835048,E
SDG 6.4.1. Water Use Efficiency,Democratic Republic of the Congo,32.0984754441,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Democratic Republic of the Congo,0.1608249072,E
SDG 6.4.1. Industrial Water Use Efficiency,Democratic Republic of the Congo,72.347274172,E
SDG 6.4.1. Services Water Use Efficiency,Democratic Republic of the Congo,24.3286183143,E
SDG 6.4.2. Water Stress,Denmark,19.6998377501,E
SDG 6.4.2. Water Stress,Djibouti,6.3333333333,I
SDG 6.4.2. Water Stress,Dominica,10.0,I
SDG 6.4.2. Water Stress,Ecuador,6.7823529412,E
SDG 6.4.1. Water Use Efficiency,Ecuador,8.392057641,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Ecuador,0.5262413828,E
SDG 6.4.1. Industrial Water Use Efficiency,Ecuador,60.6534377673,E
SDG 6.4.1. Services Water Use Efficiency,Ecuador,35.33160475,E
SDG 6.4.2. Water Stress,El Salvador,13.2127261385,E
SDG 6.4.1. Industrial Water Use Efficiency,El Salvador,22.6902316467,E
SDG 6.4.1. Services Water Use Efficiency,El Salvador,29.5075084133,E
SDG 6.4.2. Water Stress,Equatorial Guinea,0.1835032437,E
SDG 6.4.2. Water Stress,Eritrea,11.1751152074,E
SDG 6.4.2. Water Stress,Estonia,17.6515151515,E
SDG 6.4.2. Water Stress,Eswatini,77.559912854,E
SDG 6.4.2. Water Stress,Ethiopia,29.2691409508,E
SDG 6.4.1. Water Use Efficiency,Ethiopia,2.452080984,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Ethiopia,0.08086381,E
SDG 6.4.1. Industrial Water Use Efficiency,Ethiopia,79.3155534056,E
SDG 6.4.1. Services Water Use Efficiency,Ethiopia,23.1006767609,E
SDG 6.4.2. Water Stress,Fiji,0.2973730298,I
SDG 6.4.2. Water Stress,France,24.567101462,E
SDG 6.4.2. Water Stress,Gabon,0.502166065,E
SDG 6.4.2. Water Stress,Gambia,2.2096563723,E
SDG 6.4.2. Water Stress,Germany,38.2136330409,E
SDG 6.4.2. Water Stress,Ghana,5.7345248474,E
SDG 6.4.2. Water Stress,Greece,20.0991300829,E
SDG 6.4.2. Water Stress,Grenada,6.5944444444,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Grenada,1.7359350409,E
Environmental Flow Requirements,Guatemala,70.02,X
SDG 6.4.2. Water Stress,Guatemala,5.7420970807,E
Environmental Flow Requirements,Guinea,161.0,X
SDG 6.4.2. Water Stress,Guinea,1.144852071,E
SDG 6.4.1. Water Use Efficiency,Guinea,7.6328803966,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Guinea,0.0283993647,E
SDG 6.4.1. Industrial Water Use Efficiency,Guinea,41.7198428847,E
SDG 6.4.1. Services Water Use Efficiency,Guinea,15.3350679122,E
SDG 6.4.2. Water Stress,Guinea-Bissau,1.4957264957,E
SDG 6.4.2. Water Stress,Guyana,3.2984018265,E
SDG 6.4.2. Water Stress,Haiti,13.3837917667,E
SDG 6.4.2. Water Stress,Honduras,4.621268764,E
SDG 6.4.1. Water Use Efficiency,Honduras,10.2019275249,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Honduras,0.1989956513,E
SDG 6.4.1. Industrial Water Use Efficiency,Honduras,41.2583471187,E
SDG 6.4.1. Services Water Use Efficiency,Honduras,36.3702510595,E
SDG 6.4.2. Water Stress,Hungary,8.7236614853,E
SDG 6.4.2. Water Stress,Iceland,0.3995108031,E
SDG 6.4.1. Industrial Water Use Efficiency,Iceland,11.9032785034,E
SDG 6.4.1. Services Water Use Efficiency,Iceland,110.5712227439,E
Environmental Flow Requirements,India,937.1,X
SDG 6.4.2. Water Stress,India,66.4920928322,E
SDG 6.4.2. Water Stress,Indonesia,26.0495865013,E
SDG 6.4.2. Water Stress,Iran (Islamic Republic of),81.2890812891,E
SDG 6.4.2. Water Stress,Iraq,61.3735152488,E
SDG 6.4.2. Water Stress,Ireland,4.7176772538,E
SDG 6.4.2. Water Stress,Israel,108.912086964,E
SDG 6.4.1. Water Use Efficiency,Israel,120.6612872197,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Israel,1.8762270821,E
SDG 6.4.1. Industrial Water Use Efficiency,Israel,430.5228992143,E
SDG 6.4.1. Services Water Use Efficiency,Israel,241.7927016846,E
SDG 6.4.2. Water Stress,Italy,29.9449019568,E
SDG 6.4.2. Water Stress,Jamaica,13.7735774343,I
Environmental Flow Requirements,Japan,212.5,X
SDG 6.4.2. Water Stress,Jordan,94.0303466608,E
SDG 6.4.2. Water Stress,Kazakhstan,29.6671289875,E
SDG 6.4.2. Water Stress,Kenya,26.5358615004,E
SDG 6.4.1. Water Use Efficiency,Kenya,11.314679041,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Kenya,0.2182019446,E
SDG 6.4.1. Industrial Water Use Efficiency,Kenya,72.0171866575,E
SDG 6.4.1. Services Water Use Efficiency,Kenya,22.759171765,E
SDG 6.4.2. Water Stress,Kuwait,3093.4615384615,E
SDG 6.4.2. Water Stress,Kyrgyzstan,50.0389559797,E
SDG 6.4.2. Water Stress,Lao People's Democratic Republic,4.3441981747,E
SDG 6.4.1. Water Use Efficiency,Lao People's Democratic Republic,1.3655961535,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Lao People's Democratic Republic,0.1136913703,E
SDG 6.4.1. Industrial Water Use Efficiency,Lao People's Democratic Republic,17.4461649764,E
SDG 6.4.1. Services Water Use Efficiency,Lao People's Democratic Republic,41.622714157,E
SDG 6.4.2. Water Stress,Latvia,1.4625810253,E
SDG 6.4.2. Water Stress,Lebanon,51.8234912395,E
SDG 6.4.2. Water Stress,Lesotho,2.5659050967,E
SDG 6.4.2. Water Stress,Liberia,0.2643115942,E
SDG 6.4.2. Water Stress,Libya,817.1428571429,E
SDG 6.4.1. Water Use Efficiency,Libya,23.1531088193,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Libya,0.0998066203,E
SDG 6.4.1. Industrial Water Use Efficiency,Libya,318.5276543152,E
SDG 6.4.1. Services Water Use Efficiency,Libya,64.7297415711,E
SDG 6.4.2. Water Stress,Lithuania,3.870223504,E
SDG 6.4.2. Water Stress,Luxembourg,3.6981757877,E
SDG 6.4.2. Water Stress,Malawi,17.5048380854,E
SDG 6.4.2. Water Stress,Malaysia,3.1327395412,E
SDG 6.4.2. Water Stress,Maldives,15.6666666667,I
Environmental Flow Requirements,Mali,55.2,X
SDG 6.4.2. Water Stress,Mali,8.0030864198,E
SDG 6.4.2. Water Stress,Malta,79.4059405941,E
SDG 6.4.2. Water Stress,Mauritania,13.2462173315,E
SDG 6.4.2. Water Stress,Mauritius,21.1559432933,E
SDG 6.4.2. Water Stress,Mexico,31.0329047069,E
SDG 6.4.1. Industrial Water Use Efficiency,Mexico,47.4816152608,E
SDG 6.4.1. Services Water Use Efficiency,Mexico,55.7952986237,E
SDG 6.4.2. Water Stress,Mongolia,3.5998531571,E
SDG 6.4.2. Water Stress,Morocco,50.7512120194,E
SDG 6.4.2. Water Stress,Mozambique,1.6149295057,E
SDG 6.4.1. Water Use Efficiency,Mozambique,6.2331286596,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Mozambique,0.0479437032,E
SDG 6.4.1. Industrial Water Use Efficiency,Mozambique,61.6045261664,E
SDG 6.4.1. Services Water Use Efficiency,Mozambique,19.8235807235,E
SDG 6.4.2. Water Stress,Myanmar,5.8015013966,E
SDG 6.4.2. Water Stress,Namibia,0.8615525672,E
SDG 6.4.2. Water Stress,Nepal,8.3118326623,E
SDG 6.4.1. Water Use Efficiency,Nepal,1.7574556491,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Nepal,0.5975590113,E
SDG 6.4.1. Industrial Water Use Efficiency,Nepal,80.1086590905,E
SDG 6.4.1. Services Water Use Efficiency,Nepal,59.3379174613,E
SDG 6.4.2. Water Stress,Netherlands,20.3531422062,E
SDG 6.4.2. Water Stress,New Zealand,6.1434392828,E
Environmental Flow Requirements,Nicaragua,107.2,X
SDG 6.4.2. Water Stress,Nicaragua,2.6924284717,E
SDG 6.4.1. Water Use Efficiency,Nicaragua,5.3530149796,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Nicaragua,0.1950037838,E
SDG 6.4.1. Industrial Water Use Efficiency,Nicaragua,33.404311588,E
SDG 6.4.1. Services Water Use Efficiency,Nicaragua,19.5056997231,E
SDG 6.4.2. Water Stress,Niger,5.9479048161,E
SDG 6.4.2. Water Stress,Nigeria,9.6682170543,E
SDG 6.4.2. Water Stress,North Macedonia,15.3146176186,E
SDG 6.4.2. Water Stress,Norway,2.0774144487,E
SDG 6.4.2. Water Stress,Oman,113.5142857143,I
SDG 6.4.2. Water Stress,Pakistan,115.2567327158,E
SDG 6.4.1. Water Use Efficiency,Pakistan,1.1621977963,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Pakistan,0.2504275638,E
SDG 6.4.1. Industrial Water Use Efficiency,Pakistan,31.8420366931,E
SDG 6.4.1. Services Water Use Efficiency,Pakistan,13.0002717468,E
SDG 6.4.2. Water Stress,Panama,0.8595160171,E
SDG 6.4.1. Water Use Efficiency,Panama,36.7229002365,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Panama,0.2840302947,E
SDG 6.4.1. Industrial Water Use Efficiency,Panama,947.5135435156,E
SDG 6.4.1. Services Water Use Efficiency,Panama,49.2217205612,E
SDG 6.4.2. Water Stress,Papua New Guinea,0.1322428331,E
SDG 6.4.2. Water Stress,Paraguay,1.835399711,E
SDG 6.4.2. Water Stress,Peru,2.764021787,E
Environmental Flow Requirements,Philippines,151.9,X
SDG 6.4.2. Water Stress,Philippines,25.7560379089,E
SDG 6.4.2. Water Stress,Poland,39.7023191416,E
Environmental Flow Requirements,Portugal,27.63,X
SDG 6.4.2. Water Stress,Portugal,17.7063380439,E
Environmental Flow Requirements,Puerto Rico,2.621,X
SDG 6.4.2. Water Stress,Puerto Rico,21.4378209422,E
SDG 6.4.1. Water Use Efficiency,Puerto Rico,27.5862469034,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Puerto Rico,3.1729561192,E
SDG 6.4.1. Industrial Water Use Efficiency,Puerto Rico,17.7991752135,E
SDG 6.4.1. Services Water Use Efficiency,Puerto Rico,61.3938537341,E
SDG 6.4.2. Water Stress,Qatar,424.224137931,I
SDG 6.4.2. Water Stress,Republic of Korea,85.2218330414,E
SDG 6.4.1. Water Use Efficiency,Republic of Korea,44.1303838698,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Republic of Korea,1.5400169162,E
SDG 6.4.1. Industrial Water Use Efficiency,Republic of Korea,97.3322437693,E
SDG 6.4.1. Services Water Use Efficiency,Republic of Korea,105.5171212634,E
SDG 6.4.2. Water Stress,Republic of Moldova,12.6225126225,E
SDG 6.4.2. Water Stress,Republic of Serbia,4.962245013,E
SDG 6.4.2. Water Stress,Romania,6.0687201573,E
SDG 6.4.2. Water Stress,Russian Federation,4.0700946615,E
SDG 6.4.2. Water Stress,Rwanda,6.0894039735,E
SDG 6.4.2. Water Stress,Saint Kitts and Nevis,50.8333333333,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Saint Kitts and Nevis,0.4627735108,E
SDG 6.4.1. Services Water Use Efficiency,Saint Kitts and Nevis,37.5494461739,E
SDG 6.4.2. Water Stress,Saint Lucia,14.3,I
SDG 6.4.2. Water Stress,Saint Vincent and the Grenadines,8.1,I
SDG 6.4.2. Water Stress,Sao Tome and Principe,1.6057040287,I
SDG 6.4.2. Water Stress,Saudi Arabia,900.1041666667,E
SDG 6.4.1. Water Use Efficiency,Saudi Arabia,28.2665234348,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Saudi Arabia,0.7010888649,E
SDG 6.4.1. Industrial Water Use Efficiency,Saudi Arabia,431.4153126815,E
SDG 6.4.1. Services Water Use Efficiency,Saudi Arabia,84.7826809275,E
SDG 6.4.2. Water Stress,Senegal,11.8072833599,E
SDG 6.4.2. Water Stress,Sierra Leone,0.4957943925,E
SDG 6.4.1. Water Use Efficiency,Sierra Leone,9.4140474749,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sierra Leone,0.0950405505,E
SDG 6.4.1. Industrial Water Use Efficiency,Sierra Leone,10.9109469844,E
SDG 6.4.1. Services Water Use Efficiency,Sierra Leone,12.5023420125,E
SDG 6.4.2. Water Stress,Singapore,160.0334166667,E
SDG 6.4.2. Water Stress,Slovakia,2.8627366609,E
SDG 6.4.2. Water Stress,Slovenia,6.2745098039,E
SDG 6.4.2. Water Stress,Somalia,24.527740592,E
SDG 6.4.2. Water Stress,South Sudan,4.2260757868,E
Environmental Flow Requirements,Spain,38.15,X
SDG 6.4.2. Water Stress,Spain,50.1022494888,E
SDG 6.4.2. Water Stress,Sri Lanka,90.7854137447,E
SDG 6.4.1. Industrial Water Use Efficiency,Sri Lanka,24.6819743202,E
SDG 6.4.1. Services Water Use Efficiency,Sri Lanka,49.8739662682,E
SDG 6.4.2. Water Stress,Sudan,118.6563876652,E
SDG 6.4.2. Water Stress,Suriname,3.950609365,E
SDG 6.4.2. Water Stress,Sweden,3.698989899,E
SDG 6.4.2. Water Stress,Syrian Arab Republic,124.360138926,E
Environmental Flow Requirements,Tajikistan,6.752,X
SDG 6.4.2. Water Stress,Tajikistan,70.4455293135,E
SDG 6.4.2. Water Stress,Thailand,23.0139351833,E
Environmental Flow Requirements,Timor-Leste,4.069,X
SDG 6.4.2. Water Stress,Timor-Leste,28.2682103232,E
SDG 6.4.2. Water Stress,Togo,3.391634981,E
SDG 6.4.2. Water Stress,Trinidad and Tobago,20.3264812576,E
SDG 6.4.2. Water Stress,Turkey,37.5176409418,E
SDG 6.4.2. Water Stress,Turkmenistan,143.5600206079,E
SDG 6.4.2. Water Stress,Uganda,5.8279963403,E
SDG 6.4.2. Water Stress,Ukraine,16.6811350091,E
SDG 6.4.2. Water Stress,United Arab Emirates,1798.3636363636,I
SDG 6.4.2. Water Stress,United Kingdom of Great Britain and Northern Ireland,13.6692242114,E
SDG 6.4.2. Water Stress,United Republic of Tanzania,12.9632408102,E
SDG 6.4.2. Water Stress,United States of America,27.1887480805,E
SDG 6.4.2. Water Stress,Uruguay,9.7860962567,E
Environmental Flow Requirements,Uzbekistan,14.0,X
SDG 6.4.2. Water Stress,Uzbekistan,143.8804448268,E
SDG 6.4.1. Water Use Efficiency,Uzbekistan,1.0639287288,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Uzbekistan,0.3786803757,E
SDG 6.4.1. Industrial Water Use Efficiency,Uzbekistan,6.8763520734,E
SDG 6.4.1. Services Water Use Efficiency,Uzbekistan,9.053160627,E
SDG 6.4.2. Water Stress,Venezuela (Bolivarian Republic of),7.5403666667,E
SDG 6.4.2. Water Stress,Viet Nam,18.1303153792,E
SDG 6.4.1. Water Use Efficiency,Viet Nam,1.7514425983,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Viet Nam,0.3710162117,E
SDG 6.4.1. Industrial Water Use Efficiency,Viet Nam,15.8689229946,E
SDG 6.4.1. Services Water Use Efficiency,Viet Nam,54.7622359806,E
SDG 6.4.2. Water Stress,Yemen,169.7619047619,I
SDG 6.4.1. Water Use Efficiency,Yemen,10.705401948,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Yemen,1.0555698577,E
SDG 6.4.1. Industrial Water Use Efficiency,Yemen,220.7797758365,E
SDG 6.4.1. Services Water Use Efficiency,Yemen,76.9785057565,E
SDG 6.4.2. Water Stress,Zambia,2.8354978355,E
SDG 6.4.2. Water Stress,Zimbabwe,32.4880304168,E
SDG 6.4.1. Water Use Efficiency,Zimbabwe,4.3967037417,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Zimbabwe,0.0400728193,E
SDG 6.4.1. Industrial Water Use Efficiency,Zimbabwe,32.0787359567,E
SDG 6.4.1. Services Water Use Efficiency,Zimbabwe,19.6550794031,E
