,,Value,Symbol
Gender Inequality Index (GII) [equality = 0; inequality = 1),Burundi,0.5026666667,I
Gross Domestic Product (GDP),Burundi,2327401670.0,X
GDP per capita,Burundi,249.72898,X
"Agriculture, value added (% GDP)",Burundi,35.510486,X
Total area of the country (excl. coastal water),Cabo Verde,403.0,X
Cultivated area (arable land + permanent crops),Cabo Verde,59.0,X
Total population,Cabo Verde,505.235,X
Rural population,Cabo Verde,191.091,X
Urban population,Cabo Verde,322.888,X
Gross Domestic Product (GDP),Cabo Verde,1751887839.0,X
GDP per capita,Cabo Verde,3408.481356,X
"Agriculture, value added (% GDP)",Cabo Verde,8.446544,X
Total area of the country (excl. coastal water),Cambodia,18104.0,X
Cultivated area (arable land + permanent crops),Cambodia,3955.0,X
Total population,Cambodia,14780.454,X
Rural population,Cambodia,11668.224,X
Urban population,Cambodia,3108.642,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Cambodia,0.5013333333,I
Gross Domestic Product (GDP),Cambodia,14054450781.0,X
GDP per capita,Cambodia,951.111743,X
"Agriculture, value added (% GDP)",Cambodia,33.51952,X
Total area of the country (excl. coastal water),Cameroon,47544.0,X
Cultivated area (arable land + permanent crops),Cameroon,7750.0,X
Total population,Cameroon,21485.265,X
Rural population,Cameroon,9957.503,X
Urban population,Cameroon,11124.88,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Cameroon,0.6263333333,I
GDP per capita,Cameroon,1380.509379,X
Total area of the country (excl. coastal water),Canada,998467.0,X
Cultivated area (arable land + permanent crops),Canada,37713.0,X
Total population,Canada,34922.03,X
Rural population,Canada,6583.389,X
Urban population,Canada,28317.316,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Canada,0.137,I
GDP per capita,Canada,52396.830577,X
Total area of the country (excl. coastal water),Central African Republic,62298.0,X
Cultivated area (arable land + permanent crops),Central African Republic,1880.0,X
Total population,Central African Republic,4436.416,X
Rural population,Central African Republic,2721.724,X
Urban population,Central African Republic,1768.692,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Central African Republic,0.6575,I
GDP per capita,Central African Republic,498.116431,X
Total area of the country (excl. coastal water),Chad,128400.0,X
Cultivated area (arable land + permanent crops),Chad,4685.0,X
Total population,Chad,12784.75,X
Rural population,Chad,9891.998,X
Urban population,Chad,2813.137,X
Gross Domestic Product (GDP),Chad,14003839360.0,X
GDP per capita,Chad,1102.218856,X
"Agriculture, value added (% GDP)",Chad,24.384908,X
Total area of the country (excl. coastal water),Chile,75610.0,X
Cultivated area (arable land + permanent crops),Chile,1740.0,X
Total population,Chile,17400.347,X
Rural population,Chile,2217.485,X
Urban population,Chile,15092.261,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Chile,0.3576666667,I
GDP per capita,Chile,15431.902825,X
Total area of the country (excl. coastal water),China,960000.0,X
Cultivated area (arable land + permanent crops),China,135965.5,X
Total population,China,1415164.184,X
Rural population,China,669007.424,X
Urban population,China,737124.022,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),China,0.2043333333,I
Gross Domestic Product (GDP),China,8837847004004.0,X
GDP per capita,China,6390.956972,X
Total area of the country (excl. coastal water),Colombia,114175.0,X
Cultivated area (arable land + permanent crops),Colombia,3453.0,X
Total population,Colombia,46075.718,X
Rural population,Colombia,9985.405,X
Urban population,Colombia,36896.07,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Colombia,0.462,I
GDP per capita,Colombia,7904.495734,X
Total area of the country (excl. coastal water),Comoros,186.1,X
Cultivated area (arable land + permanent crops),Comoros,118.0,X
Total population,Comoros,723.871,X
Rural population,Comoros,520.293,X
Urban population,Comoros,203.575,X
Gross Domestic Product (GDP),Comoros,1015900498.0,X
GDP per capita,Comoros,1403.433358,X
"Agriculture, value added (% GDP)",Comoros,30.173077,X
Total area of the country (excl. coastal water),Congo,34200.0,X
Cultivated area (arable land + permanent crops),Congo,602.0,X
Total population,Congo,4510.199,X
Rural population,Congo,1660.183,X
Urban population,Congo,2973.18,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Congo,0.618,I
Gross Domestic Product (GDP),Congo,17693923329.0,X
GDP per capita,Congo,3818.807922,X
"Agriculture, value added (% GDP)",Congo,3.798775,X
Total area of the country (excl. coastal water),Cook Islands,24.0,X
Cultivated area (arable land + permanent crops),Cook Islands,1.5,X
Total population,Cook Islands,18.011,X
Rural population,Cook Islands,4.724,X
Urban population,Cook Islands,13.272,X
Gross Domestic Product (GDP),Cook Islands,299381020.0,X
GDP per capita,Cook Islands,16635.975745,X
"Agriculture, value added (% GDP)",Cook Islands,3.215685,X
Total area of the country (excl. coastal water),Costa Rica,5110.0,X
Cultivated area (arable land + permanent crops),Costa Rica,547.0,X
Total population,Costa Rica,4688.0,X
Rural population,Costa Rica,1212.562,X
Urban population,Costa Rica,3441.56,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Costa Rica,0.3463333333,I
Gross Domestic Product (GDP),Costa Rica,46473131799.0,X
GDP per capita,Costa Rica,9985.370345,X
"Agriculture, value added (% GDP)",Costa Rica,5.40933,X
Total area of the country (excl. coastal water),Croatia,5659.0,X
Cultivated area (arable land + permanent crops),Croatia,985.4,X
Total population,Croatia,4295.878,X
Rural population,Croatia,1911.684,X
Urban population,Croatia,2384.842,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Croatia,0.176,I
Gross Domestic Product (GDP),Croatia,56494517299.0,X
GDP per capita,Croatia,13148.882911,X
"Agriculture, value added (% GDP)",Croatia,3.34008,X
Total area of the country (excl. coastal water),Cuba,10988.0,X
Cultivated area (arable land + permanent crops),Cuba,3554.9,X
Total population,Cuba,11257.104,X
Rural population,Cuba,2642.849,X
Urban population,Cuba,8739.297,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Cuba,0.3536666667,I
Gross Domestic Product (GDP),Cuba,73141000000.0,X
GDP per capita,Cuba,6425.941119,X
"Agriculture, value added (% GDP)",Cuba,3.850098,X
Total area of the country (excl. coastal water),Cyprus,925.0,X
Cultivated area (arable land + permanent crops),Cyprus,114.3,X
Total population,Cyprus,1135.046,X
Rural population,Cyprus,371.602,X
Urban population,Cyprus,763.46,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Cyprus,0.1366666667,I
Gross Domestic Product (GDP),Cyprus,24978748334.0,X
GDP per capita,Cyprus,28912.42884,X
"Agriculture, value added (% GDP)",Cyprus,2.007119,X
Total area of the country (excl. coastal water),Czechia,7887.0,X
Total population,Czechia,10581.293,X
Rural population,Czechia,2837.581,X
Urban population,Czechia,7749.174,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Czechia,0.1033333333,I
GDP per capita,Czechia,19588.289993,X
Total area of the country (excl. coastal water),Côte d’Ivoire,32246.0,X
Cultivated area (arable land + permanent crops),Côte d’Ivoire,7500.0,X
Total population,Côte d’Ivoire,21547.188,X
Rural population,Côte d’Ivoire,11100.787,X
Urban population,Côte d’Ivoire,10317.816,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Côte d’Ivoire,0.647,I
GDP per capita,Côte d’Ivoire,1250.655107,X
Total area of the country (excl. coastal water),Democratic People's Republic of Korea,12054.0,X
Cultivated area (arable land + permanent crops),Democratic People's Republic of Korea,2580.0,X
Total population,Democratic People's Republic of Korea,24800.645,X
Rural population,Democratic People's Republic of Korea,9758.191,X
Urban population,Democratic People's Republic of Korea,15095.843,X
Gross Domestic Product (GDP),Democratic People's Republic of Korea,15907396534.0,X
GDP per capita,Democratic People's Republic of Korea,643.217707,X
"Agriculture, value added (% GDP)",Democratic People's Republic of Korea,23.375959,X
Total area of the country (excl. coastal water),Democratic Republic of the Congo,234486.0,X
Cultivated area (arable land + permanent crops),Democratic Republic of the Congo,12576.0,X
Total population,Democratic Republic of the Congo,69020.747,X
Rural population,Democratic Republic of the Congo,40641.055,X
Urban population,Democratic Republic of the Congo,28337.627,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Democratic Republic of the Congo,0.67,I
Gross Domestic Product (GDP),Democratic Republic of the Congo,29306269641.0,X
GDP per capita,Democratic Republic of the Congo,424.859809,X
"Agriculture, value added (% GDP)",Democratic Republic of the Congo,20.441038,X
Total area of the country (excl. coastal water),Denmark,4292.0,X
Cultivated area (arable land + permanent crops),Denmark,2424.0,X
Total population,Denmark,5611.0,OF
Rural population,Denmark,721.427,X
Urban population,Denmark,4889.233,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Denmark,0.06,I
Gross Domestic Product (GDP),Denmark,327148899962.0,X
GDP per capita,Denmark,58308.452118,X
"Agriculture, value added (% GDP)",Denmark,1.654721,X
Total area of the country (excl. coastal water),Djibouti,2320.0,X
Cultivated area (arable land + permanent crops),Djibouti,2.0,X
Total population,Djibouti,868.137,X
Rural population,Djibouti,201.456,X
Urban population,Djibouti,679.729,X
Gross Domestic Product (GDP),Djibouti,1705189898.0,X
GDP per capita,Djibouti,1935.109991,X
"Agriculture, value added (% GDP)",Djibouti,1.493087,X
Total area of the country (excl. coastal water),Dominica,75.0,X
Cultivated area (arable land + permanent crops),Dominica,23.0,X
Total population,Dominica,70.965,X
Rural population,Dominica,22.561,X
Urban population,Dominica,49.483,X
GDP per capita,Dominica,6736.932368,X
Total area of the country (excl. coastal water),Dominican Republic,4867.0,X
Cultivated area (arable land + permanent crops),Dominican Republic,1155.0,X
Total population,Dominican Republic,9930.916,X
Rural population,Dominican Republic,2457.254,X
Urban population,Dominican Republic,7697.696,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Dominican Republic,0.5053333333,I
Gross Domestic Product (GDP),Dominican Republic,60657847548.0,X
GDP per capita,Dominican Republic,5973.229563,X
"Agriculture, value added (% GDP)",Dominican Republic,5.401094,X
Total area of the country (excl. coastal water),Ecuador,25637.0,X
Cultivated area (arable land + permanent crops),Ecuador,2530.9,X
Total population,Ecuador,15474.101,X
Rural population,Ecuador,5707.115,X
Urban population,Ecuador,9712.551,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Ecuador,0.435,I
Gross Domestic Product (GDP),Ecuador,87924544000.0,X
GDP per capita,Ecuador,5702.104313,X
"Agriculture, value added (% GDP)",Ecuador,8.642413,X
Total area of the country (excl. coastal water),Egypt,100145.0,X
Cultivated area (arable land + permanent crops),Egypt,3696.0,X
Total population,Egypt,86422.243,X
Rural population,Egypt,50100.764,X
Urban population,Egypt,37712.493,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Egypt,0.583,I
Gross Domestic Product (GDP),Egypt,276536289418.0,X
GDP per capita,Egypt,3149.140561,X
"Agriculture, value added (% GDP)",Egypt,11.272631,X
Total area of the country (excl. coastal water),El Salvador,2104.0,X
Total population,El Salvador,6237.923,X
Rural population,El Salvador,2041.361,X
Urban population,El Salvador,4179.885,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),El Salvador,0.4493333333,I
Gross Domestic Product (GDP),El Salvador,21386153018.0,X
GDP per capita,El Salvador,3437.599641,X
"Agriculture, value added (% GDP)",El Salvador,6.514348,X
Total area of the country (excl. coastal water),Equatorial Guinea,2805.0,X
Cultivated area (arable land + permanent crops),Equatorial Guinea,180.0,X
Total population,Equatorial Guinea,1031.191,X
Rural population,Equatorial Guinea,321.964,X
Urban population,Equatorial Guinea,716.629,X
Gross Domestic Product (GDP),Equatorial Guinea,22389603208.0,X
GDP per capita,Equatorial Guinea,21557.629609,X
"Agriculture, value added (% GDP)",Equatorial Guinea,1.055658,X
Total area of the country (excl. coastal water),Eritrea,11760.0,X
Cultivated area (arable land + permanent crops),Eritrea,692.0,X
Total population,Eritrea,3250.1,X
Rural population,Eritrea,2902.04,X
Urban population,Eritrea,1658.937,X
GDP per capita,Eritrea,671.025986,X
Total area of the country (excl. coastal water),Estonia,4523.0,X
Cultivated area (arable land + permanent crops),Estonia,627.3,X
Total population,Estonia,1323.159,X
Rural population,Estonia,424.323,X
Urban population,Estonia,900.611,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Estonia,0.164875,I
GDP per capita,Estonia,17504.803438,X
"Agriculture, value added (% GDP)",Estonia,3.290842,X
Total area of the country (excl. coastal water),Eswatini,1736.0,X
Cultivated area (arable land + permanent crops),Eswatini,190.0,X
Total population,Eswatini,1079.288,X
Rural population,Eswatini,962.964,X
Urban population,Eswatini,285.194,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Eswatini,0.5333333333,I
GDP per capita,Eswatini,3915.065544,X
Total area of the country (excl. coastal water),Ethiopia,110430.0,X
Cultivated area (arable land + permanent crops),Ethiopia,16488.0,X
Total population,Ethiopia,92726.985,X
Rural population,Ethiopia,75656.319,X
Urban population,Ethiopia,16787.864,X
Gross Domestic Product (GDP),Ethiopia,42210509593.0,X
GDP per capita,Ethiopia,456.605361,X
"Agriculture, value added (% GDP)",Ethiopia,44.330916,X
Total area of the country (excl. coastal water),Faroe Islands,139.6,X
Cultivated area (arable land + permanent crops),Faroe Islands,3.0,X
Total population,Faroe Islands,47.843,X
Rural population,Faroe Islands,28.603,X
Urban population,Faroe Islands,20.063,X
Gross Domestic Product (GDP),Faroe Islands,2356505419.0,X
Total area of the country (excl. coastal water),Fiji,1827.0,X
Cultivated area (arable land + permanent crops),Fiji,250.0,X
Total population,Fiji,865.069,X
Rural population,Fiji,408.88,X
Urban population,Fiji,464.716,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Fiji,0.4111888889,I
Gross Domestic Product (GDP),Fiji,3972027667.0,X
GDP per capita,Fiji,4546.755785,X
"Agriculture, value added (% GDP)",Fiji,9.675895,X
Total area of the country (excl. coastal water),Finland,33842.0,X
Cultivated area (arable land + permanent crops),Finland,2253.1,X
Total population,Finland,5414.77,X
Rural population,Finland,820.527,X
Urban population,Finland,4592.453,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Finland,0.0756666667,I
Gross Domestic Product (GDP),Finland,258304834622.0,X
GDP per capita,Finland,47719.525035,X
"Agriculture, value added (% GDP)",Finland,2.314499,X
Total area of the country (excl. coastal water),France,54909.0,X
Cultivated area (arable land + permanent crops),France,19285.5,X
Total population,France,63564.221,X
Rural population,France,13442.096,X
Urban population,France,50197.777,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),France,0.095,I
Gross Domestic Product (GDP),France,2683825225093.0,X
GDP per capita,France,40790.635786,X
"Agriculture, value added (% GDP)",France,1.631795,X
Total area of the country (excl. coastal water),Gabon,26767.0,X
Cultivated area (arable land + permanent crops),Gabon,495.0,X
Total population,Gabon,1749.682,X
Rural population,Gabon,234.816,X
Urban population,Gabon,1522.001,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Gabon,0.511,I
Gross Domestic Product (GDP),Gabon,17171467261.0,X
GDP per capita,Gabon,9774.192338,X
"Agriculture, value added (% GDP)",Gabon,3.353676,X
Total area of the country (excl. coastal water),Gambia,1130.0,X
Cultivated area (arable land + permanent crops),Gambia,445.0,X
Total population,Gambia,1905.013,X
Rural population,Gambia,773.029,X
Urban population,Gambia,1029.096,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Gambia,0.6236666667,I
Gross Domestic Product (GDP),Gambia,1415004744.0,X
GDP per capita,Gambia,785.18679,X
"Agriculture, value added (% GDP)",Gambia,27.393572,X
Total area of the country (excl. coastal water),Georgia,6970.0,X
Cultivated area (arable land + permanent crops),Georgia,495.0,X
Total population,Georgia,4064.106,X
Rural population,Georgia,1794.943,X
Urban population,Georgia,2312.776,X
Gross Domestic Product (GDP),Georgia,16488836127.0,X
GDP per capita,Georgia,4014.110052,X
"Agriculture, value added (% GDP)",Georgia,8.175497,X
Total area of the country (excl. coastal water),Germany,35717.0,X
Cultivated area (arable land + permanent crops),Germany,12034.0,X
Total population,Germany,80972.628,X
Rural population,Germany,18507.405,X
Urban population,Germany,62558.823,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Germany,0.063,I
Gross Domestic Product (GDP),Germany,3527344944140.0,X
GDP per capita,Germany,43511.891834,X
"Agriculture, value added (% GDP)",Germany,0.847919,X
Total area of the country (excl. coastal water),Ghana,23854.0,X
Total population,Ghana,25996.45,X
Rural population,Ghana,12333.058,X
Urban population,Ghana,13399.991,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Ghana,0.5556666667,I
Gross Domestic Product (GDP),Ghana,55512769978.0,X
GDP per capita,Ghana,2157.25583,X
"Agriculture, value added (% GDP)",Ghana,20.899974,X
Total area of the country (excl. coastal water),Greece,13196.0,X
Cultivated area (arable land + permanent crops),Greece,3676.0,X
Total population,Greece,10781.125,X
Rural population,Greece,2616.562,X
Urban population,Greece,8761.695,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Greece,0.1506666667,I
GDP per capita,Greece,21591.239031,X
