,,Value,Symbol
Industrial water withdrawal,Guatemala,0.6031,I
Total water withdrawal,Guatemala,3.3241,I
Municipal water withdrawal,Guinea,0.2276,I
Industrial water withdrawal,Guinea,0.0582461538,I
Total water withdrawal,Guinea,0.7774579186,E
Municipal water withdrawal,Guinea-Bissau,0.0341,I
Industrial water withdrawal,Guinea-Bissau,0.0119,I
Total water withdrawal,Guinea-Bissau,0.19,E
Municipal water withdrawal,Guyana,0.0613,I
Industrial water withdrawal,Guyana,0.0204,I
Total water withdrawal,Guyana,1.4447,I
Municipal water withdrawal,Haiti,0.19,I
Industrial water withdrawal,Haiti,0.051,I
Total water withdrawal,Haiti,1.45,I
Municipal water withdrawal,Honduras,0.315,I
Industrial water withdrawal,Honduras,0.114,I
Total water withdrawal,Honduras,1.607,I
Municipal water withdrawal,Hungary,0.716,X
Industrial water withdrawal,Hungary,4.013,X
Total water withdrawal,Hungary,5.051,E
Municipal water withdrawal,Iceland,0.094,OF
Industrial water withdrawal,Iceland,0.2,OF
Total water withdrawal,Iceland,0.2943,E
Municipal water withdrawal,India,56.0,I
Industrial water withdrawal,India,17.0,I
Total water withdrawal,India,761.0,I
Municipal water withdrawal,Indonesia,20.2327272727,I
Industrial water withdrawal,Indonesia,14.7768181818,I
Total water withdrawal,Indonesia,206.4038311688,E
Municipal water withdrawal,Iran (Islamic Republic of),6.2,I
Industrial water withdrawal,Iran (Islamic Republic of),1.1,I
Total water withdrawal,Iran (Islamic Republic of),93.3,I
Municipal water withdrawal,Iraq,1.7285714286,I
Industrial water withdrawal,Iraq,3.1857142857,I
Total water withdrawal,Iraq,43.7142857143,I
Industrial water withdrawal,Ireland,0.2641818182,I
Total water withdrawal,Ireland,0.9856818182,E
Municipal water withdrawal,Israel,0.7706,I
Industrial water withdrawal,Israel,0.1232,I
Total water withdrawal,Israel,2.001,I
Municipal water withdrawal,Italy,9.451,X
Industrial water withdrawal,Italy,8.3607692308,I
Total water withdrawal,Italy,34.1267692308,E
Municipal water withdrawal,Jamaica,0.2973333333,I
Industrial water withdrawal,Jamaica,0.7635555556,I
Total water withdrawal,Jamaica,1.3974603175,E
Municipal water withdrawal,Jordan,0.354,
Industrial water withdrawal,Jordan,0.033,
Total water withdrawal,Jordan,0.849,E
Municipal water withdrawal,Kazakhstan,2.487,OF
Industrial water withdrawal,Kazakhstan,6.417,OF
Total water withdrawal,Kazakhstan,21.394,E
Municipal water withdrawal,Kenya,1.1862948415,I
Industrial water withdrawal,Kenya,0.1250310752,I
Total water withdrawal,Kenya,3.2188,I
Municipal water withdrawal,Kuwait,0.4483,I
Industrial water withdrawal,Kuwait,0.0233,I
Total water withdrawal,Kuwait,1.1140384615,E
Municipal water withdrawal,Kyrgyzstan,0.224,I
Industrial water withdrawal,Kyrgyzstan,0.336,I
Total water withdrawal,Kyrgyzstan,7.66,E
Municipal water withdrawal,Lao People's Democratic Republic,0.13,I
Industrial water withdrawal,Lao People's Democratic Republic,0.17,I
Total water withdrawal,Lao People's Democratic Republic,6.664,E
Municipal water withdrawal,Latvia,0.1631,X
Industrial water withdrawal,Latvia,0.0563,X
Total water withdrawal,Latvia,0.2602,E
Municipal water withdrawal,Lebanon,0.282,I
Industrial water withdrawal,Lebanon,0.675,I
Total water withdrawal,Lebanon,1.681,I
Municipal water withdrawal,Lesotho,0.02,I
Industrial water withdrawal,Lesotho,0.02,I
Total water withdrawal,Lesotho,0.0438,E
Municipal water withdrawal,Liberia,0.0802,I
Industrial water withdrawal,Liberia,0.0534,I
Total water withdrawal,Liberia,0.1459,E
Municipal water withdrawal,Libya,0.7,OF
Industrial water withdrawal,Libya,0.28,OF
Total water withdrawal,Libya,5.83,E
Municipal water withdrawal,Lithuania,0.104075,I
Industrial water withdrawal,Lithuania,0.5326230769,I
Total water withdrawal,Lithuania,0.7005480769,E
Industrial water withdrawal,Luxembourg,0.0037,X
Total water withdrawal,Luxembourg,0.0445,E
Municipal water withdrawal,Madagascar,0.395,I
Industrial water withdrawal,Madagascar,0.1619,I
Total water withdrawal,Madagascar,13.5569,E
Municipal water withdrawal,Malawi,0.1431,I
Industrial water withdrawal,Malawi,0.0477,I
Total water withdrawal,Malawi,1.3568,I
Municipal water withdrawal,Malaysia,1.342,I
Industrial water withdrawal,Malaysia,1.641,I
Total water withdrawal,Malaysia,5.488,E
Municipal water withdrawal,Maldives,0.0056,I
Industrial water withdrawal,Maldives,0.0003,I
Total water withdrawal,Maldives,0.0059,I
Municipal water withdrawal,Mali,0.107,I
Industrial water withdrawal,Mali,0.004,I
Total water withdrawal,Mali,5.186,I
Municipal water withdrawal,Malta,0.0148,X
Industrial water withdrawal,Malta,0.001,X
Total water withdrawal,Malta,0.0399,E
Municipal water withdrawal,Mauritania,0.0954,I
Industrial water withdrawal,Mauritania,0.0318,I
Total water withdrawal,Mauritania,1.3502,E
Municipal water withdrawal,Mauritius,0.206,OF
Industrial water withdrawal,Mauritius,0.011,OF
Total water withdrawal,Mauritius,0.582,E
Municipal water withdrawal,Mexico,11.98,OF
Industrial water withdrawal,Mexico,7.403,OF
Total water withdrawal,Mexico,82.733,E
Municipal water withdrawal,Monaco,0.005,I
Industrial water withdrawal,Monaco,0.0,I
Total water withdrawal,Monaco,0.005,I
Municipal water withdrawal,Mongolia,0.07295,I
Industrial water withdrawal,Mongolia,0.164,I
Total water withdrawal,Mongolia,0.4903,I
Municipal water withdrawal,Montenegro,0.0964,I
Industrial water withdrawal,Montenegro,0.0628,I
Total water withdrawal,Montenegro,0.1609,I
Municipal water withdrawal,Morocco,1.063,I
Industrial water withdrawal,Morocco,0.212,I
Total water withdrawal,Morocco,10.431,I
Municipal water withdrawal,Mozambique,0.33651,I
Industrial water withdrawal,Mozambique,0.02836,I
Total water withdrawal,Mozambique,1.3581557143,E
Municipal water withdrawal,Myanmar,3.323,I
Industrial water withdrawal,Myanmar,0.4984,I
Total water withdrawal,Myanmar,33.3914,E
Municipal water withdrawal,Namibia,0.073,I
Industrial water withdrawal,Namibia,0.014,I
Total water withdrawal,Namibia,0.288,E
Municipal water withdrawal,Nepal,0.1476,I
Industrial water withdrawal,Nepal,0.0295,I
Total water withdrawal,Nepal,9.4971,E
Municipal water withdrawal,Netherlands,1.217,X
Industrial water withdrawal,Netherlands,9.446,X
Total water withdrawal,Netherlands,10.7232,E
Industrial water withdrawal,New Zealand,1.184,I
Municipal water withdrawal,Nicaragua,0.286,I
Industrial water withdrawal,Nicaragua,0.0736,I
Total water withdrawal,Nicaragua,1.5446,E
Municipal water withdrawal,Niger,0.0617,OF
Total water withdrawal,Niger,1.2510666667,E
Municipal water withdrawal,Nigeria,5.0,I
Industrial water withdrawal,Nigeria,1.965,I
Total water withdrawal,Nigeria,12.475,I
Municipal water withdrawal,North Macedonia,0.2308166667,I
Industrial water withdrawal,North Macedonia,0.1223833333,I
Total water withdrawal,North Macedonia,1.7062,E
Municipal water withdrawal,Norway,0.816,X
Industrial water withdrawal,Norway,1.071,I
Total water withdrawal,Norway,2.7319,E
Municipal water withdrawal,Oman,0.1304,I
Industrial water withdrawal,Oman,0.1234,I
Total water withdrawal,Oman,1.8169,I
Municipal water withdrawal,Pakistan,9.65,I
Industrial water withdrawal,Pakistan,1.4,I
Total water withdrawal,Pakistan,183.45,I
Municipal water withdrawal,Panama,0.6823333333,I
Industrial water withdrawal,Panama,0.0092,I
Total water withdrawal,Panama,1.1555333333,I
Municipal water withdrawal,Papua New Guinea,0.2235,I
Industrial water withdrawal,Papua New Guinea,0.1676,I
Total water withdrawal,Papua New Guinea,0.3921,I
Municipal water withdrawal,Paraguay,0.362,I
Industrial water withdrawal,Paraguay,0.154,I
Total water withdrawal,Paraguay,2.413,E
Municipal water withdrawal,Peru,2.0255,I
Industrial water withdrawal,Peru,0.2478,I
Total water withdrawal,Peru,14.8833,E
Municipal water withdrawal,Philippines,7.301,OF
Industrial water withdrawal,Philippines,9.037,OF
Total water withdrawal,Philippines,84.248,E
Municipal water withdrawal,Poland,2.031,X
Industrial water withdrawal,Poland,7.648,I
Total water withdrawal,Poland,11.48,X
Municipal water withdrawal,Portugal,0.9105,X
Industrial water withdrawal,Portugal,1.7421473684,I
Total water withdrawal,Portugal,7.4793694737,E
Municipal water withdrawal,Puerto Rico,0.88156,I
Industrial water withdrawal,Puerto Rico,2.836,I
Total water withdrawal,Puerto Rico,3.80142,I
Municipal water withdrawal,Qatar,0.4407875,I
Industrial water withdrawal,Qatar,0.0178,I
Total water withdrawal,Qatar,0.7473875,E
Municipal water withdrawal,Republic of Korea,7.2164444444,I
Industrial water withdrawal,Republic of Korea,4.45,I
Total water withdrawal,Republic of Korea,27.6264444444,E
Municipal water withdrawal,Republic of Moldova,0.1452222222,I
Industrial water withdrawal,Republic of Moldova,0.7016666667,I
Total water withdrawal,Republic of Moldova,0.8858888889,E
Municipal water withdrawal,Republic of Serbia,0.6812,X
Industrial water withdrawal,Republic of Serbia,3.097,E
Total water withdrawal,Republic of Serbia,3.869,X
Municipal water withdrawal,Romania,1.053,X
Industrial water withdrawal,Romania,4.336,X
Total water withdrawal,Romania,6.482,E
Municipal water withdrawal,Russian Federation,12.4351460222,I
Industrial water withdrawal,Russian Federation,36.7486404834,I
Total water withdrawal,Russian Federation,61.4333333333,I
Municipal water withdrawal,Rwanda,0.0614,I
Industrial water withdrawal,Rwanda,0.0205,I
Total water withdrawal,Rwanda,0.1839,E
Industrial water withdrawal,Saint Kitts and Nevis,0.0,E
Total water withdrawal,Saint Kitts and Nevis,0.0156,E
Municipal water withdrawal,Saint Lucia,0.0125,I
Industrial water withdrawal,Saint Lucia,0.0,I
Total water withdrawal,Saint Lucia,0.0429,I
Total water withdrawal,Saint Vincent and the Grenadines,0.0085852222,I
Total water withdrawal,Sao Tome and Principe,0.0350043478,I
Municipal water withdrawal,Saudi Arabia,2.527,
Industrial water withdrawal,Saudi Arabia,0.843,
Total water withdrawal,Saudi Arabia,20.88,E
Municipal water withdrawal,Senegal,0.098,I
Industrial water withdrawal,Senegal,0.058,I
Total water withdrawal,Senegal,2.221,I
Municipal water withdrawal,Seychelles,0.009,I
Industrial water withdrawal,Seychelles,0.0038,I
Total water withdrawal,Seychelles,0.0137,E
Municipal water withdrawal,Sierra Leone,0.111,I
Industrial water withdrawal,Sierra Leone,0.0555,I
Total water withdrawal,Sierra Leone,0.2122,I
Municipal water withdrawal,Singapore,0.5327175,I
Industrial water withdrawal,Singapore,0.6035265,I
Total water withdrawal,Singapore,1.1614005,E
Municipal water withdrawal,Slovakia,0.3058,X
Industrial water withdrawal,Slovakia,0.3288,X
Total water withdrawal,Slovakia,0.6653,E
Municipal water withdrawal,Slovenia,0.1617,X
Industrial water withdrawal,Slovenia,0.7641,X
Total water withdrawal,Slovenia,0.9281,E
Municipal water withdrawal,Somalia,0.015,I
Industrial water withdrawal,Somalia,0.002,I
Total water withdrawal,Somalia,3.298,I
Municipal water withdrawal,South Africa,4.1633846154,I
Industrial water withdrawal,South Africa,1.5809230769,I
Total water withdrawal,South Africa,15.2916923077,I
Municipal water withdrawal,South Sudan,0.193,I
Industrial water withdrawal,South Sudan,0.225,I
Total water withdrawal,South Sudan,0.658,I
Municipal water withdrawal,Spain,4.599,X
Industrial water withdrawal,Spain,6.572,X
Total water withdrawal,Spain,36.641,E
Municipal water withdrawal,Sri Lanka,0.805,I
Industrial water withdrawal,Sri Lanka,0.831,I
Total water withdrawal,Sri Lanka,12.946,I
Municipal water withdrawal,Sudan,0.95,I
Industrial water withdrawal,Sudan,0.075,I
Total water withdrawal,Sudan,26.935,I
Municipal water withdrawal,Suriname,0.0493,I
Industrial water withdrawal,Suriname,0.1355,I
Total water withdrawal,Suriname,0.6159,I
Municipal water withdrawal,Sweden,0.9934,I
Industrial water withdrawal,Sweden,1.4812,I
Total water withdrawal,Sweden,2.5634,I
Municipal water withdrawal,Switzerland,1.202,X
Industrial water withdrawal,Switzerland,0.6427,X
Total water withdrawal,Switzerland,2.0048,E
Municipal water withdrawal,Syrian Arab Republic,1.475,I
Industrial water withdrawal,Syrian Arab Republic,0.6154,I
Total water withdrawal,Syrian Arab Republic,16.7604,E
Municipal water withdrawal,Thailand,2.739,I
Industrial water withdrawal,Thailand,2.777,I
Total water withdrawal,Thailand,57.306,I
Municipal water withdrawal,Timor-Leste,0.099,I
Industrial water withdrawal,Timor-Leste,0.002,I
Total water withdrawal,Timor-Leste,1.172,I
Municipal water withdrawal,Togo,0.1407,I
Industrial water withdrawal,Togo,0.0063,I
Total water withdrawal,Togo,0.223,E
Municipal water withdrawal,Trinidad and Tobago,0.2376,I
Industrial water withdrawal,Trinidad and Tobago,0.1289,I
Total water withdrawal,Trinidad and Tobago,0.3832,I
Municipal water withdrawal,Turkey,4.936,OF
Industrial water withdrawal,Turkey,1.792,OF
Total water withdrawal,Turkey,50.508,E
Municipal water withdrawal,Turkmenistan,0.755,I
Industrial water withdrawal,Turkmenistan,0.839,I
Total water withdrawal,Turkmenistan,27.954,I
Municipal water withdrawal,Uganda,0.328,I
Industrial water withdrawal,Uganda,0.05,I
Total water withdrawal,Uganda,0.637,I
Municipal water withdrawal,Ukraine,2.927,I
Industrial water withdrawal,Ukraine,6.027,I
Total water withdrawal,Ukraine,13.147,E
Municipal water withdrawal,United Arab Emirates,1.3616923077,I
Industrial water withdrawal,United Arab Emirates,0.0878461538,I
Municipal water withdrawal,United Kingdom of Great Britain and Northern Ireland,5.828,X
Industrial water withdrawal,United Kingdom of Great Britain and Northern Ireland,1.122,X
Total water withdrawal,United Kingdom of Great Britain and Northern Ireland,8.214,X
Municipal water withdrawal,United Republic of Tanzania,0.527,I
Industrial water withdrawal,United Republic of Tanzania,0.025,I
Total water withdrawal,United Republic of Tanzania,5.184,I
Municipal water withdrawal,United States of America,60.61,I
Industrial water withdrawal,United States of America,232.92,I
Total water withdrawal,United States of America,469.07,I
Municipal water withdrawal,Uruguay,0.41,I
Industrial water withdrawal,Uruguay,0.08,I
Total water withdrawal,Uruguay,3.66,I
Municipal water withdrawal,Uzbekistan,2.7272222222,I
Industrial water withdrawal,Uzbekistan,1.92,I
Total water withdrawal,Uzbekistan,52.7294444444,I
Municipal water withdrawal,Venezuela (Bolivarian Republic of),5.123,I
Industrial water withdrawal,Venezuela (Bolivarian Republic of),0.7933,I
Total water withdrawal,Venezuela (Bolivarian Republic of),22.6263,E
Municipal water withdrawal,Viet Nam,1.206,I
Industrial water withdrawal,Viet Nam,3.074,I
Total water withdrawal,Viet Nam,82.03,I
Municipal water withdrawal,Yemen,0.265,I
Industrial water withdrawal,Yemen,0.065,I
Total water withdrawal,Yemen,3.565,I
Municipal water withdrawal,Zambia,0.29,I
Industrial water withdrawal,Zambia,0.13,I
Total water withdrawal,Zambia,1.572,E
Municipal water withdrawal,Zimbabwe,0.5539375,I
Industrial water withdrawal,Zimbabwe,0.1315,I
Total water withdrawal,Zimbabwe,3.4610625,I
