,,Value,Symbol
Gender Inequality Index (GII) [equality = 0; inequality = 1),Argentina,0.4074,I
Gross Domestic Product (GDP),Argentina,110583590317.0,X
GDP per capita,Argentina,2918.591423,X
"Agriculture, value added (% GDP)",Argentina,8.84866,X
Total area of the country (excl. coastal water),Armenia,2974.0,X
Cultivated area (arable land + permanent crops),Armenia,491.0,X
Total population,Armenia,3033.978,X
Rural population,Armenia,1085.046,X
Urban population,Armenia,1948.851,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Armenia,0.4316,I
Gross Domestic Product (GDP),Armenia,2534163311.0,X
GDP per capita,Armenia,835.283238,X
"Agriculture, value added (% GDP)",Armenia,21.997248,X
Total area of the country (excl. coastal water),Australia,774122.0,X
Cultivated area (arable land + permanent crops),Australia,24060.0,X
Total population,Australia,19401.368,X
Rural population,Australia,3072.827,X
Urban population,Australia,16402.364,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Australia,0.1504,I
Gross Domestic Product (GDP),Australia,435171313118.0,X
GDP per capita,Australia,22344.906046,X
"Agriculture, value added (% GDP)",Australia,2.888534,X
Total area of the country (excl. coastal water),Austria,8388.0,X
Cultivated area (arable land + permanent crops),Austria,1456.0,X
Total population,Austria,8134.412,X
Rural population,Austria,3281.833,X
Urban population,Austria,4852.579,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Austria,0.1476,I
Gross Domestic Product (GDP),Austria,213387477629.0,X
GDP per capita,Austria,26232.686226,X
Total area of the country (excl. coastal water),Azerbaijan,8660.0,X
Cultivated area (arable land + permanent crops),Azerbaijan,2063.2,X
Total population,Azerbaijan,8277.061,X
Rural population,Azerbaijan,3990.569,X
Urban population,Azerbaijan,4286.446,X
GDP per capita,Azerbaijan,753.417207,X
Total area of the country (excl. coastal water),Bahamas,1388.0,X
Cultivated area (arable land + permanent crops),Bahamas,11.0,X
Total population,Bahamas,307.66,X
Rural population,Bahamas,55.365,X
Urban population,Bahamas,253.792,X
Gross Domestic Product (GDP),Bahamas,8881200000.0,X
GDP per capita,Bahamas,28727.151577,X
"Agriculture, value added (% GDP)",Bahamas,1.513309,X
Total area of the country (excl. coastal water),Bahrain,71.0,X
Cultivated area (arable land + permanent crops),Bahrain,5.2,X
Total population,Bahrain,735.146,X
Rural population,Bahrain,85.478,X
Urban population,Bahrain,649.67,X
Gross Domestic Product (GDP),Bahrain,9593509106.0,X
GDP per capita,Bahrain,13049.765634,X
"Agriculture, value added (% GDP)",Bahrain,0.569376,X
Total area of the country (excl. coastal water),Bangladesh,14846.0,X
Cultivated area (arable land + permanent crops),Bangladesh,8753.0,X
Total population,Bangladesh,132478.086,X
Rural population,Bangladesh,102783.564,X
Urban population,Bangladesh,33817.103,X
Gross Domestic Product (GDP),Bangladesh,47194755390.0,X
GDP per capita,Bangladesh,345.494326,X
"Agriculture, value added (% GDP)",Bangladesh,21.925396,X
Total area of the country (excl. coastal water),Barbados,43.0,X
Cultivated area (arable land + permanent crops),Barbados,15.0,X
Total population,Barbados,273.425,X
Rural population,Barbados,180.72,X
Urban population,Barbados,90.758,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Barbados,0.3544,I
Gross Domestic Product (GDP),Barbados,3200677486.0,X
GDP per capita,Barbados,11789.822696,X
"Agriculture, value added (% GDP)",Barbados,1.833987,X
Total area of the country (excl. coastal water),Belarus,20760.0,X
Cultivated area (arable land + permanent crops),Belarus,5738.0,X
Total population,Belarus,9745.923,X
Rural population,Belarus,2850.055,X
Urban population,Belarus,6957.077,X
Gross Domestic Product (GDP),Belarus,15088618674.0,X
GDP per capita,Belarus,1538.53529,X
"Agriculture, value added (% GDP)",Belarus,9.766921,X
Total area of the country (excl. coastal water),Belgium,3053.0,X
Cultivated area (arable land + permanent crops),Belgium,853.1,X
Total population,Belgium,10364.885,X
Rural population,Belgium,285.916,X
Urban population,Belgium,10078.969,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Belgium,0.1154,I
Gross Domestic Product (GDP),Belgium,257169518031.0,X
GDP per capita,Belgium,24811.613253,X
"Agriculture, value added (% GDP)",Belgium,1.033134,X
Total area of the country (excl. coastal water),Belize,2297.0,X
Cultivated area (arable land + permanent crops),Belize,102.0,X
Total population,Belize,262.378,X
Rural population,Belize,143.26,X
Urban population,Belize,118.946,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Belize,0.5106,I
GDP per capita,Belize,3528.001707,X
"Agriculture, value added (% GDP)",Belize,12.788491,X
Total area of the country (excl. coastal water),Benin,11476.0,X
Cultivated area (arable land + permanent crops),Benin,2815.0,X
Total population,Benin,7295.394,X
Rural population,Benin,4447.579,X
Urban population,Benin,2847.815,X
Gross Domestic Product (GDP),Benin,3054599761.0,X
GDP per capita,Benin,418.702507,X
"Agriculture, value added (% GDP)",Benin,23.872204,X
Total area of the country (excl. coastal water),Bhutan,4008.0,X
Cultivated area (arable land + permanent crops),Bhutan,130.0,X
Total population,Bhutan,616.018,X
Rural population,Bhutan,439.213,X
Urban population,Bhutan,167.186,X
Gross Domestic Product (GDP),Bhutan,537046607.0,X
GDP per capita,Bhutan,885.632409,X
"Agriculture, value added (% GDP)",Bhutan,25.518089,X
Total area of the country (excl. coastal water),Bolivia (Plurinational State of),109858.0,X
Cultivated area (arable land + permanent crops),Bolivia (Plurinational State of),3480.0,X
Total population,Bolivia (Plurinational State of),8742.814,X
Rural population,Bolivia (Plurinational State of),3220.542,X
Urban population,Bolivia (Plurinational State of),5432.803,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Bolivia (Plurinational State of),0.5624,I
Gross Domestic Product (GDP),Bolivia (Plurinational State of),7905485150.0,X
GDP per capita,Bolivia (Plurinational State of),913.575635,X
"Agriculture, value added (% GDP)",Bolivia (Plurinational State of),12.955119,X
Total area of the country (excl. coastal water),Bosnia and Herzegovina,5121.0,X
Cultivated area (arable land + permanent crops),Bosnia and Herzegovina,1093.0,X
Total population,Bosnia and Herzegovina,3759.387,X
Rural population,Bosnia and Herzegovina,2151.678,X
Urban population,Bosnia and Herzegovina,1624.129,X
Gross Domestic Product (GDP),Bosnia and Herzegovina,6896386224.0,X
GDP per capita,Bosnia and Herzegovina,1826.466825,X
"Agriculture, value added (% GDP)",Bosnia and Herzegovina,8.570424,X
Total area of the country (excl. coastal water),Botswana,58173.0,X
Cultivated area (arable land + permanent crops),Botswana,246.0,X
Total population,Botswana,1704.642,X
Rural population,Botswana,808.627,X
Urban population,Botswana,971.326,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Botswana,0.5314,I
Gross Domestic Product (GDP),Botswana,5438851395.0,X
GDP per capita,Botswana,3055.615173,X
"Agriculture, value added (% GDP)",Botswana,2.425626,X
Total area of the country (excl. coastal water),Brazil,851577.0,X
Cultivated area (arable land + permanent crops),Brazil,56776.0,X
Total population,Brazil,179537.52,X
Rural population,Brazil,32643.261,X
Urban population,Brazil,147507.76,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Brazil,0.4982,I
Gross Domestic Product (GDP),Brazil,512030132311.0,X
GDP per capita,Brazil,2842.227202,X
"Agriculture, value added (% GDP)",Brazil,5.495626,X
Total area of the country (excl. coastal water),Brunei Darussalam,577.0,X
Cultivated area (arable land + permanent crops),Brunei Darussalam,7.0,X
Total population,Brunei Darussalam,346.782,X
Rural population,Brunei Darussalam,96.965,X
Urban population,Brunei Darussalam,249.902,X
Gross Domestic Product (GDP),Brunei Darussalam,6474732994.0,X
GDP per capita,Brunei Darussalam,18666.327423,X
"Agriculture, value added (% GDP)",Brunei Darussalam,1.05496,X
Total area of the country (excl. coastal water),Bulgaria,11099.0,X
Cultivated area (arable land + permanent crops),Bulgaria,3583.0,X
Total population,Bulgaria,7866.239,X
Rural population,Bulgaria,2397.299,X
Urban population,Bulgaria,5468.787,X
Gross Domestic Product (GDP),Bulgaria,16403038072.0,X
GDP per capita,Bulgaria,2085.285881,X
"Agriculture, value added (% GDP)",Bulgaria,9.710673,X
Total area of the country (excl. coastal water),Burkina Faso,27422.0,X
Cultivated area (arable land + permanent crops),Burkina Faso,4770.0,X
Total population,Burkina Faso,12293.1,X
Rural population,Burkina Faso,9925.754,X
Urban population,Burkina Faso,2367.346,X
GDP per capita,Burkina Faso,293.283995,X
Total area of the country (excl. coastal water),Burundi,2783.0,X
Cultivated area (arable land + permanent crops),Burundi,1351.0,X
Total population,Burundi,6704.113,X
Rural population,Burundi,6156.269,X
Urban population,Burundi,585.3,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Burundi,0.571,I
Gross Domestic Product (GDP),Burundi,628101556.0,X
GDP per capita,Burundi,93.168453,X
"Agriculture, value added (% GDP)",Burundi,36.469381,X
Total area of the country (excl. coastal water),Cabo Verde,403.0,X
Cultivated area (arable land + permanent crops),Cabo Verde,49.0,X
Total population,Cabo Verde,442.951,X
Rural population,Cabo Verde,202.789,X
Urban population,Cabo Verde,249.317,X
Gross Domestic Product (GDP),Cabo Verde,706213173.0,X
GDP per capita,Cabo Verde,1562.052203,X
"Agriculture, value added (% GDP)",Cabo Verde,12.269258,X
Total area of the country (excl. coastal water),Cambodia,18104.0,X
Cultivated area (arable land + permanent crops),Cambodia,3850.0,X
Total population,Cambodia,12637.727,X
Rural population,Cambodia,10256.921,X
Urban population,Cambodia,2377.808,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Cambodia,0.5802,I
Gross Domestic Product (GDP),Cambodia,4289402492.0,X
GDP per capita,Cambodia,339.493035,X
"Agriculture, value added (% GDP)",Cambodia,31.129108,X
Total area of the country (excl. coastal water),Cameroon,47544.0,X
Cultivated area (arable land + permanent crops),Cameroon,7160.0,X
Total population,Cameroon,16357.602,X
Rural population,Cameroon,8567.125,X
Urban population,Cameroon,7517.761,X
Gross Domestic Product (GDP),Cameroon,11769310319.0,X
GDP per capita,Cameroon,731.699952,X
"Agriculture, value added (% GDP)",Cameroon,15.128188,X
Total area of the country (excl. coastal water),Canada,998467.0,X
Cultivated area (arable land + permanent crops),Canada,40780.0,X
Total population,Canada,31178.263,X
Rural population,Canada,6299.155,X
Urban population,Canada,25021.734,X
GDP per capita,Canada,24285.404157,X
Total area of the country (excl. coastal water),Central African Republic,62298.0,X
Cultivated area (arable land + permanent crops),Central African Republic,2024.0,X
Total population,Central African Republic,3802.128,X
Rural population,Central African Republic,2430.45,X
Urban population,Central African Republic,1477.162,X
Gross Domestic Product (GDP),Central African Republic,1037278713.0,X
GDP per capita,Central African Republic,265.450795,X
"Agriculture, value added (% GDP)",Central African Republic,42.293309,X
Total area of the country (excl. coastal water),Chad,128400.0,X
Cultivated area (arable land + permanent crops),Chad,3730.0,X
Total population,Chad,9019.233,X
Rural population,Chad,7048.105,X
Urban population,Chad,1953.584,X
Gross Domestic Product (GDP),Chad,2260468323.0,X
GDP per capita,Chad,251.116021,X
"Agriculture, value added (% GDP)",Chad,34.445495,X
Total area of the country (excl. coastal water),Chile,75610.0,X
Cultivated area (arable land + permanent crops),Chile,2065.0,X
Total population,Chile,15684.409,X
Rural population,Chile,2092.618,X
Urban population,Chile,13531.017,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Chile,0.4206,I
Gross Domestic Product (GDP),Chile,70098009752.0,X
GDP per capita,Chile,4486.664579,X
"Agriculture, value added (% GDP)",Chile,4.770328,X
Total area of the country (excl. coastal water),China,960000.0,X
Cultivated area (arable land + permanent crops),China,132080.6889,X
Total population,China,1336765.152,X
Rural population,China,806104.331,X
Urban population,China,521893.97,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),China,0.4308,I
Gross Domestic Product (GDP),China,1644228787644.0,X
GDP per capita,China,1259.120525,X
Total area of the country (excl. coastal water),Colombia,114175.0,X
Cultivated area (arable land + permanent crops),Colombia,3736.0,X
Total population,Colombia,40875.36,X
Rural population,Colombia,10477.378,X
Urban population,Colombia,31095.113,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Colombia,0.5156,I
GDP per capita,Colombia,2334.165707,X
Total area of the country (excl. coastal water),Comoros,186.1,X
Cultivated area (arable land + permanent crops),Comoros,120.0,X
Total population,Comoros,569.479,X
Rural population,Comoros,410.073,X
Urban population,Comoros,159.406,X
Gross Domestic Product (GDP),Comoros,510725138.0,X
GDP per capita,Comoros,896.828746,X
"Agriculture, value added (% GDP)",Comoros,36.113128,X
Total area of the country (excl. coastal water),Congo,34200.0,X
Cultivated area (arable land + permanent crops),Congo,540.0,X
Total population,Congo,3310.387,X
Rural population,Congo,1375.924,X
Urban population,Congo,2031.256,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Congo,0.615,I
Gross Domestic Product (GDP),Congo,3150407940.0,X
GDP per capita,Congo,924.637953,X
"Agriculture, value added (% GDP)",Congo,7.60997,X
Total area of the country (excl. coastal water),Cook Islands,24.0,X
Cultivated area (arable land + permanent crops),Cook Islands,3.58,X
Total population,Cook Islands,18.278,X
Rural population,Cook Islands,5.952,X
Urban population,Cook Islands,12.75,X
Gross Domestic Product (GDP),Cook Islands,121331836.0,X
GDP per capita,Cook Islands,6487.639621,X
"Agriculture, value added (% GDP)",Cook Islands,4.537356,X
Total area of the country (excl. coastal water),Costa Rica,5110.0,X
Cultivated area (arable land + permanent crops),Costa Rica,490.0,X
Total population,Costa Rica,4100.925,X
Rural population,Costa Rica,1554.034,X
Urban population,Costa Rica,2509.17,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Costa Rica,0.424,I
Gross Domestic Product (GDP),Costa Rica,16504909035.0,X
GDP per capita,Costa Rica,4062.042919,X
"Agriculture, value added (% GDP)",Costa Rica,8.465549,X
Total area of the country (excl. coastal water),Croatia,5654.0,X
Cultivated area (arable land + permanent crops),Croatia,928.0,X
Total population,Croatia,4395.799,X
Rural population,Croatia,2030.408,X
Urban population,Croatia,2365.411,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Croatia,0.2024,I
Gross Domestic Product (GDP),Croatia,26815779791.0,X
GDP per capita,Croatia,6100.292071,X
"Agriculture, value added (% GDP)",Croatia,4.8908,X
Total area of the country (excl. coastal water),Cuba,10989.0,X
Cultivated area (arable land + permanent crops),Cuba,4237.0,X
Total population,Cuba,11199.651,X
Rural population,Cuba,2716.433,X
Urban population,Cuba,8501.565,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Cuba,0.403,I
Gross Domestic Product (GDP),Cuba,33590500000.0,X
GDP per capita,Cuba,2994.339988,X
"Agriculture, value added (% GDP)",Cuba,5.945729,X
Total area of the country (excl. coastal water),Cyprus,925.0,X
Cultivated area (arable land + permanent crops),Cyprus,139.0,X
Total population,Cyprus,976.964,X
Rural population,Cyprus,305.847,X
Urban population,Cyprus,671.119,X
Gross Domestic Product (GDP),Cyprus,11383256502.0,X
GDP per capita,Cyprus,16041.793267,X
"Agriculture, value added (% GDP)",Cyprus,3.787994,X
Total area of the country (excl. coastal water),Czechia,7887.0,X
Total population,Czechia,10252.261,X
Rural population,Czechia,2685.263,X
Urban population,Czechia,7567.176,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Czechia,0.1842,I
GDP per capita,Czechia,7989.413672,X
Total area of the country (excl. coastal water),Côte d’Ivoire,32246.0,X
Cultivated area (arable land + permanent crops),Côte d’Ivoire,6600.0,X
Total population,Côte d’Ivoire,17231.539,X
Rural population,Côte d’Ivoire,9728.117,X
Urban population,Côte d’Ivoire,7638.4,X
Gross Domestic Product (GDP),Côte d’Ivoire,12346980846.0,X
GDP per capita,Côte d’Ivoire,710.964717,X
"Agriculture, value added (% GDP)",Côte d’Ivoire,27.270298,X
Total area of the country (excl. coastal water),Democratic People's Republic of Korea,12054.0,X
Cultivated area (arable land + permanent crops),Democratic People's Republic of Korea,2500.0,X
Total population,Democratic People's Republic of Korea,23339.453,X
Rural population,Democratic People's Republic of Korea,9435.113,X
Urban population,Democratic People's Republic of Korea,13901.568,X
Gross Domestic Product (GDP),Democratic People's Republic of Korea,10910000000.0,X
GDP per capita,Democratic People's Republic of Korea,467.979239,X
"Agriculture, value added (% GDP)",Democratic People's Republic of Korea,30.217092,X
Total area of the country (excl. coastal water),Democratic Republic of the Congo,234486.0,X
Cultivated area (arable land + permanent crops),Democratic Republic of the Congo,7450.0,X
Total population,Democratic Republic of the Congo,49871.666,X
Rural population,Democratic Republic of the Congo,31867.429,X
Urban population,Democratic Republic of the Congo,17968.327,X
Gross Domestic Product (GDP),Democratic Republic of the Congo,8728022248.0,X
GDP per capita,Democratic Republic of the Congo,175.135745,X
"Agriculture, value added (% GDP)",Democratic Republic of the Congo,26.583826,X
Total area of the country (excl. coastal water),Denmark,4309.0,X
Cultivated area (arable land + permanent crops),Denmark,2283.0,X
Total population,Denmark,5372.801,X
Rural population,Denmark,792.499,X
Urban population,Denmark,4580.302,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Denmark,0.0746,I
Gross Domestic Product (GDP),Denmark,178634839746.0,X
GDP per capita,Denmark,33247.991084,X
"Agriculture, value added (% GDP)",Denmark,1.781147,X
Total area of the country (excl. coastal water),Djibouti,2320.0,X
Cultivated area (arable land + permanent crops),Djibouti,1.0,X
Total population,Djibouti,746.942,X
Rural population,Djibouti,174.439,X
Urban population,Djibouti,571.782,X
Gross Domestic Product (GDP),Djibouti,590022700.0,X
GDP per capita,Djibouti,790.68091,X
"Agriculture, value added (% GDP)",Djibouti,3.134696,X
Total area of the country (excl. coastal water),Dominica,75.0,X
Cultivated area (arable land + permanent crops),Dominica,20.0,X
Total population,Dominica,69.837,X
Rural population,Dominica,23.957,X
Urban population,Dominica,45.867,X
GDP per capita,Dominica,4634.514929,X
Total area of the country (excl. coastal water),Dominican Republic,4867.0,X
Cultivated area (arable land + permanent crops),Dominican Republic,1318.0,X
Total population,Dominican Republic,8724.975,X
Rural population,Dominican Republic,3235.194,X
Urban population,Dominican Republic,5597.091,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Dominican Republic,0.52,I
Gross Domestic Product (GDP),Dominican Republic,25654738278.0,X
GDP per capita,Dominican Republic,2904.654716,X
"Agriculture, value added (% GDP)",Dominican Republic,6.805119,X
Total area of the country (excl. coastal water),Ecuador,25637.0,X
Cultivated area (arable land + permanent crops),Ecuador,2600.0,X
Total population,Ecuador,13143.465,X
Rural population,Ecuador,5082.637,X
Urban population,Ecuador,7989.423,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Ecuador,0.4982,I
Gross Domestic Product (GDP),Ecuador,28548945000.0,X
GDP per capita,Ecuador,2183.966796,X
"Agriculture, value added (% GDP)",Ecuador,11.230923,X
Total area of the country (excl. coastal water),Egypt,100145.0,X
Cultivated area (arable land + permanent crops),Egypt,3424.0,X
Total population,Egypt,71485.043,X
Rural population,Egypt,41457.204,X
Urban population,Egypt,31132.914,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Egypt,0.6376,I
Gross Domestic Product (GDP),Egypt,86521730139.0,X
GDP per capita,Egypt,1191.921608,X
"Agriculture, value added (% GDP)",Egypt,11.734945,X
Total area of the country (excl. coastal water),El Salvador,2104.0,X
Total population,El Salvador,5962.136,X
Rural population,El Salvador,2375.312,X
Urban population,El Salvador,3564.991,X
Gross Domestic Product (GDP),El Salvador,12664190271.0,X
GDP per capita,El Salvador,2131.909815,X
"Agriculture, value added (% GDP)",El Salvador,5.822984,X
Total area of the country (excl. coastal water),Equatorial Guinea,2805.0,X
Cultivated area (arable land + permanent crops),Equatorial Guinea,220.0,X
Total population,Equatorial Guinea,658.384,X
Rural population,Equatorial Guinea,316.058,X
Urban population,Equatorial Guinea,350.349,X
Gross Domestic Product (GDP),Equatorial Guinea,2716640964.0,X
GDP per capita,Equatorial Guinea,4076.549262,X
"Agriculture, value added (% GDP)",Equatorial Guinea,2.952517,X
Total area of the country (excl. coastal water),Eritrea,11760.0,X
Cultivated area (arable land + permanent crops),Eritrea,565.0,X
Total population,Eritrea,2481.058,X
Rural population,Eritrea,2590.231,X
Urban population,Eritrea,1024.408,X
Gross Domestic Product (GDP),Eritrea,729321669.0,X
GDP per capita,Eritrea,201.768882,X
"Agriculture, value added (% GDP)",Eritrea,10.422757,X
Total area of the country (excl. coastal water),Estonia,4523.0,X
Cultivated area (arable land + permanent crops),Estonia,631.2,X
Total population,Estonia,1382.732,X
Rural population,Estonia,427.045,X
Urban population,Estonia,955.687,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Estonia,0.2704,I
GDP per capita,Estonia,5331.870189,X
Total area of the country (excl. coastal water),Eswatini,1736.0,X
Cultivated area (arable land + permanent crops),Eswatini,192.0,X
Total population,Eswatini,1019.059,X
Rural population,Eswatini,838.528,X
Urban population,Eswatini,242.402,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Eswatini,0.5986,I
Gross Domestic Product (GDP),Eswatini,1432221789.0,X
GDP per capita,Eswatini,1324.990322,X
"Agriculture, value added (% GDP)",Eswatini,12.502544,X
Total area of the country (excl. coastal water),Ethiopia,110430.0,X
Cultivated area (arable land + permanent crops),Ethiopia,10498.0,X
Total population,Ethiopia,70142.091,X
Rural population,Ethiopia,59839.634,X
Urban population,Ethiopia,10657.558,X
Gross Domestic Product (GDP),Ethiopia,7691050743.0,X
GDP per capita,Ethiopia,109.097264,X
"Agriculture, value added (% GDP)",Ethiopia,39.400561,X
Total area of the country (excl. coastal water),Faroe Islands,139.6,X
Cultivated area (arable land + permanent crops),Faroe Islands,3.0,X
Total population,Faroe Islands,47.233,X
Rural population,Faroe Islands,29.606,X
Urban population,Faroe Islands,18.163,X
Gross Domestic Product (GDP),Faroe Islands,1268445919.0,X
Total area of the country (excl. coastal water),Fiji,1827.0,X
Cultivated area (arable land + permanent crops),Fiji,253.0,X
Total population,Fiji,815.257,X
Rural population,Fiji,418.511,X
Urban population,Fiji,397.18,X
Gross Domestic Product (GDP),Fiji,1867106046.0,X
GDP per capita,Fiji,2288.98694,X
"Agriculture, value added (% GDP)",Fiji,12.775442,X
Total area of the country (excl. coastal water),Finland,33815.0,X
Cultivated area (arable land + permanent crops),Finland,2209.0,X
Total population,Finland,5213.366,X
Rural population,Finland,912.167,X
Urban population,Finland,4301.206,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Finland,0.0884,I
Gross Domestic Product (GDP),Finland,139744733982.0,X
GDP per capita,Finland,26805.051927,X
"Agriculture, value added (% GDP)",Finland,2.672306,X
Total area of the country (excl. coastal water),France,54909.0,X
Cultivated area (arable land + permanent crops),France,19499.8,X
Total population,France,59803.441,X
Rural population,France,14224.922,X
Urban population,France,46000.154,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),France,0.172,I
Gross Domestic Product (GDP),France,1494354627461.0,X
GDP per capita,France,24044.598089,X
"Agriculture, value added (% GDP)",France,2.010859,X
Total area of the country (excl. coastal water),Gabon,26767.0,X
Cultivated area (arable land + permanent crops),Gabon,495.0,X
Total population,Gabon,1288.315,X
Rural population,Gabon,254.12,X
Urban population,Gabon,1040.289,X
Gross Domestic Product (GDP),Gabon,5403313830.0,X
GDP per capita,Gabon,4174.348162,X
"Agriculture, value added (% GDP)",Gabon,5.605667,X
Total area of the country (excl. coastal water),Gambia,1130.0,X
Cultivated area (arable land + permanent crops),Gambia,285.0,X
Total population,Gambia,1404.261,X
Rural population,Gambia,659.831,X
Urban population,Gambia,651.518,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Gambia,0.6764,I
Gross Domestic Product (GDP),Gambia,960985840.0,X
GDP per capita,Gambia,732.822338,X
"Agriculture, value added (% GDP)",Gambia,28.306681,X
Total area of the country (excl. coastal water),Georgia,6970.0,X
Cultivated area (arable land + permanent crops),Georgia,1064.0,X
Total population,Georgia,4258.571,X
Rural population,Georgia,2199.528,X
Urban population,Georgia,2425.352,X
Gross Domestic Product (GDP),Georgia,3572285321.0,X
GDP per capita,Georgia,772.406056,X
"Agriculture, value added (% GDP)",Georgia,22.339606,X
Total area of the country (excl. coastal water),Germany,35704.0,X
Cultivated area (arable land + permanent crops),Germany,11997.0,X
Total population,Germany,81535.122,X
Rural population,Germany,20097.558,X
Urban population,Germany,61514.31,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Germany,0.126,I
Gross Domestic Product (GDP),Germany,2068718227035.0,X
GDP per capita,Germany,25348.252377,X
"Agriculture, value added (% GDP)",Germany,0.900497,X
Total area of the country (excl. coastal water),Ghana,23854.0,X
Cultivated area (arable land + permanent crops),Ghana,6331.0,X
Total population,Ghana,20246.381,X
Rural population,Ghana,10903.66,X
Urban population,Ghana,9020.862,X
Gross Domestic Product (GDP),Ghana,13079946041.0,X
GDP per capita,Ghana,656.474772,X
"Agriculture, value added (% GDP)",Ghana,26.975567,X
Total area of the country (excl. coastal water),Greece,13196.0,X
Cultivated area (arable land + permanent crops),Greece,3846.0,X
Total population,Greece,11182.305,X
Rural population,Greece,2994.553,X
Urban population,Greece,8222.246,X
Gross Domestic Product (GDP),Greece,153837944476.0,X
GDP per capita,Greece,13714.959542,X
"Agriculture, value added (% GDP)",Greece,4.987113,X
Total area of the country (excl. coastal water),Grenada,34.0,X
Cultivated area (arable land + permanent crops),Grenada,12.0,X
Total population,Grenada,103.634,X
Rural population,Grenada,65.432,X
Urban population,Grenada,36.668,X
Gross Domestic Product (GDP),Grenada,540337037.0,X
GDP per capita,Grenada,5292.233468,X
"Agriculture, value added (% GDP)",Grenada,6.290313,X
Total area of the country (excl. coastal water),Guatemala,10889.0,X
Cultivated area (arable land + permanent crops),Guatemala,2025.0,X
Total population,Guatemala,12208.848,X
