,,,Value,Symbol
Congo,Industrial water withdrawal,7,0.01,
Congo,Total water withdrawal,13,0.046,E
Croatia,Municipal water withdrawal,1,0.5048,
Croatia,Industrial water withdrawal,5,0.0628,X
Croatia,Total water withdrawal,9,0.5735,E
Cuba,Municipal water withdrawal,1,1.7333333333,I
Cuba,Industrial water withdrawal,6,0.7624916667,I
Cuba,Total water withdrawal,11,5.2464613636,E
Cyprus,Municipal water withdrawal,1,0.0461,X
Cyprus,Industrial water withdrawal,6,0.0047857143,I
Cyprus,Total water withdrawal,12,0.2114857143,E
Czech Republic,Municipal water withdrawal,1,0.8325454545,I
Czech Republic,Industrial water withdrawal,6,1.3625588235,I
Czech Republic,Total water withdrawal,11,1.908,X
Côte d'Ivoire,Municipal water withdrawal,1,0.57788,I
Côte d'Ivoire,Industrial water withdrawal,7,0.28896,I
Côte d'Ivoire,Total water withdrawal,13,1.46496,I
Democratic People's Republic of Korea,Municipal water withdrawal,0,0.87568,I
Democratic People's Republic of Korea,Industrial water withdrawal,6,1.1108,I
Democratic People's Republic of Korea,Total water withdrawal,11,8.59648,E
Democratic Republic of the Congo,Municipal water withdrawal,1,0.41954,I
Democratic Republic of the Congo,Industrial water withdrawal,7,0.13246,I
Democratic Republic of the Congo,Total water withdrawal,13,0.6239,I
Denmark,Municipal water withdrawal,1,0.4408,X
Denmark,Industrial water withdrawal,5,0.0619,X
Denmark,Total water withdrawal,9,0.6679,E
Djibouti,Municipal water withdrawal,1,0.016,I
Djibouti,Industrial water withdrawal,7,0.0,I
Djibouti,Total water withdrawal,13,0.019,I
Dominica,Total water withdrawal,7,0.0166,I
Dominican Republic,Municipal water withdrawal,0,0.6496,I
Dominican Republic,Industrial water withdrawal,5,0.1426,I
Dominican Republic,Total water withdrawal,10,5.107,I
Ecuador,Municipal water withdrawal,0,1.06158,I
Ecuador,Industrial water withdrawal,5,0.45072,I
Ecuador,Total water withdrawal,10,9.5883,I
Egypt,Municipal water withdrawal,1,6.04,I
Egypt,Industrial water withdrawal,7,3.6,I
Egypt,Total water withdrawal,13,70.24,I
El Salvador,Municipal water withdrawal,1,0.417,I
El Salvador,Industrial water withdrawal,7,0.22734,I
El Salvador,Total water withdrawal,13,1.67274,I
Equatorial Guinea,Municipal water withdrawal,1,0.0146,I
Equatorial Guinea,Industrial water withdrawal,7,0.00276,I
Equatorial Guinea,Total water withdrawal,13,0.01836,E
Eritrea,Municipal water withdrawal,0,0.04635,I
Eritrea,Industrial water withdrawal,5,0.03135,I
Eritrea,Total water withdrawal,10,0.4977,I
Estonia,Municipal water withdrawal,1,0.081075,I
Estonia,Industrial water withdrawal,6,1.4068461538,I
Estonia,Total water withdrawal,11,1.413,X
Eswatini,Municipal water withdrawal,1,0.03092,I
Eswatini,Industrial water withdrawal,7,0.01548,I
Eswatini,Total water withdrawal,13,1.0524,E
Ethiopia,Municipal water withdrawal,0,0.333,E
Ethiopia,Industrial water withdrawal,5,0.021,E
Ethiopia,Total water withdrawal,10,5.558,E
Fiji,Municipal water withdrawal,1,0.02386,I
Fiji,Industrial water withdrawal,7,0.00912,I
Fiji,Total water withdrawal,13,0.08298,I
Finland,Municipal water withdrawal,1,0.404,X
France,Municipal water withdrawal,1,5.966,X
France,Industrial water withdrawal,6,22.11,X
France,Total water withdrawal,11,32.367,E
Gabon,Municipal water withdrawal,1,0.07504,I
Gabon,Industrial water withdrawal,7,0.01248,I
Gabon,Total water withdrawal,13,0.12782,I
Gambia,Municipal water withdrawal,1,0.03682,I
Gambia,Industrial water withdrawal,7,0.01892,I
Gambia,Total water withdrawal,13,0.09494,E
Georgia,Municipal water withdrawal,1,0.3448,I
Georgia,Industrial water withdrawal,4,0.27712,I
Georgia,Total water withdrawal,7,1.87452,E
Germany,Municipal water withdrawal,0,11.1149781867,I
Germany,Industrial water withdrawal,4,31.3664233,I
Germany,Total water withdrawal,8,42.7784437033,I
Ghana,Municipal water withdrawal,1,0.237,I
Ghana,Industrial water withdrawal,7,0.095,I
Ghana,Total water withdrawal,13,1.03625,E
Greece,Municipal water withdrawal,1,0.8658375,I
Greece,Industrial water withdrawal,5,0.2344833333,I
Greece,Total water withdrawal,8,9.259,X
Guatemala,Municipal water withdrawal,1,0.5648666667,I
Guatemala,Industrial water withdrawal,7,0.4870714286,I
Guatemala,Total water withdrawal,12,2.6067380952,E
Guinea,Municipal water withdrawal,1,0.2149,I
Guinea,Industrial water withdrawal,6,0.05374,I
Guinea,Total water withdrawal,11,0.5796047059,E
Guinea-Bissau,Municipal water withdrawal,1,0.02744,I
Guinea-Bissau,Industrial water withdrawal,7,0.00956,I
Guinea-Bissau,Total water withdrawal,13,0.181,E
Guyana,Municipal water withdrawal,1,0.04252,I
Guyana,Industrial water withdrawal,7,0.01416,I
Guyana,Total water withdrawal,13,1.60928,E
Haiti,Municipal water withdrawal,1,0.1505,I
Haiti,Industrial water withdrawal,7,0.0278,I
Haiti,Total water withdrawal,13,1.3673,I
Honduras,Municipal water withdrawal,1,0.2919090909,I
Honduras,Industrial water withdrawal,7,0.1105454545,I
Hungary,Municipal water withdrawal,1,0.8311,X
Hungary,Total water withdrawal,11,5.7197,E
Iceland,Municipal water withdrawal,1,0.081,X
Iceland,Industrial water withdrawal,7,0.014,X
Iceland,Total water withdrawal,13,0.165,E
India,Municipal water withdrawal,1,44.8,I
India,Industrial water withdrawal,7,11.4,I
India,Total water withdrawal,13,640.52,I
Indonesia,Municipal water withdrawal,1,13.474,I
Indonesia,Industrial water withdrawal,7,14.2988,I
Indonesia,Total water withdrawal,13,133.6385142857,E
Iran,Municipal water withdrawal,1,5.35,I
Iran,Industrial water withdrawal,7,1.05,I
Iran,Total water withdrawal,13,90.9,I
Iraq,Municipal water withdrawal,1,3.8714285714,I
Iraq,Industrial water withdrawal,6,8.6142857143,I
Iraq,Total water withdrawal,10,62.2857142857,I
Ireland,Municipal water withdrawal,1,0.58,X
Ireland,Industrial water withdrawal,5,0.2340769231,I
Ireland,Total water withdrawal,10,0.9550769231,E
Israel,Municipal water withdrawal,1,0.688,
Israel,Industrial water withdrawal,5,0.122,
Israel,Total water withdrawal,9,1.831,E
Italy,Municipal water withdrawal,1,9.0265,I
Italy,Industrial water withdrawal,7,14.9684615385,I
Italy,Total water withdrawal,13,41.9706758242,E
Jamaica,Municipal water withdrawal,1,0.25775,I
Jamaica,Industrial water withdrawal,7,0.07325,I
Jamaica,Total water withdrawal,13,0.8675714286,E
Japan,Total water withdrawal,5,84.65,E
Jordan,Municipal water withdrawal,1,0.249,
Jordan,Industrial water withdrawal,7,0.037,
Jordan,Total water withdrawal,13,0.803,E
Kazakhstan,Municipal water withdrawal,1,2.285,
Kazakhstan,Industrial water withdrawal,6,4.811,
Kazakhstan,Total water withdrawal,11,22.266,E
Kenya,Municipal water withdrawal,1,0.4648461538,I
Kenya,Industrial water withdrawal,7,0.0984615385,I
Kenya,Total water withdrawal,13,2.0666410256,E
Kuwait,Municipal water withdrawal,1,0.4005,
Kuwait,Industrial water withdrawal,7,0.0208,
Kuwait,Total water withdrawal,13,0.9132,E
Kyrgyzstan,Municipal water withdrawal,1,0.288,I
Kyrgyzstan,Industrial water withdrawal,7,0.3186666667,I
Kyrgyzstan,Total water withdrawal,13,9.389,I
Lao People's Democratic Republic,Municipal water withdrawal,1,0.126825,I
Lao People's Democratic Republic,Industrial water withdrawal,7,0.1655625,I
Latvia,Total water withdrawal,5,0.2563,X
Lebanon,Municipal water withdrawal,1,0.41246,I
Lebanon,Industrial water withdrawal,7,0.10734,I
Lebanon,Total water withdrawal,13,1.3838,I
Lesotho,Municipal water withdrawal,1,0.02,I
Lesotho,Industrial water withdrawal,7,0.02,I
Lesotho,Total water withdrawal,13,0.0438,E
Liberia,Municipal water withdrawal,1,0.07474,I
Liberia,Industrial water withdrawal,7,0.0498,I
Liberia,Total water withdrawal,13,0.13684,E
Libya,Municipal water withdrawal,1,0.6406269071,I
Libya,Industrial water withdrawal,7,0.1386274619,I
Libya,Total water withdrawal,13,4.5432,I
Lithuania,Municipal water withdrawal,1,0.165825,I
Lithuania,Industrial water withdrawal,6,2.3602384615,I
Lithuania,Total water withdrawal,11,2.5946634615,E
Luxembourg,Municipal water withdrawal,1,0.04517,I
Luxembourg,Industrial water withdrawal,5,0.0111181818,I
Luxembourg,Total water withdrawal,10,0.0564609091,E
Macedonia,Municipal water withdrawal,1,0.2121,X
Macedonia,Industrial water withdrawal,7,0.1397,X
Macedonia,Total water withdrawal,13,0.6332,E
Madagascar,Municipal water withdrawal,1,0.26152,I
Madagascar,Industrial water withdrawal,7,0.14324,I
Madagascar,Total water withdrawal,13,13.40476,I
Malawi,Municipal water withdrawal,1,0.129,I
Malawi,Industrial water withdrawal,7,0.04302,I
Malawi,Total water withdrawal,13,1.33802,E
Malaysia,Municipal water withdrawal,1,1.342,I
Malaysia,Industrial water withdrawal,7,1.641,I
Malaysia,Total water withdrawal,13,5.488,E
Maldives,Municipal water withdrawal,1,0.00605,I
Maldives,Industrial water withdrawal,7,0.000225,I
Maldives,Total water withdrawal,13,0.006275,E
Mali,Municipal water withdrawal,1,0.0901578947,I
Mali,Industrial water withdrawal,7,0.0061052632,I
Mali,Total water withdrawal,13,5.1032631579,E
Malta,Municipal water withdrawal,1,0.0344,E
Malta,Industrial water withdrawal,5,0.0006428571,I
Malta,Total water withdrawal,10,0.0539428571,E
Mauritania,Municipal water withdrawal,1,0.0837,I
Mauritania,Industrial water withdrawal,7,0.0279,I
Mauritania,Total water withdrawal,13,1.4731,E
Mauritius,Municipal water withdrawal,1,0.1783739837,I
Mauritius,Industrial water withdrawal,6,0.0288726287,I
Mauritius,Total water withdrawal,11,0.6866666667,I
Mexico,Municipal water withdrawal,0,9.6,
Mexico,Industrial water withdrawal,4,6.9,
Mexico,Total water withdrawal,8,72.6,E
Monaco,Municipal water withdrawal,1,0.0058,X
Monaco,Industrial water withdrawal,7,0.0,X
Monaco,Total water withdrawal,13,0.0058,E
Mongolia,Municipal water withdrawal,1,0.094,I
Mongolia,Industrial water withdrawal,7,0.1866153846,I
Mongolia,Total water withdrawal,13,0.5055384615,I
Morocco,Municipal water withdrawal,1,3.0,
Morocco,Industrial water withdrawal,7,0.766,
Morocco,Total water withdrawal,13,14.816,E
Mozambique,Municipal water withdrawal,1,0.20342,I
Mozambique,Industrial water withdrawal,7,0.02906,I
Mozambique,Total water withdrawal,13,0.9500514286,E
Myanmar,Municipal water withdrawal,1,3.323,I
Myanmar,Industrial water withdrawal,7,0.39874,I
Myanmar,Total water withdrawal,13,33.29174,E
Namibia,Municipal water withdrawal,1,0.073,I
Namibia,Industrial water withdrawal,7,0.014,I
Namibia,Total water withdrawal,13,0.288,E
Nepal,Municipal water withdrawal,1,0.1803,I
Nepal,Industrial water withdrawal,7,0.03604,I
Nepal,Total water withdrawal,12,9.53634,E
Netherlands,Municipal water withdrawal,1,1.29125,I
Netherlands,Industrial water withdrawal,5,8.2235,I
Netherlands,Total water withdrawal,9,9.56735,E
New Zealand,Municipal water withdrawal,1,0.7963333333,I
New Zealand,Industrial water withdrawal,4,0.4463333333,I
New Zealand,Total water withdrawal,10,3.2407238095,E
Nicaragua,Municipal water withdrawal,0,0.223,I
Nicaragua,Industrial water withdrawal,5,0.0536285714,I
Nicaragua,Total water withdrawal,10,1.4571285714,E
Niger,Municipal water withdrawal,1,0.271,I
Niger,Industrial water withdrawal,7,0.03012,I
Niger,Total water withdrawal,12,0.91412,E
Nigeria,Municipal water withdrawal,1,3.5848,I
Nigeria,Industrial water withdrawal,7,1.7184,I
Nigeria,Total water withdrawal,13,10.8132,E
Norway,Municipal water withdrawal,1,0.808,X
Norway,Industrial water withdrawal,7,0.9381428571,I
Norway,Total water withdrawal,13,2.5541428571,E
Oman,Municipal water withdrawal,1,0.1226666667,I
Oman,Industrial water withdrawal,5,0.0226666667,I
Oman,Total water withdrawal,9,1.334,I
Pakistan,Municipal water withdrawal,1,7.034,I
Pakistan,Industrial water withdrawal,7,2.9525,I
Pakistan,Total water withdrawal,13,175.1115,E
Palestine,Municipal water withdrawal,0,0.14084,I
Palestine,Industrial water withdrawal,2,0.02036,I
Palestine,Total water withdrawal,4,0.3317,E
Panama,Municipal water withdrawal,0,0.22918,I
Panama,Industrial water withdrawal,5,0.01664,I
Papua New Guinea,Municipal water withdrawal,1,0.1821,I
Papua New Guinea,Industrial water withdrawal,7,0.13658,I
Papua New Guinea,Total water withdrawal,12,0.31968,I
Paraguay,Municipal water withdrawal,1,0.1476363636,I
Paraguay,Industrial water withdrawal,7,0.0685,I
Paraguay,Total water withdrawal,13,0.823969697,E
Peru,Municipal water withdrawal,1,1.25625,I
Philippines,Municipal water withdrawal,1,5.5533333333,I
Philippines,Industrial water withdrawal,5,4.424,I
Poland,Municipal water withdrawal,0,2.2065454545,I
Poland,Industrial water withdrawal,5,8.7426923077,I
Poland,Total water withdrawal,10,11.73,X
Portugal,Municipal water withdrawal,1,0.9942857143,I
Portugal,Industrial water withdrawal,5,1.5670421053,I
Portugal,Total water withdrawal,9,10.2025341353,E
Puerto Rico,Municipal water withdrawal,1,0.78742,I
Puerto Rico,Industrial water withdrawal,7,3.0982,I
Puerto Rico,Total water withdrawal,13,3.99354,I
Qatar,Municipal water withdrawal,1,0.1116,I
Qatar,Industrial water withdrawal,5,0.01154,I
Qatar,Total water withdrawal,9,0.35394,I
Republic of Korea,Industrial water withdrawal,6,4.45,X
Republic of Korea,Total water withdrawal,12,29.163,E
Republic of Moldova,Municipal water withdrawal,1,0.1568,I
Republic of Moldova,Industrial water withdrawal,7,0.94772,I
Republic of Moldova,Total water withdrawal,13,1.2832472727,E
Romania,Municipal water withdrawal,1,1.86,
Romania,Industrial water withdrawal,6,6.17,
Romania,Total water withdrawal,11,9.222,E
Russian Federation,Municipal water withdrawal,1,13.312286002,I
Russian Federation,Industrial water withdrawal,5,39.3407854985,I
Russian Federation,Total water withdrawal,9,65.7666666667,I
Rwanda,Municipal water withdrawal,1,0.04616,I
Rwanda,Industrial water withdrawal,7,0.0154,I
Rwanda,Total water withdrawal,12,0.16356,E
Saint Vincent and the Grenadines,Total water withdrawal,5,0.0094174444,I
Sao Tome and Principe,Total water withdrawal,5,0.0202652174,I
Saudi Arabia,Municipal water withdrawal,1,2.1535,I
Saudi Arabia,Industrial water withdrawal,6,0.44885,I
Saudi Arabia,Total water withdrawal,11,21.71235,E
Senegal,Municipal water withdrawal,1,0.098,E
Senegal,Industrial water withdrawal,7,0.058,E
Senegal,Total water withdrawal,13,2.221,E
Seychelles,Municipal water withdrawal,1,0.0089333333,I
Seychelles,Industrial water withdrawal,7,0.0026666667,I
Seychelles,Total water withdrawal,13,0.0122714286,I
Sierra Leone,Municipal water withdrawal,1,0.1017,I
Sierra Leone,Industrial water withdrawal,7,0.05082,I
Sierra Leone,Total water withdrawal,13,0.19822,I
Singapore,Municipal water withdrawal,1,0.95746,I
Singapore,Industrial water withdrawal,7,1.0848,I
Singapore,Total water withdrawal,13,2.0626715,E
Slovakia,Municipal water withdrawal,1,0.4159,X
Slovakia,Industrial water withdrawal,6,0.6225,X
Slovakia,Total water withdrawal,11,1.0944,E
Slovenia,Municipal water withdrawal,1,0.1871,X
Slovenia,Industrial water withdrawal,5,0.7055,X
Slovenia,Total water withdrawal,9,0.8992,E
Somalia,Municipal water withdrawal,1,0.0133333333,I
Somalia,Industrial water withdrawal,7,0.0013333333,I
Somalia,Total water withdrawal,13,3.2953333333,I
South Africa,Municipal water withdrawal,1,3.9472307692,I
South Africa,Industrial water withdrawal,6,1.1401538462,I
South Africa,Total water withdrawal,11,13.2086153846,I
Spain,Municipal water withdrawal,1,5.448,X
Spain,Industrial water withdrawal,7,7.447,X
Spain,Total water withdrawal,13,35.935,E
Sri Lanka,Municipal water withdrawal,1,0.6202,I
Sri Lanka,Industrial water withdrawal,7,0.64056,I
Sri Lanka,Total water withdrawal,13,12.98476,I
Suriname,Municipal water withdrawal,1,0.0364333333,I
Suriname,Industrial water withdrawal,7,0.0585,I
Suriname,Total water withdrawal,13,0.6519666667,I
Sweden,Municipal water withdrawal,1,1.038,X
Sweden,Industrial water withdrawal,7,1.503,X
Sweden,Total water withdrawal,13,2.676,E
Switzerland,Municipal water withdrawal,1,1.069,X
Switzerland,Total water withdrawal,9,2.518,X
Syrian Arab Republic,Municipal water withdrawal,1,1.38,
Syrian Arab Republic,Industrial water withdrawal,7,0.569,
Syrian Arab Republic,Total water withdrawal,13,16.359,E
Thailand,Municipal water withdrawal,1,2.3734117647,I
Thailand,Industrial water withdrawal,7,2.3825882353,I
The Bahamas,Municipal water withdrawal,0,0.0259230769,I
Timor-Leste,Municipal water withdrawal,0,0.05485,I
Timor-Leste,Industrial water withdrawal,5,0.0032,I
Togo,Municipal water withdrawal,1,0.089,
Togo,Industrial water withdrawal,7,0.004,
Togo,Total water withdrawal,13,0.169,E
Trinidad and Tobago,Municipal water withdrawal,0,0.2044,I
Trinidad and Tobago,Industrial water withdrawal,5,0.1058,I
Trinidad and Tobago,Total water withdrawal,11,0.3264,I
Tunisia,Municipal water withdrawal,1,0.4042306818,I
Tunisia,Industrial water withdrawal,4,0.123375,I
Tunisia,Total water withdrawal,7,2.8955,I
Turkey,Municipal water withdrawal,1,4.813,
Turkey,Industrial water withdrawal,5,3.3566666667,I
Turkey,Total water withdrawal,10,38.403,E
Turkmenistan,Municipal water withdrawal,1,0.6251700479,I
Turkmenistan,Industrial water withdrawal,7,0.2828449413,I
Turkmenistan,Total water withdrawal,13,26.0823666667,I
Uganda,Municipal water withdrawal,1,0.19555,I
Uganda,Industrial water withdrawal,7,0.046,
Uganda,Total water withdrawal,13,0.36155,E
Ukraine,Municipal water withdrawal,1,3.3138,I
Ukraine,Industrial water withdrawal,5,8.5876,I
Ukraine,Total water withdrawal,9,17.0024,E
United Arab Emirates,Municipal water withdrawal,1,0.5192666667,I
United Arab Emirates,Industrial water withdrawal,6,0.0757666667,I
United Arab Emirates,Total water withdrawal,11,3.2220333333,I
United Kingdom,Municipal water withdrawal,1,7.312,X
United Kingdom,Industrial water withdrawal,6,5.312,I
United Kingdom,Total water withdrawal,12,13.932,E
United Republic of Tanzania,Total water withdrawal,11,5.184,E
United States of America,Municipal water withdrawal,1,64.576,I
United States of America,Industrial water withdrawal,7,301.32,I
United States of America,Total water withdrawal,13,560.556,I
Uruguay,Municipal water withdrawal,1,0.41,I
Uruguay,Industrial water withdrawal,7,0.08,I
Uruguay,Total water withdrawal,13,3.66,I
Uzbekistan,Municipal water withdrawal,1,3.6125,I
Uzbekistan,Industrial water withdrawal,7,2.1375,I
Uzbekistan,Total water withdrawal,13,59.435,I
Venezuela,Municipal water withdrawal,1,4.6958,I
Venezuela,Industrial water withdrawal,7,0.72718,I
Venezuela,Total water withdrawal,13,13.03298,E
Viet Nam,Municipal water withdrawal,1,1.113,I
Viet Nam,Industrial water withdrawal,7,3.1874,I
Viet Nam,Total water withdrawal,13,75.9004,E
Yemen,Municipal water withdrawal,1,0.2692,I
Yemen,Industrial water withdrawal,7,0.0668,I
Yemen,Total water withdrawal,13,3.466,I
Zambia,Municipal water withdrawal,1,0.29,I
Zambia,Industrial water withdrawal,7,0.13,I
Zambia,Total water withdrawal,13,1.572,E
Zimbabwe,Municipal water withdrawal,1,0.589,
Zimbabwe,Industrial water withdrawal,6,0.298,
Zimbabwe,Total water withdrawal,11,4.205,E
