,,Value,Symbol
Desalinated water produced,Ecuador,0.0022,I
Not treated municipal wastewater,Ecuador,0.473,I
Treated municipal wastewater,Ecuador,0.158,I
Desalinated water produced,Egypt,0.1,OF
Direct use of treated municipal wastewater,Egypt,0.83,I
Produced municipal wastewater,Egypt,4.12,I
Not treated municipal wastewater,Egypt,2.4275,I
Treated municipal wastewater discharged (secondary water),Egypt,0.5464285714,I
Not treated municipal wastewater discharged (secondary water),Egypt,1.0,I
Desalinated water produced,El Salvador,0.0001,I
Produced municipal wastewater,Eritrea,0.018,I
Not treated municipal wastewater,Estonia,0.045,I
Treated municipal wastewater,Estonia,0.3425,I
Produced municipal wastewater,Eswatini,0.012,
Treated municipal wastewater,Eswatini,0.009,OF
Direct use of treated municipal wastewater,Ethiopia,0.0,
Treated municipal wastewater,Ethiopia,0.0,E
Desalinated water produced,Finland,0.0001,I
Desalinated water produced,France,0.0117,I
Produced municipal wastewater,France,3.4652,I
Collected municipal wastewater,France,2.701,I
Not treated municipal wastewater,France,0.5685714286,I
Direct use of treated municipal wastewater,Germany,0.042,I
Produced municipal wastewater,Germany,5.3116666667,I
Collected municipal wastewater,Germany,5.2373333333,I
Not treated municipal wastewater,Germany,0.1206666667,I
Treated municipal wastewater,Germany,5.191,I
Produced municipal wastewater,Ghana,0.275,I
Desalinated water produced,Greece,0.01,I
Direct use of treated municipal wastewater,Greece,0.023,OF
Produced municipal wastewater,Guatemala,0.5165,I
Treated municipal wastewater,Guatemala,0.0065,I
Desalinated water produced,Honduras,0.0002,I
Desalinated water produced,Hungary,0.0002,I
Desalinated water produced,India,0.00052,I
Produced municipal wastewater,India,9.861,I
Not treated municipal wastewater,India,7.9166666667,I
Treated municipal wastewater,India,2.0125714286,I
Not treated municipal wastewater discharged (secondary water),India,8.556,I
Direct use of not treated municipal wastewater for irrigation purposes,India,1.23,I
Desalinated water produced,Indonesia,0.019,I
Produced municipal wastewater,Indonesia,3.707,OF
Desalinated water produced,Iran (Islamic Republic of),0.1015,I
Produced municipal wastewater,Iran (Islamic Republic of),3.324,I
Not treated municipal wastewater,Iran (Islamic Republic of),2.8365,I
Treated municipal wastewater,Iran (Islamic Republic of),0.4875,I
Desalinated water produced,Iraq,0.0080571429,I
Treated municipal wastewater,Iraq,0.428,I
Desalinated water produced,Ireland,0.0002,I
Desalinated water produced,Israel,0.0256,E
Direct use of treated municipal wastewater,Israel,0.2619,OF
Produced municipal wastewater,Israel,0.4455,I
Not treated municipal wastewater,Israel,0.052,I
Treated municipal wastewater,Israel,0.3935,I
Treated municipal wastewater discharged (secondary water),Israel,0.0535,I
Desalinated water produced,Italy,0.0973,I
Direct use of treated municipal wastewater,Italy,0.139,I
Produced municipal wastewater,Italy,2.4,OF
Treated municipal wastewater,Italy,2.8296,I
Desalinated water produced,Jamaica,0.0005,I
Desalinated water produced,Japan,0.04,I
Direct use of treated municipal wastewater,Japan,0.165,I
Desalinated water produced,Jordan,0.00785,I
Direct use of treated municipal wastewater,Jordan,0.0564857143,I
Produced municipal wastewater,Jordan,0.18,OF
Collected municipal wastewater,Jordan,0.085,OF
Treated municipal wastewater,Jordan,0.075,OF
Treated municipal wastewater discharged (secondary water),Jordan,0.0071,I
Desalinated water produced,Kazakhstan,0.64,OF
Direct use of treated municipal wastewater,Kazakhstan,0.15,OF
Direct use of treated municipal wastewater,Kuwait,0.078,OF
Produced municipal wastewater,Kuwait,0.2331666667,I
Collected municipal wastewater,Kuwait,0.166,I
Not treated municipal wastewater,Kuwait,0.076,I
Treated municipal wastewater,Kuwait,0.152,OF
Direct use of treated municipal wastewater,Kyrgyzstan,0.0001,I
Treated municipal wastewater,Kyrgyzstan,0.0002,I
Treated municipal wastewater discharged (secondary water),Kyrgyzstan,0.0001,I
Collected municipal wastewater,Lao People's Democratic Republic,0.546,I
Treated municipal wastewater,Lao People's Democratic Republic,0.0,I
Direct use of treated municipal wastewater,Latvia,0.0119066667,I
Not treated municipal wastewater,Latvia,0.1218466667,I
Treated municipal wastewater,Latvia,0.0993933333,I
Treated municipal wastewater discharged (secondary water),Latvia,0.0874866667,I
Direct use of treated municipal wastewater,Lebanon,0.002,I
Produced municipal wastewater,Lebanon,0.249,I
Collected municipal wastewater,Lebanon,0.085,I
Not treated municipal wastewater,Lebanon,0.193,I
Treated municipal wastewater,Lebanon,0.056,I
Treated municipal wastewater discharged (secondary water),Lebanon,0.002,I
Desalinated water produced,Libya,0.0296,I
Produced municipal wastewater,Libya,0.5363076923,I
Not treated municipal wastewater,Libya,0.506,I
Treated municipal wastewater,Libya,0.04,I
Direct use of treated municipal wastewater,Lithuania,0.0049,I
Treated municipal wastewater,Lithuania,0.10295,I
Treated municipal wastewater discharged (secondary water),Lithuania,0.09805,I
Produced municipal wastewater,Luxembourg,0.0208,I
Desalinated water produced,Malaysia,0.0043,I
Desalinated water produced,Maldives,0.0012,I
Produced municipal wastewater,Maldives,0.0037,I
Desalinated water produced,Malta,0.0179,OF
Direct use of treated municipal wastewater,Malta,0.0036363636,I
Treated municipal wastewater,Malta,0.0103142857,I
Treated municipal wastewater discharged (secondary water),Malta,0.0,I
Desalinated water produced,Marshall Islands,0.0007,I
Desalinated water produced,Mauritania,0.002,I
Treated municipal wastewater,Mauritania,0.0007,I
Treated municipal wastewater,Mauritius,0.0206,OF
Desalinated water produced,Mexico,0.0191,I
Direct use of treated municipal wastewater,Mexico,0.416,I
Produced municipal wastewater,Mexico,7.355,I
Collected municipal wastewater,Mexico,6.204,I
Not treated municipal wastewater,Mexico,5.615,I
Treated municipal wastewater,Mexico,2.596,OF
Treated municipal wastewater discharged (secondary water),Mexico,1.8873333333,I
Not treated municipal wastewater discharged (secondary water),Mexico,6.8,I
Treated municipal wastewater,Mongolia,0.083,OF
Desalinated water produced,Morocco,0.003,OF
Produced municipal wastewater,Morocco,0.65,OF
Not treated municipal wastewater,Morocco,0.5042,I
Treated municipal wastewater,Morocco,0.064,I
Not treated municipal wastewater discharged (secondary water),Morocco,0.25,I
Treated municipal wastewater,Mozambique,0.0,I
Treated municipal wastewater,Myanmar,0.0,I
Desalinated water produced,Namibia,0.0003,I
Direct use of treated municipal wastewater,Namibia,0.0058,I
Treated municipal wastewater,Namibia,0.006,I
Treated municipal wastewater discharged (secondary water),Namibia,0.0002,I
Produced municipal wastewater,Netherlands,1.8148421053,I
Collected municipal wastewater,Netherlands,1.8604117647,I
Not treated municipal wastewater,Netherlands,0.0167777778,I
Treated municipal wastewater,Netherlands,1.888,OF
Treated municipal wastewater discharged (secondary water),Netherlands,1.831,I
Desalinated water produced,Nicaragua,0.0002,I
Direct use of treated municipal wastewater,Nicaragua,0.0011,I
Produced municipal wastewater,Nicaragua,0.1857,I
Not treated municipal wastewater,Nicaragua,0.1271,I
Treated municipal wastewater,Nicaragua,0.032825,I
Treated municipal wastewater discharged (secondary water),Nicaragua,0.0056,I
Desalinated water produced,Nigeria,0.003,I
Desalinated water produced,Norway,0.0001,I
Desalinated water produced,Oman,0.034,I
Direct use of treated municipal wastewater,Oman,0.0435,I
Produced municipal wastewater,Oman,0.0921176471,I
Not treated municipal wastewater,Oman,0.0802,I
Treated municipal wastewater,Oman,0.0188666667,I
Produced municipal wastewater,Pakistan,1.8972,I
Treated municipal wastewater,Pakistan,0.0306,OF
Produced municipal wastewater,Panama,0.394,I
Desalinated water produced,Peru,0.0054,I
Direct use of treated municipal wastewater,Peru,0.0213333333,I
Treated municipal wastewater,Peru,0.1292090909,I
Treated municipal wastewater discharged (secondary water),Peru,0.0827181818,I
Desalinated water produced,Poland,0.007,I
Direct use of treated municipal wastewater,Poland,0.003,I
Desalinated water produced,Portugal,0.0016,I
Direct use of treated municipal wastewater,Portugal,0.003,I
Desalinated water produced,Qatar,0.1314,I
Direct use of treated municipal wastewater,Qatar,0.0358,I
Produced municipal wastewater,Qatar,0.0529818182,I
Treated municipal wastewater discharged (secondary water),Qatar,0.007,I
Desalinated water produced,Republic of Korea,0.0002,E
Produced municipal wastewater,Republic of Korea,6.2842727273,I
Treated municipal wastewater,Republic of Korea,5.1412,I
Treated municipal wastewater,Republic of Moldova,0.296,I
Desalinated water produced,Saudi Arabia,0.863,OF
Direct use of treated municipal wastewater,Saudi Arabia,0.502625,I
Produced municipal wastewater,Saudi Arabia,0.9852,I
Not treated municipal wastewater,Saudi Arabia,0.2334,I
Treated municipal wastewater,Saudi Arabia,0.674,I
Desalinated water produced,Senegal,5e-05,E
Treated municipal wastewater,Senegal,0.00406,I
Produced municipal wastewater,Seychelles,0.0088,I
Desalinated water produced,Singapore,0.0072,I
Direct use of treated municipal wastewater,Singapore,0.026,OF
Produced municipal wastewater,Slovakia,0.987,I
Produced municipal wastewater,Slovenia,0.185,OF
Desalinated water produced,Somalia,0.0001,I
Desalinated water produced,South Africa,0.018,I
Direct use of treated municipal wastewater,South Africa,0.3896666667,I
Produced municipal wastewater,South Africa,3.276,I
Not treated municipal wastewater,South Africa,2.0437777778,I
Treated municipal wastewater,South Africa,1.3245,I
Treated municipal wastewater discharged (secondary water),South Africa,0.8425555556,I
Desalinated water produced,Spain,0.1002,I
Direct use of treated municipal wastewater,Spain,0.331,OF
Treated municipal wastewater,Spain,2.954,OF
Produced municipal wastewater,Sri Lanka,0.291925,I
Direct use of treated municipal wastewater,State of Palestine,0.0080666667,I
Desalinated water produced,Sweden,0.0002,I
Produced municipal wastewater,Switzerland,1.2936363636,I
Produced municipal wastewater,Syrian Arab Republic,0.8758888889,I
Not treated municipal wastewater,Syrian Arab Republic,0.4978888889,I
Treated municipal wastewater,Syrian Arab Republic,0.378,I
Produced municipal wastewater,Tajikistan,4.6857142857,I
Treated municipal wastewater,Thailand,0.6370909091,I
Desalinated water produced,Tunisia,0.0136090909,I
Direct use of treated municipal wastewater,Tunisia,0.0355,I
Produced municipal wastewater,Tunisia,0.24,I
Collected municipal wastewater,Tunisia,0.231375,I
Not treated municipal wastewater,Tunisia,0.0673333333,I
Treated municipal wastewater,Tunisia,0.1715,I
Treated municipal wastewater discharged (secondary water),Tunisia,0.136,I
Not treated municipal wastewater discharged (secondary water),Tunisia,0.1,I
Desalinated water produced,Turkey,0.0005,I
Produced municipal wastewater,Turkey,2.497,OF
Treated municipal wastewater,Turkey,1.38,OF
Produced municipal wastewater,Turkmenistan,0.268,I
Desalinated water produced,United Arab Emirates,0.7616666667,I
Direct use of treated municipal wastewater,United Arab Emirates,0.21038,I
Produced municipal wastewater,United Arab Emirates,0.5,I
Not treated municipal wastewater,United Arab Emirates,0.307,I
Treated municipal wastewater,United Arab Emirates,0.2698,I
Treated municipal wastewater discharged (secondary water),United Arab Emirates,0.0139166667,I
Desalinated water produced,United Kingdom of Great Britain and Northern Ireland,0.0333,I
Desalinated water produced,United States of America,0.58,I
Direct use of treated municipal wastewater,United States of America,2.345,OF
Treated municipal wastewater,United States of America,47.36,I
Treated municipal wastewater discharged (secondary water),United States of America,44.1833333333,I
Desalinated water produced,Venezuela (Bolivarian Republic of),0.0052,I
Produced municipal wastewater,Venezuela (Bolivarian Republic of),2.903,I
Desalinated water produced,Yemen,0.0150333333,I
Direct use of treated municipal wastewater,Yemen,0.006,I
Treated municipal wastewater,Yemen,0.046,I
