,,Value,Symbol
Number of people undernourished (3-year average),Haiti,4900.0,X
Prevalence of undernourishment (3-year average),Haiti,61.4,X
Total population with access to safe drinking-water (JMP),Haiti,61.7,X
Number of people undernourished (3-year average),Honduras,1100.0,X
Prevalence of undernourishment (3-year average),Honduras,19.8,X
Total population with access to safe drinking-water (JMP),Honduras,78.6,X
Total population with access to safe drinking-water (JMP),Hungary,97.5,X
Total population with access to safe drinking-water (JMP),Iceland,100.0,X
Number of people undernourished (3-year average),India,199100.0,X
Prevalence of undernourishment (3-year average),India,20.5,X
Total population with access to safe drinking-water (JMP),India,77.6,X
Population affected by water related disease,India,34239.5,I
Number of people undernourished (3-year average),Indonesia,28800.0,X
Prevalence of undernourishment (3-year average),Indonesia,14.6,X
Total population with access to safe drinking-water (JMP),Indonesia,75.4,X
Number of people undernourished (3-year average),Iran (Islamic Republic of),3122.2222222222,I
Prevalence of undernourishment (3-year average),Iran (Islamic Republic of),4.9888888889,I
Total population with access to safe drinking-water (JMP),Iran (Islamic Republic of),93.5,X
Number of people undernourished (3-year average),Iraq,4800.0,X
Prevalence of undernourishment (3-year average),Iraq,22.6,X
Total population with access to safe drinking-water (JMP),Iraq,78.9,X
Total population with access to safe drinking-water (JMP),Ireland,96.3,X
Total population with access to safe drinking-water (JMP),Israel,100.0,X
Total population with access to safe drinking-water (JMP),Italy,100.0,X
Number of people undernourished (3-year average),Jamaica,200.0,X
Prevalence of undernourishment (3-year average),Jamaica,8.4,X
Total population with access to safe drinking-water (JMP),Jamaica,93.4,X
Total population with access to safe drinking-water (JMP),Japan,100.0,X
Number of people undernourished (3-year average),Jordan,400.0,X
Prevalence of undernourishment (3-year average),Jordan,8.4,X
Total population with access to safe drinking-water (JMP),Jordan,96.7,X
Total population with access to safe drinking-water (JMP),Kazakhstan,93.9,X
Number of people undernourished (3-year average),Kenya,9500.0,X
Prevalence of undernourishment (3-year average),Kenya,33.6,X
Total population with access to safe drinking-water (JMP),Kenya,49.1,X
Prevalence of undernourishment (3-year average),Kiribati,6.1,X
Total population with access to safe drinking-water (JMP),Kiribati,55.4,X
Number of people undernourished (3-year average),Kuwait,195.2380952381,I
Prevalence of undernourishment (3-year average),Kuwait,5.4,X
Total population with access to safe drinking-water (JMP),Kuwait,99.0,X
Number of people undernourished (3-year average),Kyrgyzstan,700.0,X
Prevalence of undernourishment (3-year average),Kyrgyzstan,15.8,X
Total population with access to safe drinking-water (JMP),Kyrgyzstan,76.3,X
Number of people undernourished (3-year average),Lao People's Democratic Republic,2100.0,X
Prevalence of undernourishment (3-year average),Lao People's Democratic Republic,43.0,X
Total population with access to safe drinking-water (JMP),Lao People's Democratic Republic,40.5,X
Total population with access to safe drinking-water (JMP),Latvia,98.3,X
Total population with access to safe drinking-water (JMP),Lebanon,83.3,X
Number of people undernourished (3-year average),Lesotho,300.0,X
Prevalence of undernourishment (3-year average),Lesotho,16.6,X
Total population with access to safe drinking-water (JMP),Lesotho,78.4,X
Number of people undernourished (3-year average),Liberia,900.0,X
Prevalence of undernourishment (3-year average),Liberia,40.2,X
Total population with access to safe drinking-water (JMP),Liberia,60.6,X
Total population with access to safe drinking-water (JMP),Libya,71.2,X
Total population with access to safe drinking-water (JMP),Lithuania,89.9,X
Total population with access to safe drinking-water (JMP),Luxembourg,100.0,X
Number of people undernourished (3-year average),Madagascar,4700.0,X
Prevalence of undernourishment (3-year average),Madagascar,33.8,X
Total population with access to safe drinking-water (JMP),Madagascar,35.6,X
Number of people undernourished (3-year average),Malawi,4000.0,X
Prevalence of undernourishment (3-year average),Malawi,39.5,X
Total population with access to safe drinking-water (JMP),Malawi,56.8,X
Number of people undernourished (3-year average),Malaysia,833.3333333333,I
Prevalence of undernourishment (3-year average),Malaysia,3.8222222222,I
Total population with access to safe drinking-water (JMP),Malaysia,93.0,X
Population affected by water related disease,Malaysia,7.0,I
Prevalence of undernourishment (3-year average),Maldives,10.5,X
Total population with access to safe drinking-water (JMP),Maldives,94.2,X
Number of people undernourished (3-year average),Mali,1700.0,X
Prevalence of undernourishment (3-year average),Mali,18.1,X
Total population with access to safe drinking-water (JMP),Mali,40.6,X
Total population with access to safe drinking-water (JMP),Malta,99.9,X
Total population with access to safe drinking-water (JMP),Marshall Islands,92.8,X
Number of people undernourished (3-year average),Mauritania,300.0,X
Prevalence of undernourishment (3-year average),Mauritania,13.9,X
Total population with access to safe drinking-water (JMP),Mauritania,38.2,X
Prevalence of undernourishment (3-year average),Mauritius,6.8,X
Total population with access to safe drinking-water (JMP),Mauritius,99.2,X
Number of people undernourished (3-year average),Mexico,5900.0,X
Prevalence of undernourishment (3-year average),Mexico,6.1,X
Total population with access to safe drinking-water (JMP),Mexico,86.8,X
Total population with access to safe drinking-water (JMP),Micronesia (Federated States of),90.5,X
Total population with access to safe drinking-water (JMP),Monaco,100.0,X
Number of people undernourished (3-year average),Mongolia,1100.0,X
Prevalence of undernourishment (3-year average),Mongolia,47.6,X
Total population with access to safe drinking-water (JMP),Mongolia,54.6,X
Number of people undernourished (3-year average),Morocco,2000.0,X
Prevalence of undernourishment (3-year average),Morocco,7.2,X
Total population with access to safe drinking-water (JMP),Morocco,76.9,X
Number of people undernourished (3-year average),Mozambique,8300.0,X
Prevalence of undernourishment (3-year average),Mozambique,50.7,X
Total population with access to safe drinking-water (JMP),Mozambique,38.9,X
Number of people undernourished (3-year average),Myanmar,27000.0,X
Prevalence of undernourishment (3-year average),Myanmar,58.7,X
Total population with access to safe drinking-water (JMP),Myanmar,63.2,X
Number of people undernourished (3-year average),Namibia,700.0,X
Prevalence of undernourishment (3-year average),Namibia,39.2,X
Total population with access to safe drinking-water (JMP),Namibia,75.9,X
Total population with access to safe drinking-water (JMP),Nauru,93.0,X
Number of people undernourished (3-year average),Nepal,5200.0,X
Prevalence of undernourishment (3-year average),Nepal,24.8,X
Total population with access to safe drinking-water (JMP),Nepal,73.8,X
Total population with access to safe drinking-water (JMP),Netherlands,100.0,X
Total population with access to safe drinking-water (JMP),New Zealand,100.0,X
Number of people undernourished (3-year average),Nicaragua,2000.0,X
Prevalence of undernourishment (3-year average),Nicaragua,42.9,X
Total population with access to safe drinking-water (JMP),Nicaragua,77.0,X
Population affected by water related disease,Nicaragua,254.1666666667,I
Number of people undernourished (3-year average),Niger,3100.0,X
Prevalence of undernourishment (3-year average),Niger,33.2,X
Total population with access to safe drinking-water (JMP),Niger,40.7,X
Number of people undernourished (3-year average),Nigeria,13200.0,X
Prevalence of undernourishment (3-year average),Nigeria,11.9,X
Total population with access to safe drinking-water (JMP),Nigeria,48.3,X
Total population with access to safe drinking-water (JMP),Niue,99.1,X
Total population with access to safe drinking-water (JMP),North Macedonia,99.3,X
Total population with access to safe drinking-water (JMP),Norway,100.0,X
Number of people undernourished (3-year average),Oman,400.0,X
Prevalence of undernourishment (3-year average),Oman,20.7,X
Total population with access to safe drinking-water (JMP),Oman,81.8,X
Number of people undernourished (3-year average),Pakistan,28300.0,X
Prevalence of undernourishment (3-year average),Pakistan,21.8,X
Total population with access to safe drinking-water (JMP),Pakistan,87.8,X
Total population with access to safe drinking-water (JMP),Palau,91.7,X
Number of people undernourished (3-year average),Panama,700.0,X
Prevalence of undernourishment (3-year average),Panama,25.6,X
Total population with access to safe drinking-water (JMP),Panama,88.0,X
Total population with access to safe drinking-water (JMP),Papua New Guinea,34.2,X
Number of people undernourished (3-year average),Paraguay,800.0,X
Prevalence of undernourishment (3-year average),Paraguay,15.6,X
Total population with access to safe drinking-water (JMP),Paraguay,67.6,X
Number of people undernourished (3-year average),Peru,6100.0,X
Prevalence of undernourishment (3-year average),Peru,25.1,X
Total population with access to safe drinking-water (JMP),Peru,78.2,X
Population affected by water related disease,Peru,600.2,I
Number of people undernourished (3-year average),Philippines,16800.0,X
Prevalence of undernourishment (3-year average),Philippines,23.6,X
Total population with access to safe drinking-water (JMP),Philippines,86.1,X
Total population with access to safe drinking-water (JMP),Poland,95.4,X
Total population with access to safe drinking-water (JMP),Portugal,97.4,X
Total population with access to safe drinking-water (JMP),Puerto Rico,93.6,X
Total population with access to safe drinking-water (JMP),Qatar,98.8,X
Total population with access to safe drinking-water (JMP),Republic of Korea,91.8,X
Total population with access to safe drinking-water (JMP),Republic of Moldova,84.4,X
Total population with access to safe drinking-water (JMP),Romania,82.0,X
Total population with access to safe drinking-water (JMP),Russian Federation,94.4,X
Number of people undernourished (3-year average),Rwanda,3900.0,X
Prevalence of undernourishment (3-year average),Rwanda,63.9,X
Total population with access to safe drinking-water (JMP),Rwanda,64.2,X
Total population with access to safe drinking-water (JMP),Saint Kitts and Nevis,98.3,X
Total population with access to safe drinking-water (JMP),Saint Lucia,93.7,X
Prevalence of undernourishment (3-year average),Saint Vincent and the Grenadines,23.0,X
Total population with access to safe drinking-water (JMP),Saint Vincent and the Grenadines,91.9,X
Prevalence of undernourishment (3-year average),Samoa,13.8,X
Total population with access to safe drinking-water (JMP),Samoa,92.0,X
Prevalence of undernourishment (3-year average),Sao Tome and Principe,27.4,X
Total population with access to safe drinking-water (JMP),Sao Tome and Principe,74.4,X
Total population with access to safe drinking-water (JMP),Saudi Arabia,94.0,X
Number of people undernourished (3-year average),Senegal,2600.0,X
Prevalence of undernourishment (3-year average),Senegal,29.4,X
Total population with access to safe drinking-water (JMP),Senegal,65.2,X
Total population with access to safe drinking-water (JMP),Seychelles,95.7,X
Number of people undernourished (3-year average),Sierra Leone,1400.0,X
Prevalence of undernourishment (3-year average),Sierra Leone,34.9,X
Total population with access to safe drinking-water (JMP),Sierra Leone,44.0,X
Total population with access to safe drinking-water (JMP),Singapore,100.0,X
Total population with access to safe drinking-water (JMP),Slovakia,99.8,X
Total population with access to safe drinking-water (JMP),Slovenia,99.6,X
Prevalence of undernourishment (3-year average),Solomon Islands,16.1,X
Total population with access to safe drinking-water (JMP),Somalia,21.1,X
Number of people undernourished (3-year average),South Africa,2300.0,X
Prevalence of undernourishment (3-year average),South Africa,5.4,X
Total population with access to safe drinking-water (JMP),South Africa,85.0,X
Total population with access to safe drinking-water (JMP),Spain,99.9,X
Number of people undernourished (3-year average),Sri Lanka,5700.0,X
Prevalence of undernourishment (3-year average),Sri Lanka,31.3,X
Total population with access to safe drinking-water (JMP),Sri Lanka,76.3,X
Population affected by water related disease,Sri Lanka,120.0,I
Total population with access to safe drinking-water (JMP),State of Palestine,96.0,X
Prevalence of undernourishment (3-year average),Suriname,13.6,X
Total population with access to safe drinking-water (JMP),Suriname,88.4,X
Total population with access to safe drinking-water (JMP),Sweden,100.0,X
Total population with access to safe drinking-water (JMP),Switzerland,100.0,X
Total population with access to safe drinking-water (JMP),Syrian Arab Republic,86.7,X
Number of people undernourished (3-year average),Tajikistan,2000.0,X
Prevalence of undernourishment (3-year average),Tajikistan,33.7,X
Total population with access to safe drinking-water (JMP),Tajikistan,57.2,X
Number of people undernourished (3-year average),Thailand,14700.0,X
Prevalence of undernourishment (3-year average),Thailand,24.7,X
Total population with access to safe drinking-water (JMP),Thailand,90.5,X
Population affected by water related disease,Thailand,960.0,I
Number of people undernourished (3-year average),Timor-Leste,300.0,X
Prevalence of undernourishment (3-year average),Timor-Leste,36.2,X
Total population with access to safe drinking-water (JMP),Timor-Leste,52.9,X
Number of people undernourished (3-year average),Togo,1500.0,X
Prevalence of undernourishment (3-year average),Togo,34.0,X
Total population with access to safe drinking-water (JMP),Togo,51.7,X
Total population with access to safe drinking-water (JMP),Tokelau,91.5,X
Total population with access to safe drinking-water (JMP),Tonga,98.6,X
Number of people undernourished (3-year average),Trinidad and Tobago,200.0,X
Prevalence of undernourishment (3-year average),Trinidad and Tobago,15.3,X
Total population with access to safe drinking-water (JMP),Trinidad and Tobago,92.8,X
Total population with access to safe drinking-water (JMP),Tunisia,87.9,X
Total population with access to safe drinking-water (JMP),Turkey,90.6,X
Number of people undernourished (3-year average),Turkmenistan,400.0,X
Prevalence of undernourishment (3-year average),Turkmenistan,9.7,X
Total population with access to safe drinking-water (JMP),Turkmenistan,59.3,X
Total population with access to safe drinking-water (JMP),Tuvalu,92.8,X
Number of people undernourished (3-year average),Uganda,6000.0,X
Prevalence of undernourishment (3-year average),Uganda,27.9,X
Total population with access to safe drinking-water (JMP),Uganda,51.6,X
Total population with access to safe drinking-water (JMP),Ukraine,97.5,X
Total population with access to safe drinking-water (JMP),United Arab Emirates,99.7,X
Total population with access to safe drinking-water (JMP),United Kingdom of Great Britain and Northern Ireland,100.0,X
Number of people undernourished (3-year average),United Republic of Tanzania,10600.0,X
Prevalence of undernourishment (3-year average),United Republic of Tanzania,34.5,X
Total population with access to safe drinking-water (JMP),United Republic of Tanzania,54.3,X
Total population with access to safe drinking-water (JMP),United States of America,98.7,X
Number of people undernourished (3-year average),Uruguay,200.0,X
Prevalence of undernourishment (3-year average),Uruguay,5.3,X
Total population with access to safe drinking-water (JMP),Uruguay,96.0,X
Total population with access to safe drinking-water (JMP),Uzbekistan,89.2,X
Population affected by water related disease,Uzbekistan,271.8,I
Prevalence of undernourishment (3-year average),Vanuatu,11.3,X
Total population with access to safe drinking-water (JMP),Vanuatu,71.8,X
Number of people undernourished (3-year average),Venezuela (Bolivarian Republic of),3600.0,X
Prevalence of undernourishment (3-year average),Venezuela (Bolivarian Republic of),16.0,X
Total population with access to safe drinking-water (JMP),Venezuela (Bolivarian Republic of),90.4,X
Population affected by water related disease,Venezuela (Bolivarian Republic of),22.06,I
Number of people undernourished (3-year average),Viet Nam,27000.0,X
Prevalence of undernourishment (3-year average),Viet Nam,35.0,X
Total population with access to safe drinking-water (JMP),Viet Nam,73.1,X
Number of people undernourished (3-year average),Yemen,4700.0,X
Prevalence of undernourishment (3-year average),Yemen,30.3,X
Total population with access to safe drinking-water (JMP),Yemen,61.9,X
Number of people undernourished (3-year average),Zambia,3100.0,X
Prevalence of undernourishment (3-year average),Zambia,34.2,X
Total population with access to safe drinking-water (JMP),Zambia,51.7,X
Number of people undernourished (3-year average),Zimbabwe,5400.0,X
Prevalence of undernourishment (3-year average),Zimbabwe,45.8,X
Total population with access to safe drinking-water (JMP),Zimbabwe,79.5,X
