,,,Value,Symbol
Chad,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,9,0.017840035,E
Chad,SDG 6.4.1. Industrial Water Use Efficiency,12,7.5838103972,E
Chad,SDG 6.4.1. Services Water Use Efficiency,15,25.4065265481,E
Chile,SDG 6.4.2. Water Stress,0,6.5248737447,E
Chile,SDG 6.4.1. Industrial Water Use Efficiency,6,17.5797288483,E
Chile,SDG 6.4.1. Services Water Use Efficiency,8,61.5871996457,E
China,SDG 6.4.2. Water Stress,0,39.436425744,E
China,SDG 6.4.1. Water Use Efficiency,6,3.7321631399,I
China,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,10,0.4757880399,E
China,SDG 6.4.1. Industrial Water Use Efficiency,14,10.0602583768,E
China,SDG 6.4.1. Services Water Use Efficiency,20,17.7155528996,E
Congo,SDG 6.4.2. Water Stress,0,0.0262529833,E
Costa Rica,SDG 6.4.1. Services Water Use Efficiency,2,18.9204172745,E
Croatia,SDG 6.4.1. Services Water Use Efficiency,12,38.6326649395,E
Cuba,SDG 6.4.2. Water Stress,0,17.9636394914,E
Cuba,SDG 6.4.1. Industrial Water Use Efficiency,12,13.6999021373,E
Cuba,SDG 6.4.1. Services Water Use Efficiency,16,15.0918350589,E
Cyprus,SDG 6.4.2. Water Stress,0,24.7598219167,E
Cyprus,SDG 6.4.1. Water Use Efficiency,6,58.374600544,I
Cyprus,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,8,1.2218780123,E
Cyprus,SDG 6.4.1. Industrial Water Use Efficiency,11,569.5612318772,E
Cyprus,SDG 6.4.1. Services Water Use Efficiency,13,192.6319323981,E
Czech Republic,SDG 6.4.2. Water Stress,0,37.9029805353,E
Côte d'Ivoire,SDG 6.4.2. Water Stress,0,5.7810858144,E
Côte d'Ivoire,SDG 6.4.1. Water Use Efficiency,6,11.0445837723,I
Côte d'Ivoire,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,9,0.1101902159,E
Côte d'Ivoire,SDG 6.4.1. Industrial Water Use Efficiency,12,18.7564530307,E
Côte d'Ivoire,SDG 6.4.1. Services Water Use Efficiency,15,26.9413697493,E
Democratic Republic of the Congo,SDG 6.4.2. Water Stress,0,0.1723531364,E
Democratic Republic of the Congo,SDG 6.4.1. Water Use Efficiency,6,18.6663917375,I
Democratic Republic of the Congo,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,11,0.5736839251,E
Democratic Republic of the Congo,SDG 6.4.1. Industrial Water Use Efficiency,16,34.6314149274,E
Democratic Republic of the Congo,SDG 6.4.1. Services Water Use Efficiency,21,17.9848251584,E
Denmark,SDG 6.4.2. Water Stress,0,24.8107084911,E
Denmark,SDG 6.4.1. Industrial Water Use Efficiency,4,367.287403205,E
Denmark,SDG 6.4.1. Services Water Use Efficiency,6,308.520627857,E
Djibouti,SDG 6.4.2. Water Stress,0,5.6,I
Dominica,SDG 6.4.2. Water Stress,0,8.3,I
Egypt,SDG 6.4.2. Water Stress,0,113.1018995576,E
El Salvador,SDG 6.4.2. Water Stress,0,7.0693231441,E
El Salvador,SDG 6.4.1. Water Use Efficiency,6,11.6719492388,I
El Salvador,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,7,0.1877203243,E
El Salvador,SDG 6.4.1. Industrial Water Use Efficiency,8,18.3491176053,E
El Salvador,SDG 6.4.1. Services Water Use Efficiency,12,28.5205764477,E
Equatorial Guinea,SDG 6.4.2. Water Stress,0,0.1454338062,E
Estonia,SDG 6.4.2. Water Stress,0,14.8682745826,E
Eswatini,SDG 6.4.2. Water Stress,0,71.4778503994,E
Fiji,SDG 6.4.2. Water Stress,0,0.2443755894,E
Finland,SDG 6.4.2. Water Stress,0,5.8260611809,E
France,SDG 6.4.2. Water Stress,0,26.5525693776,E
France,SDG 6.4.1. Industrial Water Use Efficiency,6,16.6375472131,E
France,SDG 6.4.1. Services Water Use Efficiency,8,211.5595269611,E
Gabon,SDG 6.4.2. Water Stress,0,0.3840599833,E
Gabon,SDG 6.4.1. Water Use Efficiency,6,87.2875594844,E
Gabon,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,8,0.2553751255,E
Gabon,SDG 6.4.1. Industrial Water Use Efficiency,10,468.5633990577,E
Gabon,SDG 6.4.1. Services Water Use Efficiency,12,59.6391398293,E
Gambia,SDG 6.4.2. Water Stress,0,1.7350894251,E
Gambia,SDG 6.4.1. Water Use Efficiency,6,8.5966562076,I
Gambia,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,8,0.0435420619,E
Gambia,SDG 6.4.1. Industrial Water Use Efficiency,10,7.3446024686,E
Gambia,SDG 6.4.1. Services Water Use Efficiency,12,20.2662560014,E
Georgia,SDG 6.4.2. Water Stress,0,7.7565906623,E
Georgia,SDG 6.4.1. Industrial Water Use Efficiency,6,2.7268596329,E
Georgia,SDG 6.4.1. Services Water Use Efficiency,9,7.098043417,E
Germany,SDG 6.4.2. Water Stress,0,64.9434523575,E
Ghana,SDG 6.4.2. Water Stress,0,3.983435048,E
Ghana,SDG 6.4.1. Water Use Efficiency,6,13.4356998679,I
Ghana,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,8,0.0375106138,E
Ghana,SDG 6.4.1. Industrial Water Use Efficiency,10,61.8002852095,E
Ghana,SDG 6.4.1. Services Water Use Efficiency,13,30.3153182335,E
Greece,SDG 6.4.2. Water Stress,0,17.5703014364,E
Guatemala,Environmental Flow Requirements,0,70.02,X
Guinea,Environmental Flow Requirements,0,161.0,X
Guinea,SDG 6.4.2. Water Stress,5,0.9467455621,E
Guinea-Bissau,SDG 6.4.2. Water Stress,0,1.4957264957,E
Guinea-Bissau,SDG 6.4.1. Water Use Efficiency,6,2.5027579832,I
Guinea-Bissau,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,9,0.0679103599,E
Guinea-Bissau,SDG 6.4.1. Industrial Water Use Efficiency,12,14.1579028397,E
Guinea-Bissau,SDG 6.4.1. Services Water Use Efficiency,15,13.6930579354,E
Guyana,SDG 6.4.2. Water Stress,0,3.5901826484,E
Haiti,SDG 6.4.2. Water Stress,0,12.0752129539,E
Haiti,SDG 6.4.1. Water Use Efficiency,6,3.8832291504,I
Haiti,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,10,0.1353784718,E
Haiti,SDG 6.4.1. Industrial Water Use Efficiency,14,182.9499848663,E
Haiti,SDG 6.4.1. Services Water Use Efficiency,18,23.443894023,E
Honduras,SDG 6.4.1. Industrial Water Use Efficiency,8,28.6548690852,E
Honduras,SDG 6.4.1. Services Water Use Efficiency,12,30.4742885203,E
Hungary,SDG 6.4.2. Water Stress,0,10.3088658607,E
Iceland,SDG 6.4.2. Water Stress,0,0.2235358065,E
Iceland,SDG 6.4.1. Industrial Water Use Efficiency,6,168.7461399345,E
Iceland,SDG 6.4.1. Services Water Use Efficiency,8,67.8865285188,E
India,Environmental Flow Requirements,0,937.1,X
India,SDG 6.4.2. Water Stress,5,59.2811306223,E
India,SDG 6.4.1. Water Use Efficiency,10,0.9460586287,I
India,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,13,0.1912591178,E
India,SDG 6.4.1. Industrial Water Use Efficiency,16,14.5915588954,E
India,SDG 6.4.1. Services Water Use Efficiency,19,7.5117798287,E
Indonesia,SDG 6.4.2. Water Stress,0,13.5503388022,E
Indonesia,SDG 6.4.1. Industrial Water Use Efficiency,8,32.4403582381,E
Indonesia,SDG 6.4.1. Services Water Use Efficiency,11,19.0600620911,E
Iran,SDG 6.4.2. Water Stress,0,74.5087235996,E
Iran,SDG 6.4.1. Water Use Efficiency,6,2.6469787711,I
Iran,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,9,0.1832631517,E
Iran,SDG 6.4.1. Industrial Water Use Efficiency,12,84.1959331902,E
Iran,SDG 6.4.1. Services Water Use Efficiency,16,23.4973188426,E
Iraq,SDG 6.4.2. Water Stress,0,82.9109550562,E
Iraq,SDG 6.4.1. Water Use Efficiency,4,1.0586143483,I
Iraq,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,7,0.065781097,E
Iraq,SDG 6.4.1. Industrial Water Use Efficiency,10,6.4982094174,E
Iraq,SDG 6.4.1. Services Water Use Efficiency,13,3.2511281449,E
Ireland,SDG 6.4.2. Water Stress,0,5.1644938315,E
Israel,SDG 6.4.2. Water Stress,0,135.0012941075,E
Italy,SDG 6.4.2. Water Stress,0,39.3210030392,E
Italy,SDG 6.4.1. Water Use Efficiency,6,33.9767900984,I
Italy,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,8,1.0932293727,E
Italy,SDG 6.4.1. Industrial Water Use Efficiency,10,26.5943243529,E
Italy,SDG 6.4.1. Services Water Use Efficiency,12,128.188761112,E
Jamaica,SDG 6.4.2. Water Stress,0,9.6652631301,I
Japan,Environmental Flow Requirements,0,212.5,X
Japan,SDG 6.4.2. Water Stress,5,41.0068965517,E
Japan,SDG 6.4.1. Water Use Efficiency,10,42.542821794,I
Japan,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,11,0.7139358651,E
Japan,SDG 6.4.1. Industrial Water Use Efficiency,12,81.3600154267,E
Japan,SDG 6.4.1. Services Water Use Efficiency,13,155.3597395974,E
Jordan,SDG 6.4.2. Water Stress,0,91.3750138443,E
Kazakhstan,SDG 6.4.2. Water Stress,0,37.4554785021,E
Kenya,SDG 6.4.2. Water Stress,0,14.0696302873,E
Kenya,SDG 6.4.1. Water Use Efficiency,6,12.2369528263,I
Kenya,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,10,0.1387991695,E
Kenya,SDG 6.4.1. Industrial Water Use Efficiency,14,55.6339072354,E
Kenya,SDG 6.4.1. Services Water Use Efficiency,18,35.6906997956,E
Kuwait,SDG 6.4.2. Water Stress,0,1566.0823412698,E
Kuwait,SDG 6.4.1. Water Use Efficiency,6,83.9143925763,E
Kuwait,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,8,0.5808433371,E
Kuwait,SDG 6.4.1. Industrial Water Use Efficiency,10,1661.5445120956,E
Kuwait,SDG 6.4.1. Services Water Use Efficiency,12,90.9993629822,E
Kyrgyzstan,SDG 6.4.2. Water Stress,0,64.5046097909,E
Kyrgyzstan,SDG 6.4.1. Water Use Efficiency,6,0.2703097708,I
Kyrgyzstan,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,9,0.1148631215,E
Kyrgyzstan,SDG 6.4.1. Industrial Water Use Efficiency,12,2.2191902731,E
Kyrgyzstan,SDG 6.4.1. Services Water Use Efficiency,15,3.1329221884,E
Lao People's Democratic Republic,SDG 6.4.1. Industrial Water Use Efficiency,8,6.2040522463,E
Lao People's Democratic Republic,SDG 6.4.1. Services Water Use Efficiency,12,20.5443288201,E
Latvia,SDG 6.4.2. Water Stress,0,2.1211549794,E
Lebanon,SDG 6.4.2. Water Stress,0,44.1596365996,E
Lesotho,SDG 6.4.2. Water Stress,0,2.5588451775,E
Liberia,SDG 6.4.2. Water Stress,0,0.2366220736,E
Libya,SDG 6.4.2. Water Stress,0,637.5485714286,I
Libya,SDG 6.4.1. Water Use Efficiency,6,21.024695797,I
Libya,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,10,0.5180697167,E
Libya,SDG 6.4.1. Industrial Water Use Efficiency,14,330.281141213,E
Libya,SDG 6.4.1. Services Water Use Efficiency,18,96.4761965974,E
Luxembourg,SDG 6.4.2. Water Stress,0,4.8839137645,E
Luxembourg,SDG 6.4.1. Industrial Water Use Efficiency,8,353.816746053,E
Luxembourg,SDG 6.4.1. Services Water Use Efficiency,10,510.7897049897,E
Macedonia,SDG 6.4.2. Water Stress,0,32.4116650532,E
Macedonia,SDG 6.4.1. Industrial Water Use Efficiency,6,4.0899933824,E
Macedonia,SDG 6.4.1. Services Water Use Efficiency,8,16.5506669052,E
Madagascar,SDG 6.4.2. Water Stress,0,11.6482112971,E
Madagascar,SDG 6.4.1. Industrial Water Use Efficiency,6,7.1642660038,E
Madagascar,SDG 6.4.1. Services Water Use Efficiency,9,14.839814875,E
Malawi,SDG 6.4.2. Water Stress,0,14.0127080377,E
Malawi,SDG 6.4.1. Water Use Efficiency,6,1.840176785,I
Malawi,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,8,0.025775655,E
Malawi,SDG 6.4.1. Industrial Water Use Efficiency,10,15.8518260915,E
Malawi,SDG 6.4.1. Services Water Use Efficiency,12,13.0893349664,E
Malaysia,SDG 6.4.2. Water Stress,0,2.8323346829,E
Malaysia,SDG 6.4.1. Water Use Efficiency,6,23.7298684813,I
Malaysia,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,9,0.6612029468,E
Malaysia,SDG 6.4.1. Industrial Water Use Efficiency,12,35.3118644984,E
Malaysia,SDG 6.4.1. Services Water Use Efficiency,15,52.627746052,E
Maldives,SDG 6.4.2. Water Stress,0,16.4423076923,E
Mali,Environmental Flow Requirements,0,55.2,X
Mali,SDG 6.4.2. Water Stress,5,6.2590155945,E
Malta,SDG 6.4.2. Water Stress,0,52.1923620934,I
Mauritania,SDG 6.4.2. Water Stress,0,15.765130674,E
Mauritius,SDG 6.4.2. Water Stress,0,22.2828062523,I
Mauritius,SDG 6.4.1. Industrial Water Use Efficiency,10,28.5121677125,E
Mauritius,SDG 6.4.1. Services Water Use Efficiency,13,26.9422138014,E
Mexico,SDG 6.4.2. Water Stress,0,24.885114323,E
Mexico,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,6,0.1970558658,E
Mongolia,SDG 6.4.2. Water Stress,0,3.3954591664,E
Morocco,SDG 6.4.2. Water Stress,0,55.9307828925,E
Morocco,SDG 6.4.1. Water Use Efficiency,6,2.892540167,I
Morocco,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,8,0.1373112087,E
Morocco,SDG 6.4.1. Industrial Water Use Efficiency,10,30.4732455575,E
Morocco,SDG 6.4.1. Services Water Use Efficiency,12,22.2809294761,E
Mozambique,SDG 6.4.2. Water Stress,0,0.940421576,E
Myanmar,SDG 6.4.2. Water Stress,0,5.6003035024,E
Namibia,SDG 6.4.2. Water Stress,0,0.8401589242,E
Nepal,SDG 6.4.1. Industrial Water Use Efficiency,9,61.8930204964,E
Nepal,SDG 6.4.1. Services Water Use Efficiency,13,19.3844356931,E
Netherlands,SDG 6.4.2. Water Stress,0,13.2684640213,E
Netherlands,SDG 6.4.1. Industrial Water Use Efficiency,4,21.3278400851,E
Netherlands,SDG 6.4.1. Services Water Use Efficiency,6,291.6126180203,E
New Zealand,SDG 6.4.2. Water Stress,0,2.4147164978,E
New Zealand,SDG 6.4.1. Industrial Water Use Efficiency,10,79.4027720146,E
New Zealand,SDG 6.4.1. Services Water Use Efficiency,13,50.8582607549,E
Nicaragua,Environmental Flow Requirements,0,107.2,X
Niger,SDG 6.4.2. Water Stress,0,3.2253563541,E
Niger,SDG 6.4.1. Water Use Efficiency,6,3.4370072942,I
Niger,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,9,0.0071102378,E
Niger,SDG 6.4.1. Industrial Water Use Efficiency,12,24.9855005203,E
Niger,SDG 6.4.1. Services Water Use Efficiency,15,9.7759589378,E
Nigeria,SDG 6.4.2. Water Stress,0,7.1437090042,E
Nigeria,SDG 6.4.1. Industrial Water Use Efficiency,14,43.9456763711,E
Nigeria,SDG 6.4.1. Services Water Use Efficiency,19,22.1589905618,E
Norway,SDG 6.4.2. Water Stress,0,1.8220785805,E
Norway,SDG 6.4.1. Industrial Water Use Efficiency,8,92.868480212,E
Norway,SDG 6.4.1. Services Water Use Efficiency,11,199.5846644163,E
Oman,SDG 6.4.2. Water Stress,0,88.9134199134,E
Pakistan,SDG 6.4.2. Water Stress,0,102.3904463939,E
Pakistan,SDG 6.4.1. Industrial Water Use Efficiency,11,6.0076589994,E
Pakistan,SDG 6.4.1. Services Water Use Efficiency,15,13.5231356528,E
Paraguay,SDG 6.4.2. Water Stress,0,0.3621768055,E
Paraguay,SDG 6.4.1. Industrial Water Use Efficiency,6,161.444247569,E
Paraguay,SDG 6.4.1. Services Water Use Efficiency,9,113.268253792,E
Philippines,Environmental Flow Requirements,0,151.9,X
Philippines,SDG 6.4.1. Industrial Water Use Efficiency,9,16.037018122,E
Philippines,SDG 6.4.1. Services Water Use Efficiency,14,14.1191161505,E
Poland,SDG 6.4.2. Water Stress,0,44.2817583939,E
Portugal,Environmental Flow Requirements,0,27.63,X
Portugal,SDG 6.4.2. Water Stress,5,23.5221447229,E
Portugal,SDG 6.4.1. Water Use Efficiency,11,12.4360607385,I
Portugal,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,13,0.1845958556,E
Portugal,SDG 6.4.1. Industrial Water Use Efficiency,15,23.0831111147,E
Portugal,SDG 6.4.1. Services Water Use Efficiency,17,129.351889968,E
Puerto Rico,Environmental Flow Requirements,0,2.621,X
Puerto Rico,SDG 6.4.2. Water Stress,5,18.7265014512,E
Puerto Rico,SDG 6.4.1. Industrial Water Use Efficiency,15,12.4189378295,E
Puerto Rico,SDG 6.4.1. Services Water Use Efficiency,19,76.0157058515,E
Qatar,SDG 6.4.2. Water Stress,0,279.8275862069,I
Qatar,SDG 6.4.1. Water Use Efficiency,4,98.4313131134,E
Qatar,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,6,0.9594514409,E
Qatar,SDG 6.4.1. Industrial Water Use Efficiency,8,1478.7219960352,E
Qatar,SDG 6.4.1. Services Water Use Efficiency,10,173.6055794141,E
Republic of Korea,SDG 6.4.2. Water Stress,0,74.2556917688,E
Republic of Moldova,SDG 6.4.2. Water Stress,0,22.110997111,E
Republic of Moldova,SDG 6.4.1. Water Use Efficiency,6,1.9797438399,E
Republic of Moldova,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,9,0.4113924977,E
Republic of Moldova,SDG 6.4.1. Industrial Water Use Efficiency,12,1.1889308168,E
Republic of Moldova,SDG 6.4.1. Services Water Use Efficiency,15,8.2076296357,E
Romania,SDG 6.4.2. Water Stress,0,11.6655743844,E
Romania,SDG 6.4.1. Industrial Water Use Efficiency,6,4.3911785146,E
Romania,SDG 6.4.1. Services Water Use Efficiency,8,21.4769386774,E
Russian Federation,SDG 6.4.2. Water Stress,0,4.6105632584,E
Saint Vincent and the Grenadines,SDG 6.4.2. Water Stress,0,9.9,I
Sao Tome and Principe,SDG 6.4.2. Water Stress,0,0.5915436777,I
Saudi Arabia,SDG 6.4.2. Water Stress,0,765.359375,E
Saudi Arabia,SDG 6.4.1. Water Use Efficiency,5,18.0154705116,E
Saudi Arabia,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,8,1.0913397088,E
Saudi Arabia,SDG 6.4.1. Industrial Water Use Efficiency,11,675.9279925486,E
Saudi Arabia,SDG 6.4.1. Services Water Use Efficiency,14,80.5278130376,E
Senegal,SDG 6.4.2. Water Stress,0,8.1705721179,E
Senegal,SDG 6.4.1. Water Use Efficiency,6,4.2114499007,I
Senegal,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,8,0.0464455886,E
Senegal,SDG 6.4.1. Industrial Water Use Efficiency,10,36.6416362776,E
Senegal,SDG 6.4.1. Services Water Use Efficiency,12,47.188026392,E
Sierra Leone,SDG 6.4.2. Water Stress,0,0.3862508986,E
Sierra Leone,SDG 6.4.1. Water Use Efficiency,6,4.8528462987,I
Sierra Leone,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,10,0.0883296456,E
Sierra Leone,SDG 6.4.1. Industrial Water Use Efficiency,14,3.26831068,E
Sierra Leone,SDG 6.4.1. Services Water Use Efficiency,18,8.3937242624,E
Singapore,SDG 6.4.2. Water Stress,0,279.8825,E
Slovakia,SDG 6.4.2. Water Stress,0,5.6368330465,E
Slovenia,SDG 6.4.1. Services Water Use Efficiency,6,61.8319213637,E
Somalia,SDG 6.4.2. Water Stress,0,20.2113296491,E
South Africa,SDG 6.4.2. Water Stress,0,41.1143131604,E
Spain,Environmental Flow Requirements,0,38.15,X
Spain,SDG 6.4.2. Water Stress,5,47.0347648262,E
Spain,SDG 6.4.1. Water Use Efficiency,11,21.6876023716,E
Spain,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,13,0.392965551,E
Spain,SDG 6.4.1. Industrial Water Use Efficiency,15,31.8810306606,E
Spain,SDG 6.4.1. Services Water Use Efficiency,17,117.1445433788,E
Sri Lanka,SDG 6.4.2. Water Stress,0,84.4187938289,E
Sri Lanka,SDG 6.4.1. Industrial Water Use Efficiency,8,17.3497438336,E
Sri Lanka,SDG 6.4.1. Services Water Use Efficiency,12,29.5490565314,E
Suriname,SDG 6.4.2. Water Stress,0,3.9867765333,E
Sweden,SDG 6.4.2. Water Stress,0,3.911976912,E
Switzerland,SDG 6.4.2. Water Stress,0,9.7562929062,E
