,Variable Name,Variable Id,Year,Value,Symbol
60,Total renewable water resources per capita,4190,2018,18426.0516651948,E
61,Total agricultural water managed area,4317,2007,87.44,I
62,Total agricultural water managed area,4317,2012,87.2533333333,I
63,Total agricultural water managed area,4317,2014,77.84,E
64,Area equipped for irrigation: total,4313,2007,87.44,I
65,Area equipped for irrigation: total,4313,2012,87.2533333333,I
66,Area equipped for irrigation: total,4313,2014,77.84,E
67,% of agricultural GVA produced by irrigated agriculture,4555,2012,3.3761676618,E
68,% of agricultural GVA produced by irrigated agriculture,4555,2015,3.4323154159,E
69,% of agricultural GVA produced by irrigated agriculture,4555,2018,4.2584080463,E
70,Ratio between rainfed and irrigated yields,4557,2007,1.778,I
71,Ratio between rainfed and irrigated yields,4557,2011,1.778,I
72,Ratio between rainfed and irrigated yields,4557,2017,1.778,I
73,Ratio between rainfed and irrigated yields,4557,2018,1.778,I
74,Agricultural water withdrawal as % of total renewable water resources,4273,2007,0.0790382244,E
75,Agricultural water withdrawal as % of total renewable water resources,4273,2012,0.3850184957,E
76,Agricultural water withdrawal as % of total renewable water resources,4273,2017,0.4073982737,E
77,Agricultural water withdrawal as % of total renewable water resources,4273,2018,0.4391491985,E
78,Agricultural water withdrawal,4250,2006,0.1263,X
79,Agricultural water withdrawal,4250,2012,0.6245,X
80,Agricultural water withdrawal,4250,2017,0.6608,
81,Irrigation water requirement,4260,2012,0.0212,I
82,Irrigation water requirement,4260,2017,0.0212,I
83,Irrigation water requirement,4260,2018,0.0212,I
84,Irrigation water withdrawal,4475,2006,0.0896,X
85,Irrigation water withdrawal,4475,2012,0.07695,I
86,Irrigation water withdrawal,4475,2017,0.0753,
87,Municipal water withdrawal,4251,2012,0.6812,X
88,Municipal water withdrawal,4251,2017,0.6595,
89,Industrial water withdrawal,4252,2012,3.097,E
90,Industrial water withdrawal,4252,2016,3.41,
91,Total water withdrawal,4253,2007,3.958,X
92,Total water withdrawal,4253,2012,3.869,X
93,Total water withdrawal,4253,2015,4.6885,E
94,Fresh surface water withdrawal,4261,2007,3.426,X
95,Fresh surface water withdrawal,4261,2012,3.896,
96,Fresh surface water withdrawal,4261,2017,4.917,
97,Fresh groundwater withdrawal,4262,2007,0.5318,X
98,Fresh groundwater withdrawal,4262,2012,0.507,
99,Fresh groundwater withdrawal,4262,2017,0.46,
100,Total freshwater withdrawal,4263,2007,3.9578,E
101,Total freshwater withdrawal,4263,2012,4.403,
102,Total freshwater withdrawal,4263,2017,5.377,
103,Produced municipal wastewater,4269,2007,0.505,
104,Produced municipal wastewater,4269,2012,0.46,
105,Produced municipal wastewater,4269,2017,0.449,I
106,Produced municipal wastewater,4269,2018,0.449,I
107,Collected municipal wastewater,4493,2017,0.409,
108,Treated municipal wastewater,4270,2017,0.0493,
112,SDG 6.4.2. Water Stress,4550,2007,4.4604981404,E
113,SDG 6.4.2. Water Stress,4550,2012,4.962245013,E
114,SDG 6.4.2. Water Stress,4550,2017,6.0599571734,E
115,SDG 6.4.2. Water Stress,4550,2018,6.2633832976,E
116,SDG 6.4.1. Water Use Efficiency,4551,2015,6.0406741944,E
117,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,4552,2015,0.1195639451,E
118,SDG 6.4.1. Industrial Water Use Efficiency,4553,2015,2.3712081842,E
119,SDG 6.4.1. Services Water Use Efficiency,4554,2015,30.9464803414,E
120,Harvested irrigated temporary crop area: Maize,4348,2012,10.0,I
121,Harvested irrigated temporary crop area: Maize,4348,2017,10.0,I
122,Harvested irrigated temporary crop area: Maize,4348,2018,10.0,I
123,Harvested irrigated temporary crop area: Other cereals,4351,2012,7.8,I
124,Harvested irrigated temporary crop area: Other cereals,4351,2017,7.8,I
125,Harvested irrigated temporary crop area: Other cereals,4351,2018,7.8,I
126,Harvested irrigated temporary crop area: Potatoes,4352,2012,1.0,I
127,Harvested irrigated temporary crop area: Potatoes,4352,2017,1.0,I
128,Harvested irrigated temporary crop area: Potatoes,4352,2018,1.0,I
129,Harvested irrigated temporary crop area: Sugar beet,4358,2012,1.6,I
130,Harvested irrigated temporary crop area: Sugar beet,4358,2017,1.6,I
131,Harvested irrigated temporary crop area: Sugar beet,4358,2018,1.6,I
132,Harvested irrigated temporary crop area: Vegetables,4360,2012,6.2,I
133,Harvested irrigated temporary crop area: Vegetables,4360,2017,6.2,I
134,Harvested irrigated temporary crop area: Vegetables,4360,2018,6.2,I
135,Harvested irrigated temporary crop area: Fodder,4369,2012,4.4,I
136,Harvested irrigated temporary crop area: Fodder,4369,2017,4.4,I
137,Harvested irrigated temporary crop area: Fodder,4369,2018,4.4,I
