,,Value,Symbol
Total water withdrawal,Jordan,1.0441,I
Municipal water withdrawal,Kenya,0.495,I
Industrial water withdrawal,Kenya,0.303,I
Total water withdrawal,Kenya,4.032,I
Municipal water withdrawal,Kuwait,0.4483,I
Industrial water withdrawal,Kuwait,0.0233,I
Total water withdrawal,Kuwait,1.25,E
Municipal water withdrawal,Kyrgyzstan,0.224,I
Industrial water withdrawal,Kyrgyzstan,0.336,I
Total water withdrawal,Kyrgyzstan,7.66,E
Municipal water withdrawal,Lao People's Democratic Republic,0.13,I
Industrial water withdrawal,Lao People's Democratic Republic,0.17,I
Total water withdrawal,Lao People's Democratic Republic,7.32,E
Municipal water withdrawal,Lebanon,0.24,I
Industrial water withdrawal,Lebanon,0.9,I
Total water withdrawal,Lebanon,1.84,I
Municipal water withdrawal,Lesotho,0.02,I
Industrial water withdrawal,Lesotho,0.02,I
Total water withdrawal,Lesotho,0.0438,E
Municipal water withdrawal,Liberia,0.0802,I
Industrial water withdrawal,Liberia,0.0534,I
Total water withdrawal,Liberia,0.1459,E
Municipal water withdrawal,Libya,0.7,I
Industrial water withdrawal,Libya,0.28,I
Total water withdrawal,Libya,5.83,I
Municipal water withdrawal,Liechtenstein,0.0079,I
Municipal water withdrawal,Madagascar,0.395,I
Industrial water withdrawal,Madagascar,0.1619,I
Total water withdrawal,Madagascar,13.5569,E
Municipal water withdrawal,Malawi,0.1431,I
Industrial water withdrawal,Malawi,0.0477,I
Total water withdrawal,Malawi,1.3568,I
Municipal water withdrawal,Malaysia,1.342,I
Industrial water withdrawal,Malaysia,1.641,I
Total water withdrawal,Malaysia,5.488,E
Municipal water withdrawal,Maldives,0.0056,I
Industrial water withdrawal,Maldives,0.0003,I
Total water withdrawal,Maldives,0.0059,I
Municipal water withdrawal,Mali,0.107,I
Industrial water withdrawal,Mali,0.004,I
Total water withdrawal,Mali,5.186,I
Municipal water withdrawal,Mauritania,0.0954,I
Industrial water withdrawal,Mauritania,0.0318,I
Total water withdrawal,Mauritania,1.3502,E
Municipal water withdrawal,Monaco,0.005,I
Industrial water withdrawal,Monaco,0.0,I
Total water withdrawal,Monaco,0.005,I
Municipal water withdrawal,Mongolia,0.0453,I
Industrial water withdrawal,Mongolia,0.1662,I
Total water withdrawal,Mongolia,0.4624,I
Municipal water withdrawal,Montenegro,0.0964,I
Industrial water withdrawal,Montenegro,0.0628,I
Total water withdrawal,Montenegro,0.1609,I
Municipal water withdrawal,Morocco,1.063,I
Industrial water withdrawal,Morocco,0.212,I
Total water withdrawal,Morocco,10.431,I
Municipal water withdrawal,Mozambique,0.372,I
Industrial water withdrawal,Mozambique,0.025,I
Total water withdrawal,Mozambique,1.473,I
Municipal water withdrawal,Myanmar,3.323,I
Industrial water withdrawal,Myanmar,0.4984,I
Total water withdrawal,Myanmar,33.3914,E
Municipal water withdrawal,Namibia,0.073,I
Industrial water withdrawal,Namibia,0.014,I
Total water withdrawal,Namibia,0.288,E
Municipal water withdrawal,Nepal,0.1476,I
Industrial water withdrawal,Nepal,0.0295,I
Total water withdrawal,Nepal,9.4971,E
Industrial water withdrawal,New Zealand,1.184,I
Municipal water withdrawal,Nicaragua,0.286,I
Industrial water withdrawal,Nicaragua,0.0736,I
Total water withdrawal,Nicaragua,1.5446,E
Municipal water withdrawal,Niger,0.1789,I
Industrial water withdrawal,Niger,0.036,I
Total water withdrawal,Niger,1.7509,E
Municipal water withdrawal,Nigeria,5.0,I
Industrial water withdrawal,Nigeria,1.965,I
Total water withdrawal,Nigeria,12.475,I
Municipal water withdrawal,North Macedonia,0.3054,OF
Industrial water withdrawal,North Macedonia,0.2258095816,I
Total water withdrawal,North Macedonia,0.8604272893,E
Municipal water withdrawal,Norway,0.7753,I
Industrial water withdrawal,Norway,1.071,I
Total water withdrawal,Norway,2.6912,E
Municipal water withdrawal,Pakistan,9.65,I
Industrial water withdrawal,Pakistan,1.4,I
Total water withdrawal,Pakistan,183.45,I
Municipal water withdrawal,Panama,0.7591,I
Industrial water withdrawal,Panama,0.0062,I
Total water withdrawal,Panama,1.2114,I
Municipal water withdrawal,Papua New Guinea,0.2235,I
Industrial water withdrawal,Papua New Guinea,0.1676,I
Total water withdrawal,Papua New Guinea,0.3921,I
Municipal water withdrawal,Paraguay,0.362,I
Industrial water withdrawal,Paraguay,0.154,I
Total water withdrawal,Paraguay,2.413,I
Municipal water withdrawal,Puerto Rico,0.796,I
Industrial water withdrawal,Puerto Rico,2.365,I
Total water withdrawal,Puerto Rico,3.2745,I
Municipal water withdrawal,Republic of Korea,6.672,I
Industrial water withdrawal,Republic of Korea,4.45,I
Total water withdrawal,Republic of Korea,27.082,E
Municipal water withdrawal,Republic of Moldova,0.146,OF
Industrial water withdrawal,Republic of Moldova,0.648,OF
Total water withdrawal,Republic of Moldova,0.837,E
Municipal water withdrawal,Rwanda,0.0614,I
Industrial water withdrawal,Rwanda,0.0205,I
Total water withdrawal,Rwanda,0.1839,E
Municipal water withdrawal,Saint Kitts and Nevis,0.0154,I
Industrial water withdrawal,Saint Kitts and Nevis,0.0,I
Total water withdrawal,Saint Kitts and Nevis,0.0156,I
Municipal water withdrawal,Saint Lucia,0.0125,I
Industrial water withdrawal,Saint Lucia,0.0,I
Total water withdrawal,Saint Lucia,0.0429,I
Municipal water withdrawal,Saint Vincent and the Grenadines,0.0085,I
Industrial water withdrawal,Saint Vincent and the Grenadines,2e-06,I
Total water withdrawal,Saint Vincent and the Grenadines,0.008502,I
Municipal water withdrawal,Sao Tome and Principe,0.0147,I
Industrial water withdrawal,Sao Tome and Principe,0.0006,I
Total water withdrawal,Sao Tome and Principe,0.0409,I
Municipal water withdrawal,Senegal,0.098,I
Industrial water withdrawal,Senegal,0.058,I
Total water withdrawal,Senegal,2.221,I
Municipal water withdrawal,Seychelles,0.009,I
Industrial water withdrawal,Seychelles,0.0038,I
Total water withdrawal,Seychelles,0.0137,E
Municipal water withdrawal,Sierra Leone,0.111,I
Industrial water withdrawal,Sierra Leone,0.0555,I
Total water withdrawal,Sierra Leone,0.2122,I
Municipal water withdrawal,Singapore,0.29673,I
Industrial water withdrawal,Singapore,0.336294,I
Total water withdrawal,Singapore,0.6594,I
Municipal water withdrawal,Somalia,0.015,I
Industrial water withdrawal,Somalia,0.002,I
Total water withdrawal,Somalia,3.298,I
Municipal water withdrawal,South Sudan,0.193,I
Industrial water withdrawal,South Sudan,0.225,I
Total water withdrawal,South Sudan,0.658,I
Municipal water withdrawal,Spain,4.89,I
Industrial water withdrawal,Spain,5.966,I
Total water withdrawal,Spain,31.221,I
Municipal water withdrawal,Sri Lanka,0.805,I
Industrial water withdrawal,Sri Lanka,0.831,I
Total water withdrawal,Sri Lanka,12.946,I
Municipal water withdrawal,Sudan,0.95,I
Industrial water withdrawal,Sudan,0.075,I
Total water withdrawal,Sudan,26.935,I
Municipal water withdrawal,Suriname,0.0493,I
Industrial water withdrawal,Suriname,0.1355,I
Total water withdrawal,Suriname,0.6159,I
Municipal water withdrawal,Sweden,0.955,I
Industrial water withdrawal,Sweden,1.345,I
Total water withdrawal,Sweden,2.375,I
Industrial water withdrawal,Switzerland,0.6427,I
Total water withdrawal,Switzerland,1.7678,E
Municipal water withdrawal,Syrian Arab Republic,1.475,I
Industrial water withdrawal,Syrian Arab Republic,0.6154,I
Total water withdrawal,Syrian Arab Republic,16.7604,E
Municipal water withdrawal,Thailand,2.739,I
Industrial water withdrawal,Thailand,2.777,I
Total water withdrawal,Thailand,57.306,I
Municipal water withdrawal,Timor-Leste,0.099,I
Industrial water withdrawal,Timor-Leste,0.002,I
Total water withdrawal,Timor-Leste,1.172,I
Municipal water withdrawal,Togo,0.1407,I
Industrial water withdrawal,Togo,0.0063,I
Total water withdrawal,Togo,0.223,E
Municipal water withdrawal,Trinidad and Tobago,0.2376,I
Industrial water withdrawal,Trinidad and Tobago,0.1289,I
Total water withdrawal,Trinidad and Tobago,0.3832,I
Municipal water withdrawal,Turkmenistan,0.755,I
Industrial water withdrawal,Turkmenistan,0.839,I
Total water withdrawal,Turkmenistan,27.954,I
Municipal water withdrawal,Uganda,0.328,I
Industrial water withdrawal,Uganda,0.05,I
Total water withdrawal,Uganda,0.637,I
Municipal water withdrawal,United Kingdom of Great Britain and Northern Ireland,6.227,I
Industrial water withdrawal,United Kingdom of Great Britain and Northern Ireland,1.01,I
Total water withdrawal,United Kingdom of Great Britain and Northern Ireland,8.42,I
Municipal water withdrawal,United Republic of Tanzania,0.527,I
Industrial water withdrawal,United Republic of Tanzania,0.025,I
Total water withdrawal,United Republic of Tanzania,5.184,I
Municipal water withdrawal,United States of America,58.39,I
Industrial water withdrawal,United States of America,209.7,I
Total water withdrawal,United States of America,444.29,I
Municipal water withdrawal,Uruguay,0.41,I
Industrial water withdrawal,Uruguay,0.08,I
Total water withdrawal,Uruguay,3.66,I
Municipal water withdrawal,Uzbekistan,2.41,I
Industrial water withdrawal,Uzbekistan,2.13,I
Total water withdrawal,Uzbekistan,58.9,I
Municipal water withdrawal,Venezuela (Bolivarian Republic of),5.123,I
Industrial water withdrawal,Venezuela (Bolivarian Republic of),0.7933,I
Total water withdrawal,Venezuela (Bolivarian Republic of),22.6263,E
Municipal water withdrawal,Viet Nam,1.206,I
Industrial water withdrawal,Viet Nam,3.074,I
Total water withdrawal,Viet Nam,82.03,I
Municipal water withdrawal,Yemen,0.265,I
Industrial water withdrawal,Yemen,0.065,I
Total water withdrawal,Yemen,3.565,I
Municipal water withdrawal,Zambia,0.29,I
Industrial water withdrawal,Zambia,0.13,I
Total water withdrawal,Zambia,1.572,E
