,,Value,Symbol
Gender Inequality Index (GII) [equality = 0; inequality = 1),Bahamas,0.2979,I
GDP per capita,Bahamas,31116.871408,X
Total area of the country (excl. coastal water),Bahrain,78.0,E
Cultivated area (arable land + permanent crops),Bahrain,4.6,X
Total population,Bahrain,1569.446,X
Rural population,Bahrain,167.867,X
Urban population,Bahrain,1399.126,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Bahrain,0.2649,I
GDP per capita,Bahrain,24171.328414,X
Total area of the country (excl. coastal water),Bangladesh,14757.0,E
Cultivated area (arable land + permanent crops),Bangladesh,8602.3,X
Total population,Bangladesh,161376.708,X
Rural population,Bangladesh,105423.904,X
Urban population,Bangladesh,60944.245,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Bangladesh,0.5034,I
Gross Domestic Product (GDP),Bangladesh,269627615528.0,X
GDP per capita,Bangladesh,1620.668482,X
"Agriculture, value added (% GDP)",Bangladesh,13.074539,X
Total area of the country (excl. coastal water),Barbados,43.0,E
Cultivated area (arable land + permanent crops),Barbados,8.0,X
Total population,Barbados,286.641,X
Rural population,Barbados,197.187,X
Urban population,Barbados,89.201,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Barbados,0.357,I
GDP per capita,Barbados,17761.54481,X
Total area of the country (excl. coastal water),Belarus,20760.0,E
Cultivated area (arable land + permanent crops),Belarus,5823.0,X
Total population,Belarus,9452.617,X
Rural population,Belarus,2023.242,X
Urban population,Belarus,7428.871,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Belarus,0.1507,I
GDP per capita,Belarus,6312.054621,X
Total area of the country (excl. coastal water),Belgium,3053.0,E
Cultivated area (arable land + permanent crops),Belgium,874.0,X
Total population,Belgium,11482.178,X
Rural population,Belgium,229.844,X
Urban population,Belgium,11268.675,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Belgium,0.0633,I
GDP per capita,Belgium,47225.757205,X
Total area of the country (excl. coastal water),Belize,2297.0,E
Cultivated area (arable land + permanent crops),Belize,122.0,X
Total population,Belize,383.071,X
Rural population,Belize,207.573,X
Urban population,Belize,174.871,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Belize,0.4257,I
Gross Domestic Product (GDP),Belize,1871203164.0,X
GDP per capita,Belize,4892.75074,X
"Agriculture, value added (% GDP)",Belize,9.563392,X
Total area of the country (excl. coastal water),Benin,11476.0,E
Cultivated area (arable land + permanent crops),Benin,3400.0,X
Total population,Benin,11485.044,X
Rural population,Benin,6051.546,X
Urban population,Benin,5434.128,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Benin,0.6143,I
GDP per capita,Benin,906.489003,X
Total area of the country (excl. coastal water),Bhutan,3839.0,E
Cultivated area (arable land + permanent crops),Bhutan,100.0,X
Total population,Bhutan,754.388,X
Rural population,Bhutan,482.916,X
Urban population,Bhutan,334.138,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Bhutan,0.4574,I
GDP per capita,Bhutan,3253.532886,X
Total area of the country (excl. coastal water),Bolivia (Plurinational State of),109858.0,E
Cultivated area (arable land + permanent crops),Bolivia (Plurinational State of),4727.0,X
Total population,Bolivia (Plurinational State of),11353.142,X
Rural population,Bolivia (Plurinational State of),3429.186,X
Urban population,Bolivia (Plurinational State of),7786.488,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Bolivia (Plurinational State of),0.4443,I
Gross Domestic Product (GDP),Bolivia (Plurinational State of),40287647931.0,X
GDP per capita,Bolivia (Plurinational State of),3592.084429,X
"Agriculture, value added (% GDP)",Bolivia (Plurinational State of),11.481924,X
Total area of the country (excl. coastal water),Bosnia and Herzegovina,5121.0,E
Cultivated area (arable land + permanent crops),Bosnia and Herzegovina,1129.0,X
Total population,Bosnia and Herzegovina,3323.925,X
Rural population,Bosnia and Herzegovina,1813.259,X
Urban population,Bosnia and Herzegovina,1690.295,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Bosnia and Herzegovina,0.2007,I
GDP per capita,Bosnia and Herzegovina,5646.252354,X
Total area of the country (excl. coastal water),Botswana,58173.0,E
Cultivated area (arable land + permanent crops),Botswana,261.6,X
Total population,Botswana,2254.068,X
Rural population,Botswana,712.875,X
Urban population,Botswana,1620.326,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Botswana,0.4801,I
GDP per capita,Botswana,7978.140216,X
Total area of the country (excl. coastal water),Brazil,851577.0,E
Cultivated area (arable land + permanent crops),Brazil,63518.0,X
Total population,Brazil,209469.323,X
Rural population,Brazil,28321.495,X
Urban population,Brazil,182546.459,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Brazil,0.4569,I
GDP per capita,Brazil,8861.531858,X
Total area of the country (excl. coastal water),Brunei Darussalam,577.0,E
Total population,Brunei Darussalam,428.963,X
Rural population,Brunei Darussalam,97.106,X
Urban population,Brunei Darussalam,336.97,X
Gross Domestic Product (GDP),Brunei Darussalam,13566912772.0,X
GDP per capita,Brunei Darussalam,31254.694506,X
"Agriculture, value added (% GDP)",Brunei Darussalam,1.017642,X
Total area of the country (excl. coastal water),Bulgaria,11095.0,E
Cultivated area (arable land + permanent crops),Bulgaria,3631.0,X
Total population,Bulgaria,7051.608,X
Rural population,Bulgaria,1758.643,X
Urban population,Bulgaria,5278.205,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Bulgaria,0.2116,I
Gross Domestic Product (GDP),Bulgaria,66199180266.0,X
GDP per capita,Bulgaria,9407.504648,X
"Agriculture, value added (% GDP)",Bulgaria,3.371263,X
Total area of the country (excl. coastal water),Burkina Faso,27422.0,E
Cultivated area (arable land + permanent crops),Burkina Faso,6100.0,X
Total population,Burkina Faso,19751.466,X
Rural population,Burkina Faso,13952.881,X
Urban population,Burkina Faso,5798.77,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Burkina Faso,0.6313,I
GDP per capita,Burkina Faso,820.166756,X
Total area of the country (excl. coastal water),Burundi,2783.0,E
Cultivated area (arable land + permanent crops),Burundi,1550.0,X
Total population,Burundi,11175.374,X
Rural population,Burundi,9754.746,X
Urban population,Burundi,1461.704,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Burundi,0.4916,I
GDP per capita,Burundi,292.886814,X
"Agriculture, value added (% GDP)",Burundi,36.027555,X
Total area of the country (excl. coastal water),Cabo Verde,403.0,E
Cultivated area (arable land + permanent crops),Cabo Verde,54.0,X
Total population,Cabo Verde,543.767,X
Rural population,Cabo Verde,189.62,X
Urban population,Cabo Verde,363.715,X
GDP per capita,Cabo Verde,3572.545968,X
Total area of the country (excl. coastal water),Cambodia,18104.0,E
Cultivated area (arable land + permanent crops),Cambodia,4066.0,X
Total population,Cambodia,16249.792,X
Rural population,Cambodia,12446.208,X
Urban population,Cambodia,3799.521,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Cambodia,0.4775,I
GDP per capita,Cambodia,1512.505446,X
"Agriculture, value added (% GDP)",Cambodia,22.012956,X
Total area of the country (excl. coastal water),Cameroon,47544.0,E
Cultivated area (arable land + permanent crops),Cameroon,7750.0,X
Total population,Cameroon,25216.267,X
Rural population,Cameroon,10766.102,X
Urban population,Cameroon,13912.132,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Cameroon,0.5873,I
Gross Domestic Product (GDP),Cameroon,38694159761.0,X
GDP per capita,Cameroon,1567.94687,X
"Agriculture, value added (% GDP)",Cameroon,14.423106,X
Total area of the country (excl. coastal water),Canada,987975.0,E
Total population,Canada,37074.562,X
Rural population,Canada,6869.269,X
Urban population,Canada,30084.496,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Canada,0.1292,I
GDP per capita,Canada,46343.371942,X
Total area of the country (excl. coastal water),Central African Republic,62298.0,E
Cultivated area (arable land + permanent crops),Central African Republic,1880.0,X
Total population,Central African Republic,4666.368,X
Rural population,Central African Republic,2777.836,X
Urban population,Central African Republic,1959.587,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Central African Republic,0.6549,I
GDP per capita,Central African Republic,473.499434,X
Total area of the country (excl. coastal water),Chad,128400.0,E
Cultivated area (arable land + permanent crops),Chad,5238.0,X
Total population,Chad,15477.729,X
Rural population,Chad,11812.905,X
Urban population,Chad,3540.279,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Chad,0.7065,I
GDP per capita,Chad,741.697902,X
Total area of the country (excl. coastal water),Chile,75609.6,E
Total population,Chile,18729.16,X
Rural population,Chile,2262.995,X
Urban population,Chile,15934.214,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Chile,0.3376,I
GDP per capita,Chile,16388.839274,X
Total area of the country (excl. coastal water),China,960001.29,E
Total population,China,1459377.612,X
Rural population,China,583199.631,X
Urban population,China,863601.691,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),China,0.1907,I
GDP per capita,China,9855.461832,X
Cultivated area (arable land + permanent crops),Colombia,9892.0,X
Total population,Colombia,49661.048,X
Rural population,Colombia,9508.27,X
Urban population,Colombia,39956.413,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Colombia,0.4285,I
GDP per capita,Colombia,6676.033274,X
Total area of the country (excl. coastal water),Comoros,186.1,E
Cultivated area (arable land + permanent crops),Comoros,116.0,X
Total population,Comoros,832.322,X
Rural population,Comoros,591.255,X
Urban population,Comoros,241.092,X
GDP per capita,Comoros,1400.486121,X
Total area of the country (excl. coastal water),Congo,34200.0,E
Cultivated area (arable land + permanent crops),Congo,628.0,X
Total population,Congo,5244.359,X
Rural population,Congo,1786.495,X
Urban population,Congo,3613.4,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Congo,0.5934,I
GDP per capita,Congo,2624.715541,X
Total area of the country (excl. coastal water),Cook Islands,24.0,E
Cultivated area (arable land + permanent crops),Cook Islands,1.5,X
Total population,Cook Islands,17.518,X
Rural population,Cook Islands,4.344,X
Urban population,Cook Islands,13.067,X
Gross Domestic Product (GDP),Cook Islands,362713891.0,X
GDP per capita,Cook Islands,20832.455953,X
"Agriculture, value added (% GDP)",Cook Islands,2.674019,X
Total area of the country (excl. coastal water),Costa Rica,5110.0,E
Cultivated area (arable land + permanent crops),Costa Rica,582.5,X
Total population,Costa Rica,4999.441,X
Rural population,Costa Rica,1023.354,X
Urban population,Costa Rica,3929.845,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Costa Rica,0.3492,I
GDP per capita,Costa Rica,12138.824794,X
Cultivated area (arable land + permanent crops),Croatia,876.0,X
Total population,Croatia,4156.405,X
Rural population,Croatia,1793.077,X
Urban population,Croatia,2371.706,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Croatia,0.1489,I
Gross Domestic Product (GDP),Croatia,60991183097.0,X
GDP per capita,Croatia,14644.504431,X
"Agriculture, value added (% GDP)",Croatia,2.855609,X
Total area of the country (excl. coastal water),Cuba,10988.0,E
Cultivated area (arable land + permanent crops),Cuba,3561.6,X
Total population,Cuba,11338.134,X
Rural population,Cuba,2638.265,X
Urban population,Cuba,8850.817,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Cuba,0.3559,I
Gross Domestic Product (GDP),Cuba,100023000000.0,X
GDP per capita,Cuba,8705.917496,X
"Agriculture, value added (% GDP)",Cuba,3.78413,X
Total area of the country (excl. coastal water),Cyprus,925.0,E
Total population,Cyprus,1189.265,X
Rural population,Cyprus,394.652,X
Urban population,Cyprus,794.433,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Cyprus,0.1239,I
Gross Domestic Product (GDP),Cyprus,24962780237.0,X
GDP per capita,Cyprus,28956.958277,X
"Agriculture, value added (% GDP)",Cyprus,2.024809,X
Cultivated area (arable land + permanent crops),Czechia,2533.0,X
Total population,Czechia,10665.677,X
Rural population,Czechia,2784.67,X
Urban population,Czechia,7840.58,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Czechia,0.0914,I
GDP per capita,Czechia,23079.540049,X
Total area of the country (excl. coastal water),Côte d’Ivoire,32246.0,E
Cultivated area (arable land + permanent crops),Côte d’Ivoire,8000.0,X
Total population,Côte d’Ivoire,25069.23,X
Rural population,Côte d’Ivoire,12259.023,X
Urban population,Côte d’Ivoire,12646.82,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Côte d’Ivoire,0.6789,I
GDP per capita,Côte d’Ivoire,1727.629024,X
Total area of the country (excl. coastal water),Democratic People's Republic of Korea,12054.0,E
Cultivated area (arable land + permanent crops),Democratic People's Republic of Korea,2580.0,X
Total population,Democratic People's Republic of Korea,25549.604,X
Rural population,Democratic People's Republic of Korea,9757.856,X
Urban population,Democratic People's Republic of Korea,15852.816,X
Gross Domestic Product (GDP),Democratic People's Republic of Korea,17487261057.0,X
GDP per capita,Democratic People's Republic of Korea,686.2093,X
"Agriculture, value added (% GDP)",Democratic People's Republic of Korea,23.276657,X
Total area of the country (excl. coastal water),Democratic Republic of the Congo,234486.0,E
Cultivated area (arable land + permanent crops),Democratic Republic of the Congo,13300.0,X
Total population,Democratic Republic of the Congo,84068.091,X
Rural population,Democratic Republic of the Congo,46656.05,X
Urban population,Democratic Republic of the Congo,37348.939,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Democratic Republic of the Congo,0.673,I
Gross Domestic Product (GDP),Democratic Republic of the Congo,47146003693.0,X
GDP per capita,Democratic Republic of the Congo,561.228616,X
Total area of the country (excl. coastal water),Denmark,4292.0,E
Total population,Denmark,5752.126,X
Rural population,Denmark,697.769,X
Urban population,Denmark,5056.587,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Denmark,0.0484,I
GDP per capita,Denmark,61809.750887,X
Total area of the country (excl. coastal water),Djibouti,2320.0,E
Cultivated area (arable land + permanent crops),Djibouti,2.0,X
Total population,Djibouti,958.923,X
Rural population,Djibouti,215.875,X
Urban population,Djibouti,755.533,X
Gross Domestic Product (GDP),Djibouti,2923362593.0,X
GDP per capita,Djibouti,3009.407574,X
"Agriculture, value added (% GDP)",Djibouti,1.264229,X
Total area of the country (excl. coastal water),Dominica,75.0,E
Cultivated area (arable land + permanent crops),Dominica,23.0,X
Total population,Dominica,71.625,X
Rural population,Dominica,21.933,X
Urban population,Dominica,52.375,X
GDP per capita,Dominica,7413.637732,X
Total area of the country (excl. coastal water),Dominican Republic,4867.0,E
Cultivated area (arable land + permanent crops),Dominican Republic,1232.0,X
Total population,Dominican Republic,10627.141,X
Rural population,Dominican Republic,2059.693,X
Urban population,Dominican Republic,8823.303,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Dominican Republic,0.4773,I
GDP per capita,Dominican Republic,7470.23939,X
Total area of the country (excl. coastal water),Ecuador,25637.0,E
Cultivated area (arable land + permanent crops),Ecuador,2354.0,X
Total population,Ecuador,17084.358,X
Rural population,Ecuador,6101.055,X
Urban population,Ecuador,10762.37,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Ecuador,0.4073,I
GDP per capita,Ecuador,6427.997753,X
Total area of the country (excl. coastal water),Egypt,100145.0,E
Cultivated area (arable land + permanent crops),Egypt,3835.9688,X
Total population,Egypt,98423.598,X
Rural population,Egypt,56938.212,X
Urban population,Egypt,42437.529,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Egypt,0.5726,I
Gross Domestic Product (GDP),Egypt,249751081603.0,X
GDP per capita,Egypt,2513.199691,X
Total area of the country (excl. coastal water),El Salvador,2104.0,E
Total population,El Salvador,6420.746,X
Rural population,El Salvador,1793.751,X
Urban population,El Salvador,4617.807,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),El Salvador,0.4269,I
GDP per capita,El Salvador,4064.05821,X
Total area of the country (excl. coastal water),Equatorial Guinea,2805.0,E
Cultivated area (arable land + permanent crops),Equatorial Guinea,180.0,X
Total population,Equatorial Guinea,1308.975,X
Rural population,Equatorial Guinea,366.013,X
Urban population,Equatorial Guinea,947.881,X
GDP per capita,Equatorial Guinea,10141.120341,X
Cultivated area (arable land + permanent crops),Eritrea,692.0,X
Total population,Eritrea,3452.786,X
Rural population,Eritrea,3108.634,X
Urban population,Eritrea,2079.314,X
GDP per capita,Eritrea,1321.381592,X
Total area of the country (excl. coastal water),Estonia,4534.0,E
Cultivated area (arable land + permanent crops),Estonia,692.0,X
Total population,Estonia,1322.92,X
Rural population,Estonia,406.671,X
Urban population,Estonia,900.117,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Estonia,0.1638,I
GDP per capita,Estonia,23528.804365,X
Total area of the country (excl. coastal water),Eswatini,1736.0,E
Cultivated area (arable land + permanent crops),Eswatini,190.0,X
Total population,Eswatini,1136.281,X
Rural population,Eswatini,1060.246,X
Urban population,Eswatini,331.139,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Eswatini,0.5572,I
GDP per capita,Eswatini,3385.567253,X
Cultivated area (arable land + permanent crops),Ethiopia,17903.0,X
Total population,Ethiopia,109224.414,X
Rural population,Ethiopia,85207.113,X
Urban population,Ethiopia,22327.769,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Ethiopia,0.5583,I
GDP per capita,Ethiopia,746.664248,X
Total area of the country (excl. coastal water),Faroe Islands,139.6,E
Cultivated area (arable land + permanent crops),Faroe Islands,3.0,X
Total population,Faroe Islands,48.497,X
Rural population,Faroe Islands,28.672,X
Urban population,Faroe Islands,20.817,X
Gross Domestic Product (GDP),Faroe Islands,2613458942.0,I
Total area of the country (excl. coastal water),Fiji,1827.0,E
Cultivated area (arable land + permanent crops),Fiji,250.0,X
Total population,Fiji,883.483,X
Rural population,Fiji,399.125,X
Urban population,Fiji,513.116,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Fiji,0.4181,I
GDP per capita,Fiji,6069.463297,X
Total area of the country (excl. coastal water),Finland,33845.0,E
Cultivated area (arable land + permanent crops),Finland,2247.0,X
Total population,Finland,5522.576,X
Rural population,Finland,810.217,X
Urban population,Finland,4732.3,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Finland,0.0747,I
GDP per capita,Finland,49955.341172,X
Total area of the country (excl. coastal water),France,54908.7,E
Cultivated area (arable land + permanent crops),France,19132.2,X
Total population,France,64990.511,X
Rural population,France,12756.906,X
Urban population,France,52476.365,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),France,0.0884,I
GDP per capita,France,41168.651446,X
Total area of the country (excl. coastal water),Gabon,26767.0,E
Cultivated area (arable land + permanent crops),Gabon,495.0,X
Total population,Gabon,2119.275,X
Rural population,Gabon,219.785,X
Urban population,Gabon,1847.776,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Gabon,0.5137,I
Gross Domestic Product (GDP),Gabon,16994077210.0,X
GDP per capita,Gabon,8219.383713,X
Total area of the country (excl. coastal water),Gambia,1130.0,E
Cultivated area (arable land + permanent crops),Gambia,445.0,X
Total population,Gambia,2280.094,X
Rural population,Gambia,838.035,X
Urban population,Gambia,1325.73,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Gambia,0.6224,I
GDP per capita,Gambia,754.620604,X
Total area of the country (excl. coastal water),Georgia,6970.0,E
Cultivated area (arable land + permanent crops),Georgia,431.8,X
Total population,Georgia,4002.942,X
Rural population,Georgia,1616.295,X
Urban population,Georgia,2290.836,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Georgia,0.3816,I
Gross Domestic Product (GDP),Georgia,17599602272.0,X
GDP per capita,Georgia,4504.482259,X
"Agriculture, value added (% GDP)",Georgia,6.762097,X
Total area of the country (excl. coastal water),Germany,35725.0,E
Cultivated area (arable land + permanent crops),Germany,11930.0,X
Total population,Germany,83124.418,X
Rural population,Germany,18671.111,X
Urban population,Germany,63622.346,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Germany,0.0407,I
GDP per capita,Germany,47993.473332,X
Total area of the country (excl. coastal water),Ghana,23854.0,E
Total population,Ghana,29767.102,X
Rural population,Ghana,12946.423,X
Urban population,Ghana,16517.22,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Ghana,0.5537,I
Gross Domestic Product (GDP),Ghana,65534787301.0,X
GDP per capita,Ghana,2224.259481,X
"Agriculture, value added (% GDP)",Ghana,18.271534,X
Total area of the country (excl. coastal water),Greece,13196.0,E
Cultivated area (arable land + permanent crops),Greece,3221.6,X
Total population,Greece,10522.246,X
Rural population,Greece,2333.39,X
Urban population,Greece,8808.771,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Greece,0.1464,I
GDP per capita,Greece,19577.784895,X
Total area of the country (excl. coastal water),Grenada,34.0,E
Cultivated area (arable land + permanent crops),Grenada,7.0,X
Total population,Grenada,111.454,X
Rural population,Grenada,69.042,X
Urban population,Grenada,39.297,X
Gross Domestic Product (GDP),Grenada,1168696172.0,X
GDP per capita,Grenada,10787.400403,X
"Agriculture, value added (% GDP)",Grenada,5.264251,X
Total area of the country (excl. coastal water),Guatemala,10889.0,E
Cultivated area (arable land + permanent crops),Guatemala,2045.0,X
Total population,Guatemala,17247.849,X
Rural population,Guatemala,8440.97,X
Urban population,Guatemala,8804.376,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Guatemala,0.5332,I
GDP per capita,Guatemala,4549.68037,X
Total area of the country (excl. coastal water),Guinea,24586.0,E
Cultivated area (arable land + permanent crops),Guinea,3800.0,X
Total population,Guinea,12414.293,X
Rural population,Guinea,8335.437,X
Urban population,Guinea,4717.171,X
GDP per capita,Guinea,891.74539,X
Total area of the country (excl. coastal water),Guinea-Bissau,3613.0,E
Cultivated area (arable land + permanent crops),Guinea-Bissau,550.0,X
Total population,Guinea-Bissau,1874.303,X
Rural population,Guinea-Bissau,1080.274,X
Urban population,Guinea-Bissau,826.994,X
GDP per capita,Guinea-Bissau,764.899506,X
Total area of the country (excl. coastal water),Guyana,21497.0,E
Cultivated area (arable land + permanent crops),Guyana,470.0,X
Total population,Guyana,779.006,X
Rural population,Guyana,574.102,X
Urban population,Guyana,208.123,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Guyana,0.5153,I
GDP per capita,Guyana,4880.587529,X
Total area of the country (excl. coastal water),Haiti,2775.0,E
Cultivated area (arable land + permanent crops),Haiti,1350.0,X
Total population,Haiti,11123.178,X
Rural population,Haiti,4969.937,X
Urban population,Haiti,6143.008,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Haiti,0.6026,I
GDP per capita,Haiti,835.716025,X
"Agriculture, value added (% GDP)",Haiti,18.128958,X
Total area of the country (excl. coastal water),Holy See,0.044,E
Total population,Holy See,0.801,X
Rural population,Holy See,0.0,X
Urban population,Holy See,0.801,X
Total area of the country (excl. coastal water),Honduras,11249.0,E
Cultivated area (arable land + permanent crops),Honduras,1596.0,X
Total population,Honduras,9587.522,X
Rural population,Honduras,4040.365,X
Urban population,Honduras,5376.802,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Honduras,0.4796,I
GDP per capita,Honduras,2545.336392,X
Total area of the country (excl. coastal water),Hungary,9303.0,E
Cultivated area (arable land + permanent crops),Hungary,4497.0,X
Total population,Hungary,9707.499,X
Rural population,Hungary,2775.785,X
Urban population,Hungary,6913.062,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Hungary,0.2089,I
GDP per capita,Hungary,16295.32521,X
Total area of the country (excl. coastal water),Iceland,10300.0,E
Cultivated area (arable land + permanent crops),Iceland,121.0,X
Total population,Iceland,336.713,X
Rural population,Iceland,20.899,X
Urban population,Iceland,316.881,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Iceland,0.0869,I
GDP per capita,Iceland,76624.485693,X
Total population,India,1352642.28,X
Rural population,India,893272.09,X
Urban population,India,460779.764,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),India,0.5629,I
GDP per capita,India,2052.618239,X
Total area of the country (excl. coastal water),Indonesia,191686.22,E
Cultivated area (arable land + permanent crops),Indonesia,51300.0,X
Total population,Indonesia,267670.543,X
Rural population,Indonesia,119191.974,X
Urban population,Indonesia,147603.006,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Indonesia,0.494,I
GDP per capita,Indonesia,3906.270285,X
Total area of the country (excl. coastal water),Iran (Islamic Republic of),174515.0,E
Total population,Iran (Islamic Republic of),81800.188,X
Rural population,Iran (Islamic Republic of),20586.68,X
Urban population,Iran (Islamic Republic of),61425.055,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Iran (Islamic Republic of),0.5146,I
