,,,Value,Symbol
Paraguay,Dependency ratio,17,69.8274750496,E
Peru,Dependency ratio,17,12.7034790935,E
Philippines,Dependency ratio,25,0.0,E
Poland,Dependency ratio,25,11.4049586777,E
Portugal,Dependency ratio,25,50.9043927649,E
Puerto Rico,Dependency ratio,25,0.0,E
Qatar,Dependency ratio,25,3.4482758621,E
Republic of Korea,Dependency ratio,21,6.9583931133,E
Republic of Moldova,Dependency ratio,20,86.7970660147,E
Romania,Dependency ratio,25,80.010376869,E
Russian Federation,Dependency ratio,25,4.7165527368,E
Rwanda,Dependency ratio,17,28.5714285714,E
Saint Kitts and Nevis,Dependency ratio,25,0.0,E
Sao Tome and Principe,Dependency ratio,25,0.0,E
Saudi Arabia,Dependency ratio,16,0.0,E
Senegal,Dependency ratio,17,33.7952270978,E
Sierra Leone,Dependency ratio,25,0.0,E
Singapore,Dependency ratio,25,0.0,E
Slovakia,Dependency ratio,21,74.8502994012,E
Slovenia,Dependency ratio,21,41.4182616881,E
Solomon Islands,Dependency ratio,25,0.0,E
Somalia,Dependency ratio,21,59.1836734694,E
South Africa,Dependency ratio,17,12.8404669261,E
South Sudan,Dependency ratio,8,65.7894736842,E
Spain,Dependency ratio,21,0.269058296,E
Sri Lanka,Dependency ratio,25,0.0,E
Sudan,Dependency ratio,7,96.1277831559,E
Suriname,Dependency ratio,21,0.0,E
Sweden,Dependency ratio,25,1.724137931,E
Switzerland,Dependency ratio,25,24.4859813084,E
Syrian Arab Republic,Dependency ratio,25,72.3587318812,E
Tajikistan,Dependency ratio,12,17.3375016282,E
Thailand,Dependency ratio,20,48.8132965505,E
The Bahamas,Dependency ratio,25,0.0,E
Timor-Leste,Dependency ratio,25,0.0,E
Togo,Dependency ratio,12,21.768707483,E
Trinidad and Tobago,Dependency ratio,25,0.0,E
Tunisia,Dependency ratio,17,9.1007583965,E
Turkey,Dependency ratio,25,1.5184381779,E
Turkmenistan,Dependency ratio,12,96.9956163798,E
Uganda,Dependency ratio,21,35.1081530782,E
Ukraine,Dependency ratio,20,68.5645823825,E
United Arab Emirates,Dependency ratio,25,0.0,E
United Kingdom,Dependency ratio,25,1.3605442177,E
United Republic of Tanzania,Dependency ratio,17,12.7454035525,E
United States of America,Dependency ratio,25,8.1785597915,E
Uruguay,Dependency ratio,21,46.4576074332,E
Uzbekistan,Dependency ratio,12,80.0707403342,E
Venezuela,Dependency ratio,17,39.2452830189,E
Viet Nam,Dependency ratio,25,59.347147446,E
Yemen,Dependency ratio,20,0.0,E
Zambia,Dependency ratio,12,23.4732824427,E
Zimbabwe,Dependency ratio,15,38.7,E
