,,Year,Value,Symbol
Area equipped for irrigation: total,Albania,2002,346.0,E
Area equipped for irrigation: total,Albania,2007,397.026,E
Area equipped for irrigation: total,Albania,2012,346.0,E
Area equipped for irrigation: total,Albania,2017,397.026,E
Area equipped for irrigation: total,Albania,2018,397.026,E
% of agricultural GVA produced by irrigated agriculture,Albania,2002,21.3678959253,E
% of agricultural GVA produced by irrigated agriculture,Albania,2007,24.249894667,E
% of agricultural GVA produced by irrigated agriculture,Albania,2012,42.555251839,E
% of agricultural GVA produced by irrigated agriculture,Albania,2017,47.5526799354,E
% of agricultural GVA produced by irrigated agriculture,Albania,2018,47.1263465902,E
Ratio between rainfed and irrigated yields,Albania,2007,1.778,I
Ratio between rainfed and irrigated yields,Albania,2017,1.778,I
Ratio between rainfed and irrigated yields,Albania,2018,1.778,I
Agricultural water withdrawal as % of total renewable water resources,Albania,1997,2.7350993377,I
Agricultural water withdrawal as % of total renewable water resources,Albania,2002,2.9112582781,I
Agricultural water withdrawal as % of total renewable water resources,Albania,2007,1.7589403974,I
Agricultural water withdrawal as % of total renewable water resources,Albania,2012,1.9841059603,I
Agricultural water withdrawal as % of total renewable water resources,Albania,2017,2.3145695364,E
Agricultural water withdrawal as % of total renewable water resources,Albania,2018,2.1622516556,E
Agricultural water withdrawal,Albania,1997,0.826,I
Agricultural water withdrawal,Albania,2002,0.8792,I
Agricultural water withdrawal,Albania,2007,0.5312,I
Agricultural water withdrawal,Albania,2012,0.5992,I
Irrigation water requirement,Albania,2007,0.322,I
Irrigation water requirement,Albania,2012,0.322,I
Irrigation water requirement,Albania,2017,0.322,I
Irrigation water requirement,Albania,2018,0.322,I
Irrigation water withdrawal,Albania,2007,0.5220888889,I
Irrigation water withdrawal,Albania,2012,0.5445333333,I
Total agricultural water managed area,Algeria,1997,563.25,I
Total agricultural water managed area,Algeria,2002,625.6142857143,I
Total agricultural water managed area,Algeria,2007,906.4357142857,I
Total agricultural water managed area,Algeria,2012,1229.9,E
Total agricultural water managed area,Algeria,2017,1365.0,E
Total agricultural water managed area,Algeria,2018,1365.0,E
Area equipped for irrigation: total,Algeria,1997,563.25,I
Area equipped for irrigation: total,Algeria,2002,625.6142857143,I
Area equipped for irrigation: total,Algeria,2007,906.4357142857,I
Area equipped for irrigation: total,Algeria,2012,1229.9,E
Area equipped for irrigation: total,Algeria,2017,1365.0,E
Area equipped for irrigation: total,Algeria,2018,1365.0,E
% of agricultural GVA produced by irrigated agriculture,Algeria,2002,12.7877497353,E
% of agricultural GVA produced by irrigated agriculture,Algeria,2007,18.8822337383,E
% of agricultural GVA produced by irrigated agriculture,Algeria,2012,23.1431263766,E
% of agricultural GVA produced by irrigated agriculture,Algeria,2017,19.8996375699,E
% of agricultural GVA produced by irrigated agriculture,Algeria,2018,19.8296664533,E
Ratio between rainfed and irrigated yields,Algeria,2018,2.207368807,I
Agricultural water withdrawal as % of total renewable water resources,Algeria,1997,27.5166164084,I
Agricultural water withdrawal as % of total renewable water resources,Algeria,2002,31.1757326414,I
Agricultural water withdrawal as % of total renewable water resources,Algeria,2007,36.9729696035,I
Agricultural water withdrawal as % of total renewable water resources,Algeria,2012,42.7702065655,E
Agricultural water withdrawal as % of total renewable water resources,Algeria,2017,57.1783663324,E
Agricultural water withdrawal as % of total renewable water resources,Algeria,2018,57.1783663324,I
Agricultural water withdrawal,Algeria,1997,3.2103636364,I
Agricultural water withdrawal,Algeria,2002,3.6372727273,I
Agricultural water withdrawal,Algeria,2007,4.3136363636,I
Agricultural water withdrawal,Algeria,2012,4.99,E
Agricultural water withdrawal,Algeria,2017,6.671,OF
Agricultural water withdrawal,Algeria,2018,6.671,I
Irrigation water requirement,Algeria,2002,2.511,I
Irrigation water requirement,Algeria,2007,2.511,I
Irrigation water requirement,Algeria,2012,2.511,I
Irrigation water requirement,Algeria,2017,2.511,I
Irrigation water requirement,Algeria,2018,2.511,I
Irrigation water withdrawal,Algeria,2002,3.502,I
Irrigation water withdrawal,Algeria,2007,3.502,I
Irrigation water withdrawal,Algeria,2012,3.502,I
Irrigation water withdrawal,Algeria,2017,3.502,I
Irrigation water withdrawal,Algeria,2018,3.502,I
Total agricultural water managed area,Andorra,2002,0.15,I
Total agricultural water managed area,Andorra,2007,0.15,I
Total agricultural water managed area,Andorra,2012,0.15,I
Total agricultural water managed area,Andorra,2017,0.15,I
Total agricultural water managed area,Andorra,2018,0.15,I
Area equipped for irrigation: total,Andorra,2002,0.15,I
Area equipped for irrigation: total,Andorra,2007,0.15,I
Area equipped for irrigation: total,Andorra,2012,0.15,I
Area equipped for irrigation: total,Andorra,2017,0.15,I
Area equipped for irrigation: total,Andorra,2018,0.15,I
Ratio between rainfed and irrigated yields,Andorra,2007,1.778,I
Ratio between rainfed and irrigated yields,Andorra,2017,1.778,I
Ratio between rainfed and irrigated yields,Andorra,2018,1.778,I
Total agricultural water managed area,Angola,1997,404.0553333333,E
Total agricultural water managed area,Angola,2002,404.977,E
Total agricultural water managed area,Angola,2007,405.53,E
Total agricultural water managed area,Angola,2012,405.53,E
Total agricultural water managed area,Angola,2017,405.53,E
Total agricultural water managed area,Angola,2018,405.53,E
Area equipped for irrigation: total,Angola,1997,84.0553333333,I
Area equipped for irrigation: total,Angola,2002,84.977,I
Area equipped for irrigation: total,Angola,2007,85.53,I
Area equipped for irrigation: total,Angola,2012,85.53,I
Area equipped for irrigation: total,Angola,2017,85.53,I
Area equipped for irrigation: total,Angola,2018,85.53,I
% of agricultural GVA produced by irrigated agriculture,Angola,1997,1.3404839434,E
% of agricultural GVA produced by irrigated agriculture,Angola,2002,0.8287796773,E
% of agricultural GVA produced by irrigated agriculture,Angola,2007,0.453909907,E
% of agricultural GVA produced by irrigated agriculture,Angola,2012,0.3357811826,E
% of agricultural GVA produced by irrigated agriculture,Angola,2017,0.3213085575,E
% of agricultural GVA produced by irrigated agriculture,Angola,2018,0.3213085575,E
Ratio between rainfed and irrigated yields,Angola,1997,1.456,E
Ratio between rainfed and irrigated yields,Angola,2002,1.456,E
Ratio between rainfed and irrigated yields,Angola,2007,1.456,I
Ratio between rainfed and irrigated yields,Angola,2012,1.456,E
Ratio between rainfed and irrigated yields,Angola,2017,1.456,I
Ratio between rainfed and irrigated yields,Angola,2018,1.456,I
Agricultural water withdrawal as % of total renewable water resources,Angola,1997,0.1656126892,I
Agricultural water withdrawal as % of total renewable water resources,Angola,2002,0.1244474394,I
Agricultural water withdrawal as % of total renewable water resources,Angola,2007,0.0988544474,I
Agricultural water withdrawal as % of total renewable water resources,Angola,2012,0.0988544474,I
Agricultural water withdrawal as % of total renewable water resources,Angola,2017,0.0988544474,I
Agricultural water withdrawal as % of total renewable water resources,Angola,2018,0.0988544474,I
Agricultural water withdrawal,Angola,1997,0.2457692308,I
Agricultural water withdrawal,Angola,2002,0.18468,I
Agricultural water withdrawal,Angola,2007,0.1467,I
Agricultural water withdrawal,Angola,2012,0.1467,I
Agricultural water withdrawal,Angola,2017,0.1467,I
Agricultural water withdrawal,Angola,2018,0.1467,I
Irrigation water requirement,Angola,2007,0.04,I
Irrigation water requirement,Angola,2012,0.04,I
Irrigation water requirement,Angola,2017,0.04,I
Irrigation water requirement,Angola,2018,0.04,I
Irrigation water withdrawal,Angola,2007,0.1467,I
Irrigation water withdrawal,Angola,2012,0.1467,I
Irrigation water withdrawal,Angola,2017,0.1467,I
Irrigation water withdrawal,Angola,2018,0.1467,I
Total agricultural water managed area,Antigua and Barbuda,1997,0.13,E
Total agricultural water managed area,Antigua and Barbuda,2002,0.2048529412,I
Total agricultural water managed area,Antigua and Barbuda,2007,0.2797058824,I
Total agricultural water managed area,Antigua and Barbuda,2012,0.3545588235,I
Total agricultural water managed area,Antigua and Barbuda,2017,0.3845,I
Total agricultural water managed area,Antigua and Barbuda,2018,0.3845,I
Area equipped for irrigation: total,Antigua and Barbuda,1997,0.13,E
Area equipped for irrigation: total,Antigua and Barbuda,2002,0.2048529412,I
Area equipped for irrigation: total,Antigua and Barbuda,2007,0.2797058824,I
Area equipped for irrigation: total,Antigua and Barbuda,2012,0.3545588235,I
Area equipped for irrigation: total,Antigua and Barbuda,2017,0.3845,I
Area equipped for irrigation: total,Antigua and Barbuda,2018,0.3845,I
% of agricultural GVA produced by irrigated agriculture,Antigua and Barbuda,1997,4.5311440188,E
% of agricultural GVA produced by irrigated agriculture,Antigua and Barbuda,2002,7.0595467064,E
% of agricultural GVA produced by irrigated agriculture,Antigua and Barbuda,2007,9.5315086158,E
% of agricultural GVA produced by irrigated agriculture,Antigua and Barbuda,2012,11.9488987522,E
% of agricultural GVA produced by irrigated agriculture,Antigua and Barbuda,2017,12.9009777245,I
% of agricultural GVA produced by irrigated agriculture,Antigua and Barbuda,2018,12.9009777245,I
Ratio between rainfed and irrigated yields,Antigua and Barbuda,2007,1.778,I
Ratio between rainfed and irrigated yields,Antigua and Barbuda,2017,1.778,I
Ratio between rainfed and irrigated yields,Antigua and Barbuda,2018,1.778,I
Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,1997,2.5,E
Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2002,2.5,I
Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2007,2.7747252747,I
Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2012,3.4615384615,E
Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2017,3.4615384615,I
Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2018,3.4615384615,I
Agricultural water withdrawal,Antigua and Barbuda,2002,0.0013,I
Agricultural water withdrawal,Antigua and Barbuda,2007,0.0014428571,I
Agricultural water withdrawal,Antigua and Barbuda,2012,0.0018,OF
Agricultural water withdrawal,Antigua and Barbuda,2017,0.0018,I
Agricultural water withdrawal,Antigua and Barbuda,2018,0.0018,I
Irrigation water requirement,Antigua and Barbuda,2002,0.0003,I
Irrigation water requirement,Antigua and Barbuda,2007,0.0003,I
Irrigation water requirement,Antigua and Barbuda,2012,0.0003,I
Irrigation water requirement,Antigua and Barbuda,2017,0.0003,I
Irrigation water requirement,Antigua and Barbuda,2018,0.0003,I
Irrigation water withdrawal,Antigua and Barbuda,1997,0.0013,E
Irrigation water withdrawal,Antigua and Barbuda,2002,0.0013,I
Irrigation water withdrawal,Antigua and Barbuda,2007,0.0013,I
Irrigation water withdrawal,Antigua and Barbuda,2012,0.0013,I
Irrigation water withdrawal,Antigua and Barbuda,2017,0.0013,I
Irrigation water withdrawal,Antigua and Barbuda,2018,0.0013,I
Total agricultural water managed area,Argentina,1997,1812.6712732919,E
Total agricultural water managed area,Argentina,2002,2138.2608695652,E
Total agricultural water managed area,Argentina,2007,2259.7826086956,E
Total agricultural water managed area,Argentina,2012,2357.0,I
Total agricultural water managed area,Argentina,2017,2357.0,I
Total agricultural water managed area,Argentina,2018,2357.0,I
Area equipped for irrigation: total,Argentina,1997,1812.6712732919,E
Area equipped for irrigation: total,Argentina,2002,2138.2608695652,E
Area equipped for irrigation: total,Argentina,2007,2259.7826086956,E
Area equipped for irrigation: total,Argentina,2012,2357.0,I
Area equipped for irrigation: total,Argentina,2017,2357.0,I
Area equipped for irrigation: total,Argentina,2018,2357.0,I
% of agricultural GVA produced by irrigated agriculture,Argentina,1997,8.9085003996,E
% of agricultural GVA produced by irrigated agriculture,Argentina,2002,7.6906761744,E
Ratio between rainfed and irrigated yields,Argentina,1997,1.69,E
Ratio between rainfed and irrigated yields,Argentina,2002,1.69,E
Ratio between rainfed and irrigated yields,Argentina,2007,1.69,I
Ratio between rainfed and irrigated yields,Argentina,2012,1.69,E
Ratio between rainfed and irrigated yields,Argentina,2017,1.69,I
Ratio between rainfed and irrigated yields,Argentina,2018,1.69,I
Agricultural water withdrawal as % of total renewable water resources,Argentina,1997,2.4559481421,I
Agricultural water withdrawal as % of total renewable water resources,Argentina,2002,2.5889544583,I
Agricultural water withdrawal as % of total renewable water resources,Argentina,2007,2.9214702489,I
Agricultural water withdrawal as % of total renewable water resources,Argentina,2012,3.1874828814,I
Agricultural water withdrawal as % of total renewable water resources,Argentina,2017,3.1874828814,I
Agricultural water withdrawal as % of total renewable water resources,Argentina,2018,3.1874828814,I
Agricultural water withdrawal,Argentina,1997,21.52,I
Agricultural water withdrawal,Argentina,2002,22.6854545455,I
Agricultural water withdrawal,Argentina,2007,25.5990909091,I
Agricultural water withdrawal,Argentina,2012,27.93,I
Agricultural water withdrawal,Argentina,2017,27.93,I
Agricultural water withdrawal,Argentina,2018,27.93,I
Irrigation water requirement,Argentina,2012,12.23,I
Irrigation water requirement,Argentina,2017,12.23,I
Irrigation water requirement,Argentina,2018,12.23,I
Total agricultural water managed area,Armenia,1997,284.5,E
Total agricultural water managed area,Armenia,2002,273.5,E
Total agricultural water managed area,Armenia,2007,255.9777777778,I
Total agricultural water managed area,Armenia,2012,168.3666666667,I
Total agricultural water managed area,Armenia,2017,97.5,E
Area equipped for irrigation: total,Armenia,1997,284.5,E
Area equipped for irrigation: total,Armenia,2002,273.5,E
Area equipped for irrigation: total,Armenia,2007,255.9777777778,I
Area equipped for irrigation: total,Armenia,2012,168.3666666667,I
Area equipped for irrigation: total,Armenia,2017,97.5,E
% of agricultural GVA produced by irrigated agriculture,Armenia,1997,48.6724989358,E
% of agricultural GVA produced by irrigated agriculture,Armenia,2002,49.560852006,E
% of agricultural GVA produced by irrigated agriculture,Armenia,2007,47.9315260444,E
% of agricultural GVA produced by irrigated agriculture,Armenia,2012,44.2443715393,E
% of agricultural GVA produced by irrigated agriculture,Armenia,2017,37.5761443407,E
% of agricultural GVA produced by irrigated agriculture,Armenia,2018,25.6459148349,E
Ratio between rainfed and irrigated yields,Armenia,2007,1.778,I
Ratio between rainfed and irrigated yields,Armenia,2017,1.778,I
Ratio between rainfed and irrigated yields,Armenia,2018,1.778,I
Agricultural water withdrawal as % of total renewable water resources,Armenia,1997,22.0311494401,I
Agricultural water withdrawal as % of total renewable water resources,Armenia,2002,14.6737031793,E
Agricultural water withdrawal as % of total renewable water resources,Armenia,2007,24.3274552709,E
Agricultural water withdrawal as % of total renewable water resources,Armenia,2012,27.1334792123,E
Agricultural water withdrawal as % of total renewable water resources,Armenia,2018,24.2244819153,E
Agricultural water withdrawal,Armenia,1997,1.7116,I
Agricultural water withdrawal,Armenia,2002,1.14,E
Agricultural water withdrawal,Armenia,2007,1.89,OF
Agricultural water withdrawal,Armenia,2012,2.108,OF
Irrigation water requirement,Armenia,2007,0.624,I
Irrigation water requirement,Armenia,2012,0.624,I
Irrigation water requirement,Armenia,2017,0.624,I
Irrigation water requirement,Armenia,2018,0.624,I
Irrigation water withdrawal,Armenia,2012,1.496,OF
Irrigation water withdrawal,Armenia,2017,1.612,OF
Total agricultural water managed area,Australia,1997,2393.6,I
Total agricultural water managed area,Australia,2002,2491.3333333333,I
Total agricultural water managed area,Australia,2007,2506.19,I
Total agricultural water managed area,Australia,2012,2307.14,I
Total agricultural water managed area,Australia,2017,2243.7,E
Total agricultural water managed area,Australia,2018,2298.2,E
Area equipped for irrigation: total,Australia,1997,2393.6,I
Area equipped for irrigation: total,Australia,2002,2491.3333333333,I
Area equipped for irrigation: total,Australia,2007,2506.19,I
Area equipped for irrigation: total,Australia,2012,2307.14,I
Area equipped for irrigation: total,Australia,2017,2243.7,E
Area equipped for irrigation: total,Australia,2018,2298.2,E
% of agricultural GVA produced by irrigated agriculture,Australia,2007,18.2840270087,E
% of agricultural GVA produced by irrigated agriculture,Australia,2012,13.8105328481,E
% of agricultural GVA produced by irrigated agriculture,Australia,2017,14.4536329228,E
% of agricultural GVA produced by irrigated agriculture,Australia,2018,14.6758949111,E
Ratio between rainfed and irrigated yields,Australia,1997,2.171,E
Ratio between rainfed and irrigated yields,Australia,2002,2.171,E
Ratio between rainfed and irrigated yields,Australia,2007,2.171,I
Ratio between rainfed and irrigated yields,Australia,2012,2.171,E
Ratio between rainfed and irrigated yields,Australia,2017,2.171,I
Ratio between rainfed and irrigated yields,Australia,2018,2.171,I
Agricultural water withdrawal as % of total renewable water resources,Australia,1997,3.131300813,I
Agricultural water withdrawal as % of total renewable water resources,Australia,2002,2.9131097561,I
Agricultural water withdrawal as % of total renewable water resources,Australia,2007,1.987195122,I
Agricultural water withdrawal as % of total renewable water resources,Australia,2012,1.9485772358,E
Agricultural water withdrawal as % of total renewable water resources,Australia,2017,2.25,E
Agricultural water withdrawal as % of total renewable water resources,Australia,2018,2.4440731707,E
Agricultural water withdrawal,Australia,1997,15.406,I
Agricultural water withdrawal,Australia,2002,14.3325,I
Agricultural water withdrawal,Australia,2007,9.777,I
Agricultural water withdrawal,Australia,2012,9.587,OF
Irrigation water requirement,Australia,2012,3.892,I
Irrigation water requirement,Australia,2017,3.892,I
Irrigation water requirement,Australia,2018,3.892,I
Irrigation water withdrawal,Australia,2007,7.636,OF
Irrigation water withdrawal,Australia,2012,10.1386666667,I
Total agricultural water managed area,Austria,1997,96.26,E
Total agricultural water managed area,Austria,2002,91.9933333333,I
Total agricultural water managed area,Austria,2007,117.0,E
Total agricultural water managed area,Austria,2017,99.76,I
Total agricultural water managed area,Austria,2018,99.76,I
Area equipped for irrigation: total,Austria,1997,96.26,E
Area equipped for irrigation: total,Austria,2002,91.9933333333,I
Area equipped for irrigation: total,Austria,2007,117.0,E
Area equipped for irrigation: total,Austria,2017,99.76,I
Area equipped for irrigation: total,Austria,2018,99.76,I
% of agricultural GVA produced by irrigated agriculture,Austria,1997,5.0374313308,E
% of agricultural GVA produced by irrigated agriculture,Austria,2002,4.2739452968,E
% of agricultural GVA produced by irrigated agriculture,Austria,2007,5.2264523165,E
% of agricultural GVA produced by irrigated agriculture,Austria,2012,5.3064947504,E
% of agricultural GVA produced by irrigated agriculture,Austria,2017,5.39777131,E
% of agricultural GVA produced by irrigated agriculture,Austria,2018,5.4045384418,E
Ratio between rainfed and irrigated yields,Austria,2007,1.778,I
Ratio between rainfed and irrigated yields,Austria,2017,1.778,I
Ratio between rainfed and irrigated yields,Austria,2018,1.778,I
Agricultural water withdrawal as % of total renewable water resources,Austria,1997,0.1287001287,E
Agricultural water withdrawal as % of total renewable water resources,Austria,2002,0.1287001287,E
Agricultural water withdrawal as % of total renewable water resources,Austria,2007,0.1102799228,I
Agricultural water withdrawal as % of total renewable water resources,Austria,2012,0.0992277992,I
Agricultural water withdrawal as % of total renewable water resources,Austria,2017,0.0992277992,I
Agricultural water withdrawal as % of total renewable water resources,Austria,2018,0.0992277992,I
Agricultural water withdrawal,Austria,1997,0.1,X
Agricultural water withdrawal,Austria,2002,0.1,X
Agricultural water withdrawal,Austria,2007,0.0856875,I
Agricultural water withdrawal,Austria,2012,0.0771,I
Agricultural water withdrawal,Austria,2017,0.0771,I
Agricultural water withdrawal,Austria,2018,0.0771,I
Irrigation water requirement,Austria,2012,0.0599,I
Irrigation water requirement,Austria,2017,0.0599,I
Irrigation water requirement,Austria,2018,0.0599,I
Irrigation water withdrawal,Austria,1997,0.0675,X
Irrigation water withdrawal,Austria,2002,0.054,I
Irrigation water withdrawal,Austria,2007,0.0315,I
Irrigation water withdrawal,Austria,2012,0.018,I
Irrigation water withdrawal,Austria,2017,0.018,I
Irrigation water withdrawal,Austria,2018,0.018,I
Total agricultural water managed area,Azerbaijan,1997,1441.0,E
Total agricultural water managed area,Azerbaijan,2002,1426.0,E
Total agricultural water managed area,Azerbaijan,2007,1433.0,E
Total agricultural water managed area,Azerbaijan,2012,1428.0,E
Area equipped for irrigation: total,Azerbaijan,1997,1441.0,E
Area equipped for irrigation: total,Azerbaijan,2002,1426.0,OF
Area equipped for irrigation: total,Azerbaijan,2007,1433.0,E
Area equipped for irrigation: total,Azerbaijan,2012,1428.0,E
% of agricultural GVA produced by irrigated agriculture,Azerbaijan,1997,76.4004599812,E
% of agricultural GVA produced by irrigated agriculture,Azerbaijan,2002,77.1689497717,E
% of agricultural GVA produced by irrigated agriculture,Azerbaijan,2007,77.0128067404,E
% of agricultural GVA produced by irrigated agriculture,Azerbaijan,2012,75.9768031987,E
% of agricultural GVA produced by irrigated agriculture,Azerbaijan,2017,65.6801129647,E
% of agricultural GVA produced by irrigated agriculture,Azerbaijan,2018,65.4682770917,E
Ratio between rainfed and irrigated yields,Azerbaijan,2007,1.778,I
Ratio between rainfed and irrigated yields,Azerbaijan,2017,1.778,I
Ratio between rainfed and irrigated yields,Azerbaijan,2018,1.778,I
Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,1997,26.687815429,E
Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2002,18.387887527,E
Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2007,24.7469358327,E
Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2012,25.6294160058,E
Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2018,32.4066330209,E
Agricultural water withdrawal,Azerbaijan,1997,9.254,OF
Agricultural water withdrawal,Azerbaijan,2002,6.376,OF
Agricultural water withdrawal,Azerbaijan,2007,8.581,OF
Agricultural water withdrawal,Azerbaijan,2012,8.887,OF
Irrigation water requirement,Azerbaijan,2007,3.62,I
Irrigation water requirement,Azerbaijan,2012,3.62,I
Irrigation water requirement,Azerbaijan,2017,3.62,I
Irrigation water requirement,Azerbaijan,2018,3.62,I
Total agricultural water managed area,Bahamas,1997,1.0,I
Total agricultural water managed area,Bahamas,2002,1.0,I
Total agricultural water managed area,Bahamas,2007,1.0,I
Total agricultural water managed area,Bahamas,2012,1.0,E
Total agricultural water managed area,Bahamas,2017,1.0,I
Total agricultural water managed area,Bahamas,2018,1.0,I
Area equipped for irrigation: total,Bahamas,1997,1.0,I
Area equipped for irrigation: total,Bahamas,2002,1.0,I
Area equipped for irrigation: total,Bahamas,2007,1.0,I
Area equipped for irrigation: total,Bahamas,2012,1.0,E
Area equipped for irrigation: total,Bahamas,2017,1.0,I
Area equipped for irrigation: total,Bahamas,2018,1.0,I
% of agricultural GVA produced by irrigated agriculture,Bahamas,2012,0.0222228388,E
% of agricultural GVA produced by irrigated agriculture,Bahamas,2017,0.0222228388,I
% of agricultural GVA produced by irrigated agriculture,Bahamas,2018,0.0222228388,I
Ratio between rainfed and irrigated yields,Bahamas,2007,1.778,I
Ratio between rainfed and irrigated yields,Bahamas,2017,1.778,I
Ratio between rainfed and irrigated yields,Bahamas,2018,1.778,I
Total agricultural water managed area,Bahrain,1997,3.59,I
Total agricultural water managed area,Bahrain,2002,4.0346153846,I
Total agricultural water managed area,Bahrain,2007,3.9076923077,I
Total agricultural water managed area,Bahrain,2012,3.7807692308,I
Total agricultural water managed area,Bahrain,2017,3.73,I
Total agricultural water managed area,Bahrain,2018,3.73,I
Area equipped for irrigation: total,Bahrain,1997,3.59,I
Area equipped for irrigation: total,Bahrain,2002,4.0346153846,I
Area equipped for irrigation: total,Bahrain,2007,3.9076923077,I
Area equipped for irrigation: total,Bahrain,2012,3.7807692308,I
Area equipped for irrigation: total,Bahrain,2017,3.73,I
Area equipped for irrigation: total,Bahrain,2018,3.73,I
% of agricultural GVA produced by irrigated agriculture,Bahrain,1997,81.9068859056,E
% of agricultural GVA produced by irrigated agriculture,Bahrain,2002,85.7634913446,E
% of agricultural GVA produced by irrigated agriculture,Bahrain,2007,94.8828164978,E
% of agricultural GVA produced by irrigated agriculture,Bahrain,2012,92.4258804428,E
% of agricultural GVA produced by irrigated agriculture,Bahrain,2017,92.4258804428,E
% of agricultural GVA produced by irrigated agriculture,Bahrain,2018,92.4258804428,E
Ratio between rainfed and irrigated yields,Bahrain,2007,1.778,I
Ratio between rainfed and irrigated yields,Bahrain,2017,1.778,I
Ratio between rainfed and irrigated yields,Bahrain,2018,1.778,I
Agricultural water withdrawal as % of total renewable water resources,Bahrain,1997,137.5,I
Agricultural water withdrawal as % of total renewable water resources,Bahrain,2002,140.3448275862,I
Agricultural water withdrawal as % of total renewable water resources,Bahrain,2007,129.9059561129,I
Agricultural water withdrawal as % of total renewable water resources,Bahrain,2012,120.736677116,I
Agricultural water withdrawal as % of total renewable water resources,Bahrain,2017,124.7413793103,I
Agricultural water withdrawal as % of total renewable water resources,Bahrain,2018,124.7413793103,I
Agricultural water withdrawal,Bahrain,1997,0.1595,I
Agricultural water withdrawal,Bahrain,2002,0.1628,I
Agricultural water withdrawal,Bahrain,2007,0.1506909091,I
Agricultural water withdrawal,Bahrain,2012,0.1400545455,I
Agricultural water withdrawal,Bahrain,2017,0.1447,I
Agricultural water withdrawal,Bahrain,2018,0.1447,I
Irrigation water requirement,Bahrain,2002,0.04,I
Irrigation water requirement,Bahrain,2007,0.04,I
Irrigation water requirement,Bahrain,2012,0.04,I
Irrigation water requirement,Bahrain,2017,0.04,I
Irrigation water requirement,Bahrain,2018,0.04,I
Total agricultural water managed area,Bangladesh,1997,5495.8461538462,E
Total agricultural water managed area,Bangladesh,2002,5995.4615384615,E
Total agricultural water managed area,Bangladesh,2007,6495.0769230769,E
