,,Year,Value,Symbol
Total water withdrawal,Barbados,2017,0.081,I
Total water withdrawal,Barbados,2018,0.081,I
Municipal water withdrawal,Belarus,1997,0.7914,I
Municipal water withdrawal,Belarus,2002,0.8315,I
Municipal water withdrawal,Belarus,2007,0.7176,I
Municipal water withdrawal,Belarus,2012,0.5611666667,I
Municipal water withdrawal,Belarus,2017,0.523,OF
Industrial water withdrawal,Belarus,1997,0.6138,I
Industrial water withdrawal,Belarus,2002,0.5243,I
Industrial water withdrawal,Belarus,2007,0.4914,I
Industrial water withdrawal,Belarus,2012,0.4811666667,I
Industrial water withdrawal,Belarus,2017,0.443,OF
Total water withdrawal,Belarus,1997,1.9228,I
Total water withdrawal,Belarus,2002,1.7846,I
Total water withdrawal,Belarus,2007,1.6428,I
Total water withdrawal,Belarus,2012,1.5253333333,I
Municipal water withdrawal,Belgium,1997,0.874,X
Municipal water withdrawal,Belgium,2002,0.7358,X
Municipal water withdrawal,Belgium,2007,0.7304,X
Municipal water withdrawal,Belgium,2012,0.725,X
Municipal water withdrawal,Belgium,2017,0.739,I
Municipal water withdrawal,Belgium,2018,0.739,I
Industrial water withdrawal,Belgium,1997,6.8,X
Industrial water withdrawal,Belgium,2002,5.964,X
Industrial water withdrawal,Belgium,2007,5.45,X
Industrial water withdrawal,Belgium,2012,4.233,I
Industrial water withdrawal,Belgium,2017,3.21,I
Industrial water withdrawal,Belgium,2018,3.21,I
Total water withdrawal,Belgium,1997,7.69,E
Total water withdrawal,Belgium,2002,6.738,E
Total water withdrawal,Belgium,2007,6.2173,E
Total water withdrawal,Belgium,2012,4.994,E
Total water withdrawal,Belgium,2017,3.994,I
Total water withdrawal,Belgium,2018,3.994,I
Municipal water withdrawal,Belize,1997,0.01116,I
Municipal water withdrawal,Belize,2002,0.0114,I
Municipal water withdrawal,Belize,2007,0.0114,I
Municipal water withdrawal,Belize,2012,0.0114,I
Municipal water withdrawal,Belize,2017,0.0114,I
Municipal water withdrawal,Belize,2018,0.0114,I
Industrial water withdrawal,Belize,1997,0.0163076923,I
Industrial water withdrawal,Belize,2002,0.0212,I
Industrial water withdrawal,Belize,2007,0.0212,I
Industrial water withdrawal,Belize,2012,0.0212,I
Industrial water withdrawal,Belize,2017,0.0212,I
Industrial water withdrawal,Belize,2018,0.0212,I
Total water withdrawal,Belize,1997,0.0751248352,E
Total water withdrawal,Belize,2002,0.101,I
Total water withdrawal,Belize,2007,0.101,I
Total water withdrawal,Belize,2012,0.101,I
Total water withdrawal,Belize,2017,0.101,I
Total water withdrawal,Belize,2018,0.101,I
Municipal water withdrawal,Benin,1997,0.0364285714,I
Municipal water withdrawal,Benin,2002,0.0497142857,I
Municipal water withdrawal,Benin,2007,0.0932857143,I
Municipal water withdrawal,Benin,2012,0.1368571429,I
Municipal water withdrawal,Benin,2017,0.145,OF
Municipal water withdrawal,Benin,2018,0.145,I
Industrial water withdrawal,Benin,1997,0.02625,I
Industrial water withdrawal,Benin,2002,0.03,I
Industrial water withdrawal,Benin,2007,0.03,I
Industrial water withdrawal,Benin,2012,0.03,I
Industrial water withdrawal,Benin,2017,0.03,I
Industrial water withdrawal,Benin,2018,0.03,I
Total water withdrawal,Benin,1997,0.1433928571,E
Total water withdrawal,Benin,2002,0.1387142857,E
Total water withdrawal,Benin,2007,0.1822857143,E
Total water withdrawal,Benin,2012,0.2258571429,E
Total water withdrawal,Benin,2017,0.234,E
Total water withdrawal,Benin,2018,0.234,E
Municipal water withdrawal,Bhutan,1997,0.0118666667,I
Municipal water withdrawal,Bhutan,2002,0.0142,I
Municipal water withdrawal,Bhutan,2007,0.0165333333,I
Municipal water withdrawal,Bhutan,2012,0.017,I
Municipal water withdrawal,Bhutan,2017,0.017,I
Municipal water withdrawal,Bhutan,2018,0.017,I
Industrial water withdrawal,Bhutan,1997,0.0024761905,I
Industrial water withdrawal,Bhutan,2002,0.0027142857,I
Industrial water withdrawal,Bhutan,2007,0.002952381,I
Industrial water withdrawal,Bhutan,2012,0.003,I
Industrial water withdrawal,Bhutan,2017,0.003,I
Industrial water withdrawal,Bhutan,2018,0.003,I
Total water withdrawal,Bhutan,2012,0.338,I
Total water withdrawal,Bhutan,2017,0.338,I
Total water withdrawal,Bhutan,2018,0.338,I
Municipal water withdrawal,Bolivia (Plurinational State of),1997,0.1294545455,I
Municipal water withdrawal,Bolivia (Plurinational State of),2002,0.1321818182,I
Municipal water withdrawal,Bolivia (Plurinational State of),2007,0.1349090909,I
Municipal water withdrawal,Bolivia (Plurinational State of),2012,0.136,I
Municipal water withdrawal,Bolivia (Plurinational State of),2017,0.136,I
Municipal water withdrawal,Bolivia (Plurinational State of),2018,0.136,I
Industrial water withdrawal,Bolivia (Plurinational State of),1997,0.0483636364,I
Industrial water withdrawal,Bolivia (Plurinational State of),2002,0.0415454545,I
Industrial water withdrawal,Bolivia (Plurinational State of),2007,0.0347272727,I
Industrial water withdrawal,Bolivia (Plurinational State of),2012,0.032,I
Industrial water withdrawal,Bolivia (Plurinational State of),2017,0.032,I
Industrial water withdrawal,Bolivia (Plurinational State of),2018,0.032,I
Total water withdrawal,Bolivia (Plurinational State of),1997,1.8343181818,E
Total water withdrawal,Bolivia (Plurinational State of),2002,1.9983939394,E
Total water withdrawal,Bolivia (Plurinational State of),2007,2.0737474747,E
Total water withdrawal,Bolivia (Plurinational State of),2012,2.088,I
Total water withdrawal,Bolivia (Plurinational State of),2017,2.088,I
Total water withdrawal,Bolivia (Plurinational State of),2018,2.088,I
Municipal water withdrawal,Bosnia and Herzegovina,2002,0.3556,OF
Municipal water withdrawal,Bosnia and Herzegovina,2007,0.3504,OF
Municipal water withdrawal,Bosnia and Herzegovina,2012,0.3593,OF
Municipal water withdrawal,Bosnia and Herzegovina,2017,0.3608,OF
Municipal water withdrawal,Bosnia and Herzegovina,2018,0.3608,I
Industrial water withdrawal,Bosnia and Herzegovina,2002,0.0199,OF
Industrial water withdrawal,Bosnia and Herzegovina,2007,0.0392,OF
Industrial water withdrawal,Bosnia and Herzegovina,2012,0.0721,OF
Industrial water withdrawal,Bosnia and Herzegovina,2017,0.0718,OF
Industrial water withdrawal,Bosnia and Herzegovina,2018,0.0718,I
Municipal water withdrawal,Botswana,1997,0.06286,I
Municipal water withdrawal,Botswana,2002,0.08252,I
Municipal water withdrawal,Botswana,2007,0.0886666667,I
Municipal water withdrawal,Botswana,2012,0.0837,OF
Municipal water withdrawal,Botswana,2017,0.1006,OF
Municipal water withdrawal,Botswana,2018,0.1006,I
Industrial water withdrawal,Botswana,1997,0.0305,I
Industrial water withdrawal,Botswana,2002,0.03656,I
Industrial water withdrawal,Botswana,2007,0.0367666667,I
Industrial water withdrawal,Botswana,2012,0.0363,OF
Industrial water withdrawal,Botswana,2017,0.0234,OF
Industrial water withdrawal,Botswana,2018,0.0234,I
Total water withdrawal,Botswana,1997,0.16364,I
Total water withdrawal,Botswana,2002,0.1980436364,E
Total water withdrawal,Botswana,2007,0.2018060606,E
Total water withdrawal,Botswana,2012,0.1943,E
Total water withdrawal,Botswana,2017,0.193,E
Total water withdrawal,Botswana,2018,0.193,I
Municipal water withdrawal,Brazil,1997,11.973,I
Municipal water withdrawal,Brazil,2002,14.338,I
Municipal water withdrawal,Brazil,2007,16.475,I
Municipal water withdrawal,Brazil,2012,16.76,I
Municipal water withdrawal,Brazil,2017,16.74,OF
Industrial water withdrawal,Brazil,1997,9.96,I
Industrial water withdrawal,Brazil,2002,10.06,I
Industrial water withdrawal,Brazil,2007,10.785,I
Industrial water withdrawal,Brazil,2012,13.085,I
Industrial water withdrawal,Brazil,2017,9.511,OF
Total water withdrawal,Brazil,1997,55.19,I
Total water withdrawal,Brazil,2002,56.79,I
Total water withdrawal,Brazil,2007,62.26,I
Total water withdrawal,Brazil,2012,69.93,I
Municipal water withdrawal,Brunei Darussalam,2007,0.1389,X
Municipal water withdrawal,Brunei Darussalam,2012,0.1515,I
Municipal water withdrawal,Brunei Darussalam,2017,0.1515,I
Municipal water withdrawal,Brunei Darussalam,2018,0.1515,I
Total water withdrawal,Brunei Darussalam,1997,0.092,I
Total water withdrawal,Brunei Darussalam,2002,0.092,I
Total water withdrawal,Brunei Darussalam,2007,0.092,I
Total water withdrawal,Brunei Darussalam,2012,0.092,I
Total water withdrawal,Brunei Darussalam,2017,0.092,I
Total water withdrawal,Brunei Darussalam,2018,0.092,I
Municipal water withdrawal,Bulgaria,1997,1.0005,I
Municipal water withdrawal,Bulgaria,2002,1.07,X
Municipal water withdrawal,Bulgaria,2007,1.0071543482,I
Municipal water withdrawal,Bulgaria,2012,0.9483,OF
Industrial water withdrawal,Bulgaria,1997,4.0827,I
Industrial water withdrawal,Bulgaria,2002,4.776,X
Industrial water withdrawal,Bulgaria,2007,4.4954852026,I
Industrial water withdrawal,Bulgaria,2012,3.817,OF
Total water withdrawal,Bulgaria,1997,6.5802,E
Total water withdrawal,Bulgaria,2002,6.589,E
Total water withdrawal,Bulgaria,2007,6.202,X
Total water withdrawal,Bulgaria,2012,5.715,X
Municipal water withdrawal,Burkina Faso,1997,0.0988333333,I
Municipal water withdrawal,Burkina Faso,2002,0.31758,I
Municipal water withdrawal,Burkina Faso,2007,0.3756,I
Municipal water withdrawal,Burkina Faso,2012,0.3756,I
Municipal water withdrawal,Burkina Faso,2017,0.3756,I
Municipal water withdrawal,Burkina Faso,2018,0.3756,I
Industrial water withdrawal,Burkina Faso,1997,0.005,I
Industrial water withdrawal,Burkina Faso,2002,0.01834,I
Industrial water withdrawal,Burkina Faso,2007,0.0217,I
Industrial water withdrawal,Burkina Faso,2012,0.0217,I
Industrial water withdrawal,Burkina Faso,2017,0.0217,I
Industrial water withdrawal,Burkina Faso,2018,0.0217,I
Total water withdrawal,Burkina Faso,1997,0.4722222222,E
Total water withdrawal,Burkina Faso,2002,0.75662,E
Total water withdrawal,Burkina Faso,2007,0.818,I
Total water withdrawal,Burkina Faso,2012,0.818,I
Total water withdrawal,Burkina Faso,2017,0.818,I
Total water withdrawal,Burkina Faso,2018,0.818,I
Municipal water withdrawal,Burundi,1997,0.046,I
Municipal water withdrawal,Burundi,2002,0.04664,I
Municipal water withdrawal,Burundi,2007,0.0431,I
Municipal water withdrawal,Burundi,2012,0.0431,I
Municipal water withdrawal,Burundi,2017,0.0431,I
Municipal water withdrawal,Burundi,2018,0.0431,I
Industrial water withdrawal,Burundi,1997,0.0130769231,I
Industrial water withdrawal,Burundi,2002,0.0162,I
Industrial water withdrawal,Burundi,2007,0.015,I
Industrial water withdrawal,Burundi,2012,0.015,I
Industrial water withdrawal,Burundi,2017,0.015,I
Industrial water withdrawal,Burundi,2018,0.015,I
Total water withdrawal,Burundi,1997,0.2446153846,I
Total water withdrawal,Burundi,2002,0.28484,E
Total water withdrawal,Burundi,2007,0.2801,E
Total water withdrawal,Burundi,2012,0.2801,E
Total water withdrawal,Burundi,2017,0.2801,E
Total water withdrawal,Burundi,2018,0.2801,E
Municipal water withdrawal,Cabo Verde,2002,0.0016,I
Municipal water withdrawal,Cabo Verde,2007,0.0016,I
Municipal water withdrawal,Cabo Verde,2012,0.0016,I
Municipal water withdrawal,Cabo Verde,2017,0.0016,I
Municipal water withdrawal,Cabo Verde,2018,0.0016,I
Industrial water withdrawal,Cabo Verde,2002,0.0004,I
Industrial water withdrawal,Cabo Verde,2007,0.0004,I
Industrial water withdrawal,Cabo Verde,2012,0.0004,I
Industrial water withdrawal,Cabo Verde,2017,0.0004,I
Industrial water withdrawal,Cabo Verde,2018,0.0004,I
Total water withdrawal,Cabo Verde,2002,0.0245,E
Total water withdrawal,Cabo Verde,2007,0.027,E
Total water withdrawal,Cabo Verde,2012,0.027,E
Total water withdrawal,Cabo Verde,2017,0.027,E
Total water withdrawal,Cabo Verde,2018,0.027,E
Municipal water withdrawal,Cambodia,1997,0.0638947368,I
Municipal water withdrawal,Cambodia,2002,0.0828421053,I
Municipal water withdrawal,Cambodia,2007,0.098,I
Municipal water withdrawal,Cambodia,2012,0.098,I
Municipal water withdrawal,Cambodia,2017,0.098,I
Municipal water withdrawal,Cambodia,2018,0.098,I
Industrial water withdrawal,Cambodia,1997,0.0198315789,I
Industrial water withdrawal,Cambodia,2002,0.0271473684,I
Industrial water withdrawal,Cambodia,2007,0.033,I
Industrial water withdrawal,Cambodia,2012,0.033,I
Industrial water withdrawal,Cambodia,2017,0.033,I
Industrial water withdrawal,Cambodia,2018,0.033,I
Total water withdrawal,Cambodia,2007,2.184,I
Total water withdrawal,Cambodia,2012,2.184,I
Total water withdrawal,Cambodia,2017,2.184,I
Total water withdrawal,Cambodia,2018,2.184,I
Municipal water withdrawal,Cameroon,1997,0.1696875,I
Municipal water withdrawal,Cameroon,2002,0.19538,I
Municipal water withdrawal,Cameroon,2007,0.2468,I
Municipal water withdrawal,Cameroon,2012,0.2468,I
Municipal water withdrawal,Cameroon,2017,0.2468,I
Municipal water withdrawal,Cameroon,2018,0.2468,I
Industrial water withdrawal,Cameroon,1997,0.0711875,I
Industrial water withdrawal,Cameroon,2002,0.08282,I
Industrial water withdrawal,Cameroon,2007,0.1046,I
Industrial water withdrawal,Cameroon,2012,0.1046,I
Industrial water withdrawal,Cameroon,2017,0.1046,I
Industrial water withdrawal,Cameroon,2018,0.1046,I
Total water withdrawal,Cameroon,1997,0.754,I
Total water withdrawal,Cameroon,2002,1.0152,E
Total water withdrawal,Cameroon,2007,1.0884,E
Total water withdrawal,Cameroon,2012,1.0884,E
Total water withdrawal,Cameroon,2017,1.0884,E
Total water withdrawal,Cameroon,2018,1.0884,E
Municipal water withdrawal,Canada,1997,5.307,I
Municipal water withdrawal,Canada,2002,5.6196666667,I
Municipal water withdrawal,Canada,2007,5.878,X
Municipal water withdrawal,Canada,2012,5.0785,I
Municipal water withdrawal,Canada,2018,4.888,I
Industrial water withdrawal,Canada,1997,32.575,I
Industrial water withdrawal,Canada,2002,32.0128571429,I
Industrial water withdrawal,Canada,2007,33.12,X
Total water withdrawal,Canada,1997,41.824,E
Total water withdrawal,Canada,2002,40.7645238095,E
Total water withdrawal,Canada,2007,41.32,E
Municipal water withdrawal,Central African Republic,1997,0.0456153846,I
Municipal water withdrawal,Central African Republic,2002,0.05692,I
Municipal water withdrawal,Central African Republic,2007,0.0601,I
Municipal water withdrawal,Central African Republic,2012,0.0601,I
Municipal water withdrawal,Central African Republic,2017,0.0601,I
Municipal water withdrawal,Central African Republic,2018,0.0601,I
Industrial water withdrawal,Central African Republic,1997,0.0093846154,I
Industrial water withdrawal,Central African Republic,2002,0.0114,I
Industrial water withdrawal,Central African Republic,2007,0.012,I
Industrial water withdrawal,Central African Republic,2012,0.012,I
Industrial water withdrawal,Central African Republic,2017,0.012,I
Industrial water withdrawal,Central African Republic,2018,0.012,I
Total water withdrawal,Central African Republic,1997,0.0554,I
Total water withdrawal,Central African Republic,2002,0.06872,I
Total water withdrawal,Central African Republic,2007,0.0725,I
Total water withdrawal,Central African Republic,2012,0.0725,I
Total water withdrawal,Central African Republic,2017,0.0725,I
Total water withdrawal,Central African Republic,2018,0.0725,I
Municipal water withdrawal,Chad,1997,0.0747692308,I
Municipal water withdrawal,Chad,2002,0.09458,I
Municipal water withdrawal,Chad,2007,0.1037,I
Municipal water withdrawal,Chad,2012,0.1037,I
Municipal water withdrawal,Chad,2017,0.1037,I
Municipal water withdrawal,Chad,2018,0.1037,I
Industrial water withdrawal,Chad,1997,0.069,I
Industrial water withdrawal,Chad,2002,0.09458,I
Industrial water withdrawal,Chad,2007,0.1037,I
Industrial water withdrawal,Chad,2012,0.1037,I
Industrial water withdrawal,Chad,2017,0.1037,I
Industrial water withdrawal,Chad,2018,0.1037,I
Total water withdrawal,Chad,1997,0.6412358974,E
Total water withdrawal,Chad,2002,0.86136,E
Total water withdrawal,Chad,2007,0.8796,I
Total water withdrawal,Chad,2012,0.8796,I
Total water withdrawal,Chad,2017,0.8796,I
Total water withdrawal,Chad,2018,0.8796,I
Municipal water withdrawal,Chile,1997,1.0625,I
Municipal water withdrawal,Chile,2002,1.1176666667,I
Municipal water withdrawal,Chile,2007,1.2693,I
Municipal water withdrawal,Chile,2012,1.2808,I
Municipal water withdrawal,Chile,2017,1.29,I
Municipal water withdrawal,Chile,2018,1.29,I
Industrial water withdrawal,Chile,1997,2.281625,I
Industrial water withdrawal,Chile,2002,3.1306666667,I
Industrial water withdrawal,Chile,2007,4.4356,I
Industrial water withdrawal,Chile,2012,2.8936,I
Industrial water withdrawal,Chile,2017,1.66,I
Industrial water withdrawal,Chile,2018,1.66,I
Total water withdrawal,Chile,1997,25.6971428571,I
Total water withdrawal,Chile,2002,31.1042857143,I
Municipal water withdrawal,China,1997,43.64,I
