,,Year,Value,Symbol
SDG 6.4.1. Industrial Water Use Efficiency,Argentina,2012,36.6709421629,E
SDG 6.4.1. Industrial Water Use Efficiency,Argentina,2017,32.6395950352,E
SDG 6.4.1. Services Water Use Efficiency,Argentina,1997,55.7883861631,E
SDG 6.4.1. Services Water Use Efficiency,Argentina,2002,39.0865313999,E
SDG 6.4.1. Services Water Use Efficiency,Argentina,2007,51.4046339125,E
SDG 6.4.1. Services Water Use Efficiency,Argentina,2012,58.8612358917,E
SDG 6.4.1. Services Water Use Efficiency,Argentina,2017,65.0549562883,E
SDG 6.4.2. Water Stress,Armenia,1997,37.3209602582,E
SDG 6.4.2. Water Stress,Armenia,2002,34.9404881985,E
SDG 6.4.2. Water Stress,Armenia,2007,60.7625579988,E
SDG 6.4.2. Water Stress,Armenia,2012,59.3302400646,E
SDG 6.4.2. Water Stress,Armenia,2017,57.7970546702,E
SDG 6.4.2. Water Stress,Armenia,2018,54.7508573734,E
SDG 6.4.1. Water Use Efficiency,Armenia,1997,0.9911500642,I
SDG 6.4.1. Water Use Efficiency,Armenia,2002,2.2095662575,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Armenia,1997,0.2603730985,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Armenia,2002,0.4698988262,E
SDG 6.4.1. Industrial Water Use Efficiency,Armenia,1997,7.5849721199,E
SDG 6.4.1. Industrial Water Use Efficiency,Armenia,2002,17.448563067,E
SDG 6.4.1. Services Water Use Efficiency,Armenia,1997,1.6982545178,E
SDG 6.4.1. Services Water Use Efficiency,Armenia,2002,3.788346668,E
SDG 6.4.2. Water Stress,Australia,1997,8.8171290712,E
SDG 6.4.2. Water Stress,Australia,2017,4.274491355,E
SDG 6.4.2. Water Stress,Australia,2018,4.6578648975,E
SDG 6.4.2. Water Stress,Austria,1997,10.0635534678,E
SDG 6.4.2. Water Stress,Austria,2002,9.8839458414,E
SDG 6.4.2. Water Stress,Austria,2007,9.7336971539,E
SDG 6.4.2. Water Stress,Austria,2012,9.6435479414,E
SDG 6.4.2. Water Stress,Austria,2017,9.6435479414,E
SDG 6.4.2. Water Stress,Austria,2018,9.6435479414,E
SDG 6.4.1. Water Use Efficiency,Austria,1997,67.1770648176,I
SDG 6.4.1. Water Use Efficiency,Austria,2002,78.500721439,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Austria,1997,2.6927215731,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Austria,2002,2.1387619582,E
SDG 6.4.1. Industrial Water Use Efficiency,Austria,1997,24.7835527115,E
SDG 6.4.1. Industrial Water Use Efficiency,Austria,2002,27.5016015752,E
SDG 6.4.1. Services Water Use Efficiency,Austria,1997,252.8366462637,E
SDG 6.4.1. Services Water Use Efficiency,Austria,2002,312.9345428794,E
SDG 6.4.2. Water Stress,Azerbaijan,1997,55.2793111062,E
SDG 6.4.2. Water Stress,Azerbaijan,2002,44.4910576286,E
SDG 6.4.2. Water Stress,Azerbaijan,2007,54.1841466107,E
SDG 6.4.2. Water Stress,Azerbaijan,2012,52.8593508501,E
SDG 6.4.2. Water Stress,Azerbaijan,2017,53.0072863767,E
SDG 6.4.2. Water Stress,Azerbaijan,2018,53.7293000662,E
SDG 6.4.2. Water Stress,Bahrain,1997,222.7354111406,E
SDG 6.4.2. Water Stress,Bahrain,2002,220.6139478338,E
SDG 6.4.2. Water Stress,Bahrain,2007,187.092476489,I
SDG 6.4.2. Water Stress,Bahrain,2012,163.7382445141,I
SDG 6.4.2. Water Stress,Bahrain,2017,133.7068965517,I
SDG 6.4.2. Water Stress,Bahrain,2018,133.7068965517,I
SDG 6.4.2. Water Stress,Bangladesh,2012,5.7233394816,E
SDG 6.4.2. Water Stress,Bangladesh,2017,5.7233394816,E
SDG 6.4.2. Water Stress,Bangladesh,2018,5.7233394816,E
SDG 6.4.1. Water Use Efficiency,Bangladesh,2012,4.127227605,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bangladesh,2012,0.6567599999,E
SDG 6.4.1. Industrial Water Use Efficiency,Bangladesh,1997,31.7263806762,E
SDG 6.4.1. Industrial Water Use Efficiency,Bangladesh,2002,34.8525466908,E
SDG 6.4.1. Industrial Water Use Efficiency,Bangladesh,2007,38.3077986202,E
SDG 6.4.1. Industrial Water Use Efficiency,Bangladesh,2012,50.5187964995,E
SDG 6.4.1. Services Water Use Efficiency,Bangladesh,1997,13.9199405221,E
SDG 6.4.1. Services Water Use Efficiency,Bangladesh,2002,15.2835464154,E
SDG 6.4.1. Services Water Use Efficiency,Bangladesh,2007,18.7862945757,E
SDG 6.4.1. Services Water Use Efficiency,Bangladesh,2012,24.5711780247,E
SDG 6.4.2. Water Stress,Barbados,1997,101.25,E
SDG 6.4.2. Water Stress,Barbados,2002,101.25,E
SDG 6.4.2. Water Stress,Barbados,2007,87.5,I
SDG 6.4.2. Water Stress,Barbados,2012,87.5,I
SDG 6.4.2. Water Stress,Barbados,2017,87.5,I
SDG 6.4.2. Water Stress,Barbados,2018,87.5,I
Environmental Flow Requirements,Belarus,1997,27.56,X
Environmental Flow Requirements,Belarus,2002,27.56,X
Environmental Flow Requirements,Belarus,2007,27.56,X
Environmental Flow Requirements,Belarus,2012,27.56,X
Environmental Flow Requirements,Belarus,2017,27.56,X
SDG 6.4.2. Water Stress,Belarus,1997,6.3375082399,E
SDG 6.4.2. Water Stress,Belarus,2002,5.8820039552,E
SDG 6.4.2. Water Stress,Belarus,2007,5.4146341463,E
SDG 6.4.2. Water Stress,Belarus,2012,5.0274664909,E
SDG 6.4.2. Water Stress,Belarus,2017,4.6044825313,E
SDG 6.4.2. Water Stress,Belarus,2018,4.581410679,E
SDG 6.4.1. Water Use Efficiency,Belarus,2012,29.840030687,I
SDG 6.4.1. Water Use Efficiency,Belarus,2017,32.027394763,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belarus,2012,0.0773445933,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belarus,2017,0.0658847843,E
SDG 6.4.1. Industrial Water Use Efficiency,Belarus,1997,12.196369048,E
SDG 6.4.1. Industrial Water Use Efficiency,Belarus,2002,15.9150672166,E
SDG 6.4.1. Industrial Water Use Efficiency,Belarus,2012,39.3134883714,E
SDG 6.4.1. Industrial Water Use Efficiency,Belarus,2017,35.1418820482,E
SDG 6.4.1. Services Water Use Efficiency,Belarus,1997,10.730140494,E
SDG 6.4.1. Services Water Use Efficiency,Belarus,2002,16.0551800804,E
SDG 6.4.1. Services Water Use Efficiency,Belarus,2012,47.3336364818,E
SDG 6.4.1. Services Water Use Efficiency,Belarus,2017,55.7285284788,E
SDG 6.4.2. Water Stress,Belgium,1997,94.4717444717,E
SDG 6.4.2. Water Stress,Belgium,2002,82.7481572482,E
SDG 6.4.2. Water Stress,Belgium,2007,76.3390663391,E
SDG 6.4.2. Water Stress,Belgium,2012,65.1105651106,E
SDG 6.4.2. Water Stress,Belgium,2017,49.0663390663,E
SDG 6.4.2. Water Stress,Belgium,2018,49.0663390663,E
SDG 6.4.1. Industrial Water Use Efficiency,Belgium,1997,11.3437649284,E
SDG 6.4.1. Industrial Water Use Efficiency,Belgium,2002,13.432859842,E
SDG 6.4.1. Services Water Use Efficiency,Belgium,1997,248.6016591292,E
SDG 6.4.1. Services Water Use Efficiency,Belgium,2002,343.0963621169,E
SDG 6.4.2. Water Stress,Belize,1997,0.9374199546,E
SDG 6.4.2. Water Stress,Belize,2002,1.2602944847,E
SDG 6.4.2. Water Stress,Belize,2007,1.2602944847,E
SDG 6.4.2. Water Stress,Belize,2012,1.2602944847,E
SDG 6.4.2. Water Stress,Belize,2017,1.2602944847,E
SDG 6.4.2. Water Stress,Belize,2018,1.2602944847,E
SDG 6.4.1. Water Use Efficiency,Belize,1997,8.1795024142,I
SDG 6.4.1. Water Use Efficiency,Belize,2002,8.9515036522,I
SDG 6.4.1. Water Use Efficiency,Belize,2007,11.2746848693,I
SDG 6.4.1. Water Use Efficiency,Belize,2012,12.3203525362,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belize,1997,0.1386549037,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belize,2002,0.1235852354,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belize,2007,0.1475097108,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belize,2012,0.1753038224,E
SDG 6.4.1. Industrial Water Use Efficiency,Belize,1997,7.1735958124,E
SDG 6.4.1. Industrial Water Use Efficiency,Belize,2002,7.4825432681,E
SDG 6.4.1. Industrial Water Use Efficiency,Belize,2007,10.1844801539,E
SDG 6.4.1. Industrial Water Use Efficiency,Belize,2012,11.7079215108,E
SDG 6.4.1. Services Water Use Efficiency,Belize,1997,43.9866559856,E
SDG 6.4.1. Services Water Use Efficiency,Belize,2002,64.650765043,E
SDG 6.4.1. Services Water Use Efficiency,Belize,2007,80.0651340627,E
SDG 6.4.1. Services Water Use Efficiency,Belize,2012,86.3295516382,E
SDG 6.4.2. Water Stress,Benin,1997,1.0757153574,E
SDG 6.4.2. Water Stress,Benin,2002,0.975243811,E
SDG 6.4.2. Water Stress,Benin,2007,0.975243811,E
SDG 6.4.2. Water Stress,Benin,2012,0.975243811,E
SDG 6.4.2. Water Stress,Benin,2017,0.975243811,E
SDG 6.4.2. Water Stress,Benin,2018,0.975243811,E
SDG 6.4.1. Water Use Efficiency,Benin,1997,17.9654837753,I
SDG 6.4.1. Water Use Efficiency,Benin,2002,23.37349399,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Benin,1997,0.0782145816,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Benin,2002,0.0909307226,E
SDG 6.4.1. Industrial Water Use Efficiency,Benin,1997,43.0063942469,E
SDG 6.4.1. Industrial Water Use Efficiency,Benin,2002,46.5652022325,E
SDG 6.4.1. Services Water Use Efficiency,Benin,1997,39.5538751293,E
SDG 6.4.1. Services Water Use Efficiency,Benin,2002,37.0098155374,E
SDG 6.4.2. Water Stress,Bhutan,2012,1.4138075314,E
SDG 6.4.2. Water Stress,Bhutan,2017,1.4138075314,E
SDG 6.4.2. Water Stress,Bhutan,2018,1.4138075314,E
SDG 6.4.2. Water Stress,Bolivia (Plurinational State of),1997,1.0340012299,E
SDG 6.4.2. Water Stress,Bolivia (Plurinational State of),2002,1.126490383,E
SDG 6.4.2. Water Stress,Bolivia (Plurinational State of),2007,1.1689670094,E
SDG 6.4.2. Water Stress,Bolivia (Plurinational State of),2012,1.1770011274,E
SDG 6.4.2. Water Stress,Bolivia (Plurinational State of),2017,1.1770011274,E
SDG 6.4.2. Water Stress,Bolivia (Plurinational State of),2018,1.1770011274,E
SDG 6.4.1. Water Use Efficiency,Bolivia (Plurinational State of),2012,9.4878655312,I
SDG 6.4.1. Water Use Efficiency,Bolivia (Plurinational State of),2018,13.7110797535,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bolivia (Plurinational State of),2012,0.1628459208,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bolivia (Plurinational State of),2018,0.2488110033,E
SDG 6.4.1. Industrial Water Use Efficiency,Bolivia (Plurinational State of),1997,78.5525688672,E
SDG 6.4.1. Industrial Water Use Efficiency,Bolivia (Plurinational State of),2002,98.0936200296,E
SDG 6.4.1. Industrial Water Use Efficiency,Bolivia (Plurinational State of),2007,166.2252733138,E
SDG 6.4.1. Industrial Water Use Efficiency,Bolivia (Plurinational State of),2012,239.5899427446,E
SDG 6.4.1. Industrial Water Use Efficiency,Bolivia (Plurinational State of),2018,281.7460329872,E
SDG 6.4.1. Services Water Use Efficiency,Bolivia (Plurinational State of),1997,64.3496720133,E
SDG 6.4.1. Services Water Use Efficiency,Bolivia (Plurinational State of),2002,75.4581000115,E
SDG 6.4.1. Services Water Use Efficiency,Bolivia (Plurinational State of),2007,73.281064855,E
SDG 6.4.1. Services Water Use Efficiency,Bolivia (Plurinational State of),2012,86.9935359803,E
SDG 6.4.1. Services Water Use Efficiency,Bolivia (Plurinational State of),2018,140.6995907607,E
SDG 6.4.2. Water Stress,Bosnia and Herzegovina,2002,2.4933598938,E
SDG 6.4.2. Water Stress,Bosnia and Herzegovina,2007,2.5869853918,E
SDG 6.4.2. Water Stress,Bosnia and Herzegovina,2012,2.906374502,E
SDG 6.4.2. Water Stress,Bosnia and Herzegovina,2017,2.6620185923,E
SDG 6.4.2. Water Stress,Bosnia and Herzegovina,2018,2.6620185923,E
SDG 6.4.2. Water Stress,Botswana,1997,1.7111785005,E
SDG 6.4.2. Water Stress,Botswana,2002,2.0347361516,E
SDG 6.4.2. Water Stress,Botswana,2007,2.0499462892,E
SDG 6.4.2. Water Stress,Botswana,2012,2.0328348845,E
SDG 6.4.2. Water Stress,Botswana,2017,2.0181951271,E
SDG 6.4.2. Water Stress,Botswana,2018,2.0181951271,E
SDG 6.4.1. Water Use Efficiency,Botswana,1997,37.1038055123,E
SDG 6.4.1. Water Use Efficiency,Botswana,2002,37.4385163082,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Botswana,1997,0.0208970181,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Botswana,2002,0.0174844028,E
SDG 6.4.1. Industrial Water Use Efficiency,Botswana,1997,97.7115520181,E
SDG 6.4.1. Industrial Water Use Efficiency,Botswana,2002,93.4042876055,E
SDG 6.4.1. Services Water Use Efficiency,Botswana,1997,49.1567889762,E
SDG 6.4.1. Services Water Use Efficiency,Botswana,2002,48.4515090021,E
SDG 6.4.2. Water Stress,Brazil,1997,2.6077541371,E
SDG 6.4.2. Water Stress,Brazil,2002,2.68321513,E
SDG 6.4.2. Water Stress,Brazil,2007,2.9418439716,E
SDG 6.4.2. Water Stress,Brazil,2012,3.3030969267,E
SDG 6.4.2. Water Stress,Brazil,2017,3.1054373522,E
SDG 6.4.1. Water Use Efficiency,Brazil,1997,17.7858057989,I
SDG 6.4.1. Water Use Efficiency,Brazil,2002,17.6841581037,I
SDG 6.4.1. Water Use Efficiency,Brazil,2007,19.7634395134,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Brazil,1997,0.1863078804,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Brazil,2002,0.2603423059,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Brazil,2007,0.2969923583,E
SDG 6.4.1. Industrial Water Use Efficiency,Brazil,1997,22.6280527798,E
SDG 6.4.1. Industrial Water Use Efficiency,Brazil,2002,24.235590088,E
SDG 6.4.1. Industrial Water Use Efficiency,Brazil,2007,28.7779915064,E
SDG 6.4.1. Services Water Use Efficiency,Brazil,1997,62.6432118249,E
SDG 6.4.1. Services Water Use Efficiency,Brazil,2002,52.4508504988,E
SDG 6.4.1. Services Water Use Efficiency,Brazil,2007,55.2173822862,E
SDG 6.4.2. Water Stress,Brunei Darussalam,1997,3.4664657121,E
SDG 6.4.2. Water Stress,Brunei Darussalam,2002,3.4664657121,E
SDG 6.4.2. Water Stress,Brunei Darussalam,2007,3.4664657121,E
SDG 6.4.2. Water Stress,Brunei Darussalam,2012,3.4664657121,E
SDG 6.4.2. Water Stress,Brunei Darussalam,2017,3.4664657121,E
SDG 6.4.2. Water Stress,Brunei Darussalam,2018,3.4664657121,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Brunei Darussalam,1997,6.3308302896,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Brunei Darussalam,2002,5.5109307909,E
SDG 6.4.1. Services Water Use Efficiency,Brunei Darussalam,2017,35.2647291872,E
SDG 6.4.1. Services Water Use Efficiency,Brunei Darussalam,2018,32.3398625712,E
SDG 6.4.2. Water Stress,Bulgaria,1997,48.6377411486,E
SDG 6.4.2. Water Stress,Bulgaria,2002,48.7005691478,E
SDG 6.4.2. Water Stress,Bulgaria,2007,45.8407864587,E
SDG 6.4.2. Water Stress,Bulgaria,2012,42.2396333801,E
SDG 6.4.2. Water Stress,Bulgaria,2017,41.8212728213,E
SDG 6.4.2. Water Stress,Bulgaria,2018,40.0990464927,E
SDG 6.4.1. Water Use Efficiency,Bulgaria,1997,3.233548848,I
SDG 6.4.1. Water Use Efficiency,Bulgaria,2002,3.977717906,E
SDG 6.4.1. Water Use Efficiency,Bulgaria,2007,5.8326347856,E
SDG 6.4.1. Water Use Efficiency,Bulgaria,2018,8.6276573497,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bulgaria,1997,0.068655142,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bulgaria,2002,0.0655939641,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bulgaria,2007,0.1161509485,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bulgaria,2018,0.0914634753,E
SDG 6.4.1. Industrial Water Use Efficiency,Bulgaria,1997,1.2783333206,E
SDG 6.4.1. Industrial Water Use Efficiency,Bulgaria,2002,1.3254024809,E
SDG 6.4.1. Industrial Water Use Efficiency,Bulgaria,2007,2.2633318128,E
SDG 6.4.1. Industrial Water Use Efficiency,Bulgaria,2018,2.7359361811,E
SDG 6.4.1. Services Water Use Efficiency,Bulgaria,1997,15.9475961361,E
SDG 6.4.1. Services Water Use Efficiency,Bulgaria,2002,18.5330137558,E
SDG 6.4.1. Services Water Use Efficiency,Bulgaria,2007,25.7338857101,E
SDG 6.4.1. Services Water Use Efficiency,Bulgaria,2018,41.9003125729,E
SDG 6.4.2. Water Stress,Burkina Faso,1997,4.5145527937,E
SDG 6.4.2. Water Stress,Burkina Faso,2007,7.8202676864,E
SDG 6.4.1. Water Use Efficiency,Burkina Faso,1997,6.2799430697,I
SDG 6.4.1. Water Use Efficiency,Burkina Faso,2002,5.0572439133,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Burkina Faso,1997,0.03564631,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Burkina Faso,2002,0.0205009937,E
SDG 6.4.1. Industrial Water Use Efficiency,Burkina Faso,1997,198.4292452604,E
SDG 6.4.1. Industrial Water Use Efficiency,Burkina Faso,2002,61.3227781795,E
SDG 6.4.1. Services Water Use Efficiency,Burkina Faso,1997,19.833902944,E
SDG 6.4.1. Services Water Use Efficiency,Burkina Faso,2002,8.4801541967,E
SDG 6.4.2. Water Stress,Burundi,1997,8.9015787706,E
SDG 6.4.2. Water Stress,Burundi,2002,10.365356623,E
SDG 6.4.2. Water Stress,Burundi,2007,10.19286754,E
SDG 6.4.2. Water Stress,Burundi,2012,10.19286754,E
SDG 6.4.2. Water Stress,Burundi,2017,10.19286754,E
SDG 6.4.2. Water Stress,Burundi,2018,10.19286754,E
SDG 6.4.1. Water Use Efficiency,Burundi,2002,3.4723301883,I
SDG 6.4.1. Water Use Efficiency,Burundi,2007,4.4992212408,I
SDG 6.4.1. Water Use Efficiency,Burundi,2012,5.3692827938,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Burundi,2002,0.0358951924,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Burundi,2007,0.0420598385,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Burundi,2012,0.0458591868,E
SDG 6.4.1. Industrial Water Use Efficiency,Burundi,1997,19.0007861433,E
SDG 6.4.1. Industrial Water Use Efficiency,Burundi,2002,18.3487830016,E
SDG 6.4.1. Industrial Water Use Efficiency,Burundi,2007,22.5755372718,E
SDG 6.4.1. Industrial Water Use Efficiency,Burundi,2012,25.8840476734,E
SDG 6.4.1. Services Water Use Efficiency,Burundi,1997,10.0596477194,E
SDG 6.4.1. Services Water Use Efficiency,Burundi,2002,14.6620821929,E
SDG 6.4.1. Services Water Use Efficiency,Burundi,2007,21.1661607037,E
SDG 6.4.1. Services Water Use Efficiency,Burundi,2012,25.6495279809,E
SDG 6.4.2. Water Stress,Cabo Verde,2002,7.6,E
SDG 6.4.2. Water Stress,Cabo Verde,2007,8.4333333333,E
SDG 6.4.2. Water Stress,Cabo Verde,2012,8.4333333333,E
SDG 6.4.2. Water Stress,Cabo Verde,2017,8.4333333333,E
SDG 6.4.2. Water Stress,Cabo Verde,2018,8.4333333333,E
SDG 6.4.1. Water Use Efficiency,Cabo Verde,2002,31.821549865,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cabo Verde,1997,0.306559345,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cabo Verde,2002,0.4025515517,E
SDG 6.4.1. Industrial Water Use Efficiency,Cabo Verde,2002,407.3241236809,E
SDG 6.4.1. Services Water Use Efficiency,Cabo Verde,2002,379.7755701917,E
SDG 6.4.2. Water Stress,Cambodia,2007,1.0365448505,E
