"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Argentina",32,"Collected municipal wastewater",4493,2018,1.596,"I","","0"
"Argentina",32,"Treated municipal wastewater",4270,2002,0.14136,"I","","0"
"Argentina",32,"Treated municipal wastewater",4270,2007,0.23426,"I","","0"
"Argentina",32,"Treated municipal wastewater",4270,2012,0.29,"I","","0"
"Argentina",32,"Treated municipal wastewater",4270,2017,0.29,"I","","0"
"Argentina",32,"Treated municipal wastewater",4270,2018,0.29,"I","","0"
"Argentina",32,"Number of municipal wastewater treatment facilities",4515,2002,25.0,"I","","0"
"Argentina",32,"Number of municipal wastewater treatment facilities",4515,2007,25.0,"I","","0"
"Argentina",32,"Number of municipal wastewater treatment facilities",4515,2012,25.0,"I","","0"
"Argentina",32,"Number of municipal wastewater treatment facilities",4515,2017,25.0,"I","","0"
"Argentina",32,"Number of municipal wastewater treatment facilities",4515,2018,25.0,"I","","0"
"Argentina",32,"Capacity of the municipal wastewater treatment facilities",4516,2012,0.295,"I","","0"
"Argentina",32,"Capacity of the municipal wastewater treatment facilities",4516,2017,0.295,"I","","0"
"Argentina",32,"Capacity of the municipal wastewater treatment facilities",4516,2018,0.295,"I","","0"
"Argentina",32,"Not treated municipal wastewater",4491,2012,2.168,"I","","0"
"Argentina",32,"Not treated municipal wastewater",4491,2017,2.168,"I","","0"
"Argentina",32,"Not treated municipal wastewater",4491,2018,2.168,"I","","0"
"Argentina",32,"Treated municipal wastewater discharged (secondary water)",4510,2002,0.0135,"I","","0"
"Argentina",32,"Treated municipal wastewater discharged (secondary water)",4510,2007,0.0135,"I","","0"
"Argentina",32,"Treated municipal wastewater discharged (secondary water)",4510,2012,0.0135,"I","","0"
"Argentina",32,"Treated municipal wastewater discharged (secondary water)",4510,2017,0.0135,"I","","0"
"Argentina",32,"Treated municipal wastewater discharged (secondary water)",4510,2018,0.0135,"I","","0"
"Argentina",32,"Direct use of treated municipal wastewater",4265,1977,0.0,"I","","0"
"Argentina",32,"Direct use of treated municipal wastewater",4265,1982,0.0,"I","","0"
"Argentina",32,"Direct use of treated municipal wastewater",4265,1987,0.0,"I","","0"
"Argentina",32,"Direct use of treated municipal wastewater",4265,1992,0.0,"","[6]","4950"
"Argentina",32,"Direct use of treated municipal wastewater",4265,1997,0.03628,"I","","0"
"Argentina",32,"Direct use of treated municipal wastewater",4265,2002,0.0907545455,"I","","0"
"Argentina",32,"Direct use of treated municipal wastewater",4265,2007,0.0908909091,"I","","0"
"Argentina",32,"Direct use of treated municipal wastewater",4265,2012,0.091,"I","","0"
"Argentina",32,"Direct use of treated municipal wastewater",4265,2017,0.091,"I","","0"
"Argentina",32,"Direct use of treated municipal wastewater",4265,2018,0.091,"I","","0"
"Argentina",32,"Area equipped for irrigation by direct use of treated municipal wastewater",4533,2002,11.9,"I","","0"
"Argentina",32,"Area equipped for irrigation by direct use of treated municipal wastewater",4533,2007,20.0,"I","","0"
"Argentina",32,"Area equipped for irrigation by direct use of treated municipal wastewater",4533,2012,20.0,"I","","0"
"Argentina",32,"Area equipped for irrigation by direct use of treated municipal wastewater",4533,2017,20.0,"I","","0"
"Argentina",32,"Area equipped for irrigation by direct use of treated municipal wastewater",4533,2018,20.0,"I","","0"
"Armenia",51,"Produced municipal wastewater",4269,2002,0.237,"","[7]","5713"
"Armenia",51,"Produced municipal wastewater",4269,2007,0.347,"I","","0"
"Armenia",51,"Produced municipal wastewater",4269,2012,0.267,"I","","0"
"Armenia",51,"Produced municipal wastewater",4269,2017,0.236,"I","","0"
"Armenia",51,"Produced municipal wastewater",4269,2018,0.236,"I","","0"
"Armenia",51,"Collected municipal wastewater",4493,2018,0.1,"I","","0"
"Armenia",51,"Treated municipal wastewater",4270,2002,0.128,"","","5713"
"Armenia",51,"Treated municipal wastewater",4270,2007,0.0942,"I","","0"
"Armenia",51,"Treated municipal wastewater",4270,2012,0.1196666667,"I","","0"
"Armenia",51,"Treated municipal wastewater",4270,2017,0.17,"","","6922"
"Armenia",51,"Not treated municipal wastewater",4491,2002,,,"[8,9]",
"Armenia",51,"Not treated municipal wastewater",4491,2007,0.274,"I","","0"
"Armenia",51,"Not treated municipal wastewater",4491,2012,0.274,"I","","0"
"Armenia",51,"Not treated municipal wastewater",4491,2017,0.274,"I","","0"
"Armenia",51,"Not treated municipal wastewater",4491,2018,0.274,"I","","0"
"Armenia",51,"Treated municipal wastewater discharged (secondary water)",4510,2007,0.0889,"I","","0"
"Armenia",51,"Treated municipal wastewater discharged (secondary water)",4510,2012,0.0889,"I","","0"
"Armenia",51,"Treated municipal wastewater discharged (secondary water)",4510,2017,0.0889,"I","","0"
"Armenia",51,"Treated municipal wastewater discharged (secondary water)",4510,2018,0.0889,"I","","0"
"Armenia",51,"Direct use of treated municipal wastewater",4265,1997,1.0E-4,"I","","0"
"Armenia",51,"Direct use of treated municipal wastewater",4265,2002,1.0E-4,"I","","0"
"Armenia",51,"Direct use of treated municipal wastewater",4265,2007,9.09091E-5,"I","","0"
"Armenia",51,"Direct use of treated municipal wastewater",4265,2012,4.54545E-5,"I","","0"
"Armenia",51,"Direct use of treated municipal wastewater",4265,2016,9.0909E-6,"I","","0"
"Armenia",51,"Direct use of treated municipal wastewater",4265,2018,0.0,"I","","0"
"Australia",36,"Produced municipal wastewater",4269,1997,1.538,"","","6208"
"Australia",36,"Produced municipal wastewater",4269,2002,1.8246666667,"I","","0"
"Australia",36,"Produced municipal wastewater",4269,2007,1.828,"","","6208"
"Australia",36,"Produced municipal wastewater",4269,2012,2.094,"I","","0"
"Australia",36,"Produced municipal wastewater",4269,2017,2.094,"I","","0"
"Australia",36,"Produced municipal wastewater",4269,2018,2.094,"I","","0"
"Australia",36,"Collected municipal wastewater",4493,1997,,,"[10]",
"Australia",36,"Collected municipal wastewater",4493,2002,1.8246666667,"I","","0"
"Australia",36,"Collected municipal wastewater",4493,2006,1.8273333333,"I","","0"
"Australia",36,"Collected municipal wastewater",4493,2012,1.828,"I","","0"
"Australia",36,"Collected municipal wastewater",4493,2017,1.828,"I","","0"
"Australia",36,"Collected municipal wastewater",4493,2018,1.828,"I","","0"
"Australia",36,"Treated municipal wastewater",4270,2012,1.9558,"I","","0"
"Australia",36,"Treated municipal wastewater",4270,2017,2.0,"I","","0"
"Australia",36,"Treated municipal wastewater",4270,2018,2.0,"I","","0"
"Australia",36,"Number of municipal wastewater treatment facilities",4515,2012,580.0,"I","","0"
"Australia",36,"Number of municipal wastewater treatment facilities",4515,2017,580.0,"I","","0"
"Australia",36,"Number of municipal wastewater treatment facilities",4515,2018,580.0,"I","","0"
"Australia",36,"Not treated municipal wastewater",4491,2012,0.315,"I","","0"
"Australia",36,"Not treated municipal wastewater",4491,2017,0.315,"I","","0"
"Australia",36,"Not treated municipal wastewater",4491,2018,0.315,"I","","0"
"Australia",36,"Treated municipal wastewater discharged (secondary water)",4510,2012,1.5502,"I","","0"
"Australia",36,"Treated municipal wastewater discharged (secondary water)",4510,2017,1.58,"I","","0"
"Australia",36,"Treated municipal wastewater discharged (secondary water)",4510,2018,1.58,"I","","0"
"Australia",36,"Direct use of treated municipal wastewater",4265,1997,,,"[11]",
"Australia",36,"Direct use of treated municipal wastewater",4265,2002,0.1746666667,"I","","0"
"Australia",36,"Direct use of treated municipal wastewater",4265,2006,0.2093333333,"I","","0"
"Australia",36,"Direct use of treated municipal wastewater",4265,2012,0.4043333333,"I","","0"
"Australia",36,"Direct use of treated municipal wastewater",4265,2014,0.295,"I","","0"
"Australia",36,"Direct use of treated municipal wastewater",4265,2018,0.14,"I","","0"
"Australia",36,"Direct use of treated municipal wastewater for irrigation purposes",4490,2012,0.2286666667,"I","","0"
"Australia",36,"Direct use of treated municipal wastewater for irrigation purposes",4490,2017,0.14,"","","7004"
"Australia",36,"Direct use of treated municipal wastewater for irrigation purposes",4490,2018,0.14,"I","","0"
"Austria",40,"Produced municipal wastewater",4269,2002,1.0503333333,"I","","0"
"Austria",40,"Produced municipal wastewater",4269,2007,1.054,"I","","0"
"Austria",40,"Produced municipal wastewater",4269,2012,1.054,"I","","0"
"Austria",40,"Produced municipal wastewater",4269,2017,1.054,"I","","0"
"Austria",40,"Produced municipal wastewater",4269,2018,1.054,"I","","0"
"Austria",40,"Collected municipal wastewater",4493,2002,0.9943333333,"I","","0"
"Austria",40,"Collected municipal wastewater",4493,2007,1.25,"I","","0"
"Austria",40,"Collected municipal wastewater",4493,2012,1.919,"I","","0"
"Austria",40,"Collected municipal wastewater",4493,2017,1.919,"I","","0"
"Austria",40,"Collected municipal wastewater",4493,2018,1.919,"I","","0"
"Austria",40,"Treated municipal wastewater",4270,2007,0.8,"I","","0"
"Austria",40,"Treated municipal wastewater",4270,2012,1.919,"I","","0"
"Austria",40,"Treated municipal wastewater",4270,2017,1.919,"I","","0"
"Austria",40,"Treated municipal wastewater",4270,2018,1.919,"I","","0"
"Austria",40,"Number of municipal wastewater treatment facilities",4515,2002,1495.0,"","","6201"
"Austria",40,"Number of municipal wastewater treatment facilities",4515,2007,1576.5,"I","","0"
"Austria",40,"Number of municipal wastewater treatment facilities",4515,2012,1842.0,"","","6201"
"Austria",40,"Number of municipal wastewater treatment facilities",4515,2017,1842.0,"I","","0"
"Austria",40,"Number of municipal wastewater treatment facilities",4515,2018,1842.0,"I","","0"
"Austria",40,"Capacity of the municipal wastewater treatment facilities",4516,2007,1.135,"I","","0"
"Austria",40,"Capacity of the municipal wastewater treatment facilities",4516,2012,1.142,"I","","0"
"Austria",40,"Capacity of the municipal wastewater treatment facilities",4516,2017,1.142,"I","","0"
"Austria",40,"Capacity of the municipal wastewater treatment facilities",4516,2018,1.142,"I","","0"
"Austria",40,"Not treated municipal wastewater",4491,2002,0.13035,"I","","0"
"Austria",40,"Not treated municipal wastewater",4491,2007,0.2,"I","","0"
"Austria",40,"Not treated municipal wastewater",4491,2012,0.02,"I","","0"
"Austria",40,"Not treated municipal wastewater",4491,2017,0.02,"I","","0"
"Austria",40,"Not treated municipal wastewater",4491,2018,0.02,"I","","0"
"Austria",40,"Treated municipal wastewater discharged (secondary water)",4510,2007,0.8,"I","","0"
"Austria",40,"Treated municipal wastewater discharged (secondary water)",4510,2012,0.806,"I","","0"
"Austria",40,"Treated municipal wastewater discharged (secondary water)",4510,2017,0.806,"I","","0"
"Austria",40,"Treated municipal wastewater discharged (secondary water)",4510,2018,0.806,"I","","0"
"Austria",40,"Not treated municipal wastewater discharged (secondary water)",4517,2002,7.0E-4,"I","","0"
"Austria",40,"Not treated municipal wastewater discharged (secondary water)",4517,2007,7.0E-4,"I","","0"
"Austria",40,"Not treated municipal wastewater discharged (secondary water)",4517,2012,7.0E-4,"I","","0"
"Austria",40,"Not treated municipal wastewater discharged (secondary water)",4517,2017,7.0E-4,"I","","0"
"Austria",40,"Not treated municipal wastewater discharged (secondary water)",4517,2018,7.0E-4,"I","","0"
"Azerbaijan",31,"Produced municipal wastewater",4269,1997,0.5806,"I","","0"
"Azerbaijan",31,"Produced municipal wastewater",4269,2002,0.6296,"I","","0"
"Azerbaijan",31,"Produced municipal wastewater",4269,2007,0.659,"I","","0"
"Azerbaijan",31,"Produced municipal wastewater",4269,2012,0.659,"I","","0"
"Azerbaijan",31,"Produced municipal wastewater",4269,2017,0.659,"I","","0"
"Azerbaijan",31,"Produced municipal wastewater",4269,2018,0.659,"I","","0"
"Azerbaijan",31,"Treated municipal wastewater",4270,1997,0.1091777778,"I","","0"
"Azerbaijan",31,"Treated municipal wastewater",4270,2002,0.1415666667,"I","","0"
"Azerbaijan",31,"Treated municipal wastewater",4270,2007,0.161,"I","","0"
"Azerbaijan",31,"Treated municipal wastewater",4270,2012,0.161,"I","","0"
"Azerbaijan",31,"Treated municipal wastewater",4270,2017,0.161,"I","","0"
"Azerbaijan",31,"Treated municipal wastewater",4270,2018,0.161,"I","","0"
"Azerbaijan",31,"Not treated municipal wastewater",4491,1997,0.4714222222,"I","","0"
"Azerbaijan",31,"Not treated municipal wastewater",4491,2002,0.4880333333,"I","","0"
"Azerbaijan",31,"Not treated municipal wastewater",4491,2007,0.498,"I","","0"
"Azerbaijan",31,"Not treated municipal wastewater",4491,2012,0.498,"I","","0"
"Azerbaijan",31,"Not treated municipal wastewater",4491,2017,0.498,"I","","0"
"Azerbaijan",31,"Not treated municipal wastewater",4491,2018,0.498,"I","","0"
"Bahrain",48,"Produced municipal wastewater",4269,1992,0.0514166667,"I","","0"
"Bahrain",48,"Produced municipal wastewater",4269,1997,0.084,"","","6208"
"Bahrain",48,"Produced municipal wastewater",4269,2002,0.1079285714,"I","","0"
"Bahrain",48,"Produced municipal wastewater",4269,2007,0.1318571429,"I","","0"
"Bahrain",48,"Produced municipal wastewater",4269,2012,0.151,"I","","0"
"Bahrain",48,"Produced municipal wastewater",4269,2017,0.151,"I","","0"
"Bahrain",48,"Produced municipal wastewater",4269,2018,0.151,"I","","0"
"Bahrain",48,"Collected municipal wastewater",4493,1997,,,"[12,13,14]",
"Bahrain",48,"Collected municipal wastewater",4493,2002,0.0765714286,"I","","0"
"Bahrain",48,"Collected municipal wastewater",4493,2007,0.0901428571,"I","","0"
"Bahrain",48,"Collected municipal wastewater",4493,2012,0.1168666667,"I","","0"
"Bahrain",48,"Collected municipal wastewater",4493,2017,0.1482,"I","","0"
"Bahrain",48,"Collected municipal wastewater",4493,2018,0.1482,"I","","0"
"Bahrain",48,"Treated municipal wastewater",4270,1992,0.0479333333,"I","","0"
"Bahrain",48,"Treated municipal wastewater",4270,1997,0.056,"","","6208"
"Bahrain",48,"Treated municipal wastewater",4270,2002,0.0596875,"I","","0"
"Bahrain",48,"Treated municipal wastewater",4270,2007,0.0676,"I","","0"
"Bahrain",48,"Treated municipal wastewater",4270,2012,0.076,"","","6405"
"Bahrain",48,"Treated municipal wastewater",4270,2017,0.1482,"I","","0"
"Bahrain",48,"Treated municipal wastewater",4270,2018,0.1482,"I","","0"
"Bahrain",48,"Number of municipal wastewater treatment facilities",4515,1997,11.0,"","","6208"
"Bahrain",48,"Number of municipal wastewater treatment facilities",4515,2002,11.0,"I","","0"
"Bahrain",48,"Number of municipal wastewater treatment facilities",4515,2007,11.0,"I","","0"
"Bahrain",48,"Number of municipal wastewater treatment facilities",4515,2012,11.0,"I","","0"
"Bahrain",48,"Number of municipal wastewater treatment facilities",4515,2017,11.0,"I","","0"
"Bahrain",48,"Number of municipal wastewater treatment facilities",4515,2018,11.0,"I","","0"
"Bahrain",48,"Capacity of the municipal wastewater treatment facilities",4516,1997,0.073,"","","6208"
"Bahrain",48,"Capacity of the municipal wastewater treatment facilities",4516,2002,0.073,"I","","0"
"Bahrain",48,"Capacity of the municipal wastewater treatment facilities",4516,2007,0.073,"I","","0"
"Bahrain",48,"Capacity of the municipal wastewater treatment facilities",4516,2012,0.073,"I","","0"
"Bahrain",48,"Capacity of the municipal wastewater treatment facilities",4516,2017,0.073,"I","","0"
"Bahrain",48,"Capacity of the municipal wastewater treatment facilities",4516,2018,0.073,"I","","0"
"Bahrain",48,"Not treated municipal wastewater",4491,2012,0.072,"I","","0"
"Bahrain",48,"Not treated municipal wastewater",4491,2017,0.072,"I","","0"
"Bahrain",48,"Not treated municipal wastewater",4491,2018,0.072,"I","","0"
"Bahrain",48,"Treated municipal wastewater discharged (secondary water)",4510,1992,0.0379333333,"I","","0"
"Bahrain",48,"Treated municipal wastewater discharged (secondary water)",4510,1997,0.0415272727,"I","","0"
"Bahrain",48,"Treated municipal wastewater discharged (secondary water)",4510,2002,0.0440727273,"I","","0"
"Bahrain",48,"Treated municipal wastewater discharged (secondary water)",4510,2007,0.0497142857,"I","","0"
"Bahrain",48,"Treated municipal wastewater discharged (secondary water)",4510,2011,0.0579428571,"I","","0"
"Bahrain",48,"Treated municipal wastewater discharged (secondary water)",4510,2017,0.06,"I","","0"
"Bahrain",48,"Treated municipal wastewater discharged (secondary water)",4510,2018,0.06,"I","","0"
"Bahrain",48,"Direct use of treated municipal wastewater",4265,1992,0.008625,"I","","0"
"Bahrain",48,"Direct use of treated municipal wastewater",4265,1997,0.01175,"I","","0"
"Bahrain",48,"Direct use of treated municipal wastewater",4265,2002,0.014875,"I","","0"
"Bahrain",48,"Direct use of treated municipal wastewater",4265,2007,0.0162142857,"I","","0"
"Bahrain",48,"Direct use of treated municipal wastewater",4265,2012,0.016,"","","6405"
"Bahrain",48,"Direct use of treated municipal wastewater",4265,2017,0.0392,"I","","0"
"Bahrain",48,"Direct use of treated municipal wastewater",4265,2018,0.0392,"I","","0"
"Bahrain",48,"Direct use of treated municipal wastewater for irrigation purposes",4490,1997,0.0123909091,"I","","0"
"Bahrain",48,"Direct use of treated municipal wastewater for irrigation purposes",4490,2002,0.0097090909,"I","","0"
"Bahrain",48,"Direct use of treated municipal wastewater for irrigation purposes",4490,2007,0.0087,"I","","0"
"Bahrain",48,"Direct use of treated municipal wastewater for irrigation purposes",4490,2012,0.009,"I","","0"
"Bahrain",48,"Direct use of treated municipal wastewater for irrigation purposes",4490,2017,0.009,"I","","0"
"Bahrain",48,"Direct use of treated municipal wastewater for irrigation purposes",4490,2018,0.009,"I","","0"
"Bahrain",48,"Area equipped for irrigation by direct use of treated municipal wastewater",4533,1997,0.5002,"I","","0"
"Bahrain",48,"Area equipped for irrigation by direct use of treated municipal wastewater",4533,2002,0.47585,"I","","0"
"Bahrain",48,"Area equipped for irrigation by direct use of treated municipal wastewater",4533,2007,1.074,"I","","0"
"Bahrain",48,"Area equipped for irrigation by direct use of treated municipal wastewater",4533,2012,1.25,"I","","0"
"Bahrain",48,"Area equipped for irrigation by direct use of treated municipal wastewater",4533,2017,1.25,"I","","0"
"Bahrain",48,"Area equipped for irrigation by direct use of treated municipal wastewater",4533,2018,1.25,"I","","0"
"Bangladesh",50,"Produced municipal wastewater",4269,2002,0.725,"I","","0"
"Bangladesh",50,"Produced municipal wastewater",4269,2007,0.725,"I","","0"
"Bangladesh",50,"Produced municipal wastewater",4269,2012,0.725,"I","","0"
"Bangladesh",50,"Produced municipal wastewater",4269,2017,0.725,"I","","0"
"Bangladesh",50,"Produced municipal wastewater",4269,2018,0.725,"I","","0"
"Barbados",52,"Produced municipal wastewater",4269,1997,0.011,"I","","0"
"Barbados",52,"Produced municipal wastewater",4269,2002,0.011,"I","","0"
"Barbados",52,"Produced municipal wastewater",4269,2007,0.011,"I","","0"
"Barbados",52,"Produced municipal wastewater",4269,2012,0.011,"I","","0"
"Barbados",52,"Produced municipal wastewater",4269,2017,0.011,"I","","0"
"Barbados",52,"Produced municipal wastewater",4269,2018,0.011,"I","","0"
"Barbados",52,"Treated municipal wastewater",4270,2007,0.003,"I","","0"
"Barbados",52,"Treated municipal wastewater",4270,2012,0.003,"I","","0"
"Barbados",52,"Treated municipal wastewater",4270,2017,0.003,"I","","0"
"Barbados",52,"Treated municipal wastewater",4270,2018,0.003,"I","","0"
"Belarus",112,"Produced municipal wastewater",4269,1997,1.1724285714,"I","","0"
"Belarus",112,"Produced municipal wastewater",4269,2002,1.2778,"I","","0"
"Belarus",112,"Produced municipal wastewater",4269,2004,1.2486,"I","","0"
"Belarus",112,"Produced municipal wastewater",4269,2012,1.099,"","","6802"
"Belarus",112,"Produced municipal wastewater",4269,2015,0.948,"","","6802"
"Belarus",112,"Treated municipal wastewater",4270,1997,0.8825714286,"I","","0"
"Belarus",112,"Treated municipal wastewater",4270,2002,0.8682,"I","","0"
"Belarus",112,"Treated municipal wastewater",4270,2004,0.8534,"I","","0"
"Belarus",112,"Treated municipal wastewater",4270,2011,,,"[15,16,17,18,19,20,21,22,23,24]",
"Belarus",112,"Treated municipal wastewater",4270,2015,0.624,"","","6802"
"Belarus",112,"Capacity of the municipal wastewater treatment facilities",4516,2007,1.35,"I","","0"
"Belarus",112,"Capacity of the municipal wastewater treatment facilities",4516,2012,1.35,"I","","0"
"Belarus",112,"Capacity of the municipal wastewater treatment facilities",4516,2017,1.35,"I","","0"
"Belarus",112,"Capacity of the municipal wastewater treatment facilities",4516,2018,1.35,"I","","0"
"Belarus",112,"Not treated municipal wastewater",4491,1997,0.111,"I","","0"
"Belarus",112,"Not treated municipal wastewater",4491,2002,0.111,"I","","0"
"Belarus",112,"Not treated municipal wastewater",4491,2007,0.111,"I","","0"
"Belarus",112,"Not treated municipal wastewater",4491,2012,0.111,"I","","0"
"Belarus",112,"Not treated municipal wastewater",4491,2017,0.111,"I","","0"
"Belarus",112,"Not treated municipal wastewater",4491,2018,0.111,"I","","0"
"Belgium",56,"Produced municipal wastewater",4269,2000,,,"[25,26,27,28,29,30]",
"Belgium",56,"Produced municipal wastewater",4269,2007,0.944,"","","6201"
"Belgium",56,"Produced municipal wastewater",4269,2012,0.879,"X","","6919"
"Belgium",56,"Produced municipal wastewater",4269,2017,0.871,"I","","0"
"Belgium",56,"Produced municipal wastewater",4269,2018,0.871,"I","","0"
"Belgium",56,"Collected municipal wastewater",4493,2002,0.1501,"I","","0"
"Belgium",56,"Collected municipal wastewater",4493,2007,0.1501,"I","","0"
"Belgium",56,"Collected municipal wastewater",4493,2012,0.1501,"I","","0"
"Belgium",56,"Collected municipal wastewater",4493,2017,0.1501,"I","","0"
"Belgium",56,"Collected municipal wastewater",4493,2018,0.1501,"I","","0"
"Belgium",56,"Number of municipal wastewater treatment facilities",4515,1992,256.0,"","","6687"
"Belgium",56,"Number of municipal wastewater treatment facilities",4515,1997,387.0,"","","6687"
"Belgium",56,"Number of municipal wastewater treatment facilities",4515,2002,538.0,"","","6201"
"Belgium",56,"Number of municipal wastewater treatment facilities",4515,2007,759.8,"I","","0"
"Belgium",56,"Number of municipal wastewater treatment facilities",4515,2012,1222.0,"","","6201"
"Belgium",56,"Number of municipal wastewater treatment facilities",4515,2017,1222.0,"I","","0"
"Belgium",56,"Number of municipal wastewater treatment facilities",4515,2018,1222.0,"I","","0"
"Belgium",56,"Not treated municipal wastewater",4491,2002,0.0439,"I","","0"
"Belgium",56,"Not treated municipal wastewater",4491,2007,0.0439,"I","","0"
"Belgium",56,"Not treated municipal wastewater",4491,2012,0.0439,"I","","0"
"Belgium",56,"Not treated municipal wastewater",4491,2017,0.0439,"I","","0"
"Belgium",56,"Not treated municipal wastewater",4491,2018,0.0439,"I","","0"
"Belgium",56,"Direct use of treated municipal wastewater",4265,2002,0.003,"I","","0"
"Belgium",56,"Direct use of treated municipal wastewater",4265,2007,0.003,"I","","0"
"Belgium",56,"Direct use of treated municipal wastewater",4265,2012,0.003,"I","","0"
"Belgium",56,"Direct use of treated municipal wastewater",4265,2017,0.003,"I","","0"
"Belgium",56,"Direct use of treated municipal wastewater",4265,2018,0.003,"I","","0"
"Belize",84,"Produced municipal wastewater",4269,1997,0.002,"I","","0"
"Belize",84,"Produced municipal wastewater",4269,2002,0.002,"I","","0"
"Belize",84,"Produced municipal wastewater",4269,2007,0.002,"I","","0"
"Belize",84,"Produced municipal wastewater",4269,2012,0.002,"I","","0"
