,,Value,Symbol
SDG 6.4.1. Services Water Use Efficiency,Mozambique,20.266404575,E
SDG 6.4.2. Water Stress,Myanmar,5.8015013966,E
SDG 6.4.2. Water Stress,Namibia,0.8615525672,E
SDG 6.4.2. Water Stress,Nepal,8.3118326623,E
SDG 6.4.2. Water Stress,New Zealand,8.0480847596,E
Environmental Flow Requirements,Nicaragua,107.2,X
SDG 6.4.2. Water Stress,Nicaragua,2.6924284717,E
SDG 6.4.2. Water Stress,Niger,7.4539249147,E
SDG 6.4.2. Water Stress,Nigeria,9.6682170543,E
SDG 6.4.1. Water Use Efficiency,Nigeria,30.8160380143,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Nigeria,0.2191090251,E
SDG 6.4.1. Industrial Water Use Efficiency,Nigeria,53.9138867763,E
SDG 6.4.1. Services Water Use Efficiency,Nigeria,55.4563991969,E
SDG 6.4.2. Water Stress,North Macedonia,25.266214908,E
SDG 6.4.2. Water Stress,Norway,2.0464638783,E
SDG 6.4.1. Water Use Efficiency,Norway,128.7703193073,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Norway,1.0772336464,E
SDG 6.4.1. Industrial Water Use Efficiency,Norway,101.3402935521,E
SDG 6.4.1. Services Water Use Efficiency,Norway,305.818488608,E
SDG 6.4.2. Water Stress,Oman,116.7142857143,E
SDG 6.4.2. Water Stress,Panama,0.9010711098,E
SDG 6.4.2. Water Stress,Papua New Guinea,0.1322428331,E
SDG 6.4.2. Water Stress,Paraguay,1.835399711,E
SDG 6.4.2. Water Stress,Peru,4.7729636648,E
Environmental Flow Requirements,Philippines,151.9,X
SDG 6.4.2. Water Stress,Philippines,28.3552430449,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Philippines,0.1695716445,E
SDG 6.4.1. Industrial Water Use Efficiency,Philippines,5.7597285052,E
SDG 6.4.2. Water Stress,Poland,34.8909657321,E
Environmental Flow Requirements,Portugal,27.63,X
SDG 6.4.2. Water Stress,Portugal,12.3798874824,E
Environmental Flow Requirements,Puerto Rico,2.621,X
SDG 6.4.2. Water Stress,Puerto Rico,19.5356106274,E
SDG 6.4.2. Water Stress,Republic of Korea,85.2218330414,E
SDG 6.4.2. Water Stress,Republic of Moldova,12.474012474,E
SDG 6.4.2. Water Stress,Republic of Serbia,6.0599571734,E
SDG 6.4.2. Water Stress,Romania,6.3411665574,E
SDG 6.4.2. Water Stress,Russian Federation,4.0961687054,E
SDG 6.4.2. Water Stress,Rwanda,6.0894039735,E
SDG 6.4.2. Water Stress,Saint Kitts and Nevis,50.8333333333,I
SDG 6.4.2. Water Stress,Saint Lucia,14.3,I
SDG 6.4.2. Water Stress,Saint Vincent and the Grenadines,7.9,I
SDG 6.4.2. Water Stress,Sao Tome and Principe,1.876146789,I
SDG 6.4.2. Water Stress,Saudi Arabia,883.3333333333,E
SDG 6.4.2. Water Stress,Senegal,11.8072833599,E
SDG 6.4.2. Water Stress,Sierra Leone,0.4957943925,E
SDG 6.4.2. Water Stress,Slovakia,2.3937177281,E
SDG 6.4.2. Water Stress,Slovenia,6.2974983097,E
SDG 6.4.2. Water Stress,Somalia,24.527740592,E
SDG 6.4.2. Water Stress,South Africa,62.055715658,E
SDG 6.4.1. Water Use Efficiency,South Africa,14.6369979032,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,South Africa,0.128097434,E
SDG 6.4.1. Industrial Water Use Efficiency,South Africa,18.0534070267,E
SDG 6.4.1. Services Water Use Efficiency,South Africa,53.5185143394,E
SDG 6.4.2. Water Stress,South Sudan,4.2260757868,E
Environmental Flow Requirements,Spain,38.15,X
SDG 6.4.2. Water Stress,Spain,42.5644171779,E
SDG 6.4.2. Water Stress,Sri Lanka,90.7854137447,E
SDG 6.4.2. Water Stress,State of Palestine,41.0783055199,E
SDG 6.4.2. Water Stress,Sudan,118.6563876652,E
SDG 6.4.2. Water Stress,Suriname,3.950609365,E
SDG 6.4.2. Water Stress,Sweden,3.4271284271,E
SDG 6.4.2. Water Stress,Syrian Arab Republic,124.360138926,E
Environmental Flow Requirements,Tajikistan,6.752,X
SDG 6.4.2. Water Stress,Thailand,23.0139351833,E
Environmental Flow Requirements,Timor-Leste,4.069,X
SDG 6.4.2. Water Stress,Timor-Leste,28.2682103232,E
SDG 6.4.2. Water Stress,Togo,3.391634981,E
SDG 6.4.2. Water Stress,Trinidad and Tobago,20.3264812576,E
SDG 6.4.2. Water Stress,Turkmenistan,143.5600206079,E
SDG 6.4.1. Water Use Efficiency,Turkmenistan,1.4367895365,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Turkmenistan,0.1354960581,E
SDG 6.4.1. Industrial Water Use Efficiency,Turkmenistan,27.4460244962,E
SDG 6.4.1. Services Water Use Efficiency,Turkmenistan,17.9670517345,E
SDG 6.4.2. Water Stress,Uganda,5.8279963403,E
SDG 6.4.2. Water Stress,Ukraine,13.8701736201,E
SDG 6.4.1. Industrial Water Use Efficiency,Ukraine,4.7126933133,E
SDG 6.4.1. Services Water Use Efficiency,Ukraine,21.0120515922,E
SDG 6.4.2. Water Stress,United Arab Emirates,1708.0,E
SDG 6.4.2. Water Stress,United Kingdom of Great Britain and Northern Ireland,14.3546462063,E
SDG 6.4.2. Water Stress,United Republic of Tanzania,12.9632408102,E
SDG 6.4.2. Water Stress,United States of America,28.1619842696,E
SDG 6.4.2. Water Stress,Uruguay,9.7860962567,E
SDG 6.4.1. Water Use Efficiency,Uruguay,13.168884037,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Uruguay,0.1731815207,E
SDG 6.4.1. Industrial Water Use Efficiency,Uruguay,152.9722146975,E
SDG 6.4.1. Services Water Use Efficiency,Uruguay,86.3691536078,E
Environmental Flow Requirements,Uzbekistan,14.0,X
SDG 6.4.2. Water Stress,Uzbekistan,168.9131058216,E
SDG 6.4.1. Industrial Water Use Efficiency,Uzbekistan,9.7865766007,E
SDG 6.4.1. Services Water Use Efficiency,Uzbekistan,13.8394522807,E
SDG 6.4.2. Water Stress,Venezuela (Bolivarian Republic of),7.5403666667,E
SDG 6.4.2. Water Stress,Viet Nam,18.1303153792,E
SDG 6.4.2. Water Stress,Yemen,169.7619047619,I
SDG 6.4.2. Water Stress,Zambia,2.8354978355,E
SDG 6.4.2. Water Stress,Zimbabwe,31.3462260608,E
