,,Value,Symbol
Cultivated area (arable land + permanent crops),Burundi,1250.0,X
Total population,Burundi,7862.214,X
Rural population,Burundi,7156.384,X
Urban population,Burundi,783.189,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Burundi,0.5216,I
Gross Domestic Product (GDP),Burundi,1356198462.0,X
GDP per capita,Burundi,170.815038,X
"Agriculture, value added (% GDP)",Burundi,34.934196,X
Total area of the country (excl. coastal water),Cabo Verde,403.0,X
Cultivated area (arable land + permanent crops),Cabo Verde,51.0,X
Total population,Cabo Verde,475.06,X
Rural population,Cabo Verde,197.671,X
Urban population,Cabo Verde,288.767,X
Gross Domestic Product (GDP),Cabo Verde,1513937453.0,X
GDP per capita,Cabo Verde,3112.292734,X
"Agriculture, value added (% GDP)",Cabo Verde,8.517717,X
Total area of the country (excl. coastal water),Cambodia,18104.0,X
Cultivated area (arable land + permanent crops),Cambodia,3855.0,X
Total population,Cambodia,13679.962,X
Rural population,Cambodia,11021.653,X
Urban population,Cambodia,2655.04,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Cambodia,0.5288,I
Gross Domestic Product (GDP),Cambodia,8639240662.0,X
GDP per capita,Cambodia,631.676141,X
"Agriculture, value added (% GDP)",Cambodia,29.69648,X
Total area of the country (excl. coastal water),Cameroon,47544.0,X
Cultivated area (arable land + permanent crops),Cameroon,7213.0,X
Total population,Cameroon,18730.282,X
Rural population,Cameroon,9244.465,X
Urban population,Cameroon,9150.924,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Cameroon,0.6536,I
Gross Domestic Product (GDP),Cameroon,22365265838.0,X
GDP per capita,Cameroon,1215.808257,X
"Agriculture, value added (% GDP)",Cameroon,13.178938,X
Total area of the country (excl. coastal water),Canada,998467.0,X
Cultivated area (arable land + permanent crops),Canada,39052.0,X
Total population,Canada,32930.794,X
Rural population,Canada,6473.183,X
Urban population,Canada,26546.749,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Canada,0.1402,I
GDP per capita,Canada,44482.932593,X
Total area of the country (excl. coastal water),Central African Republic,62298.0,X
Cultivated area (arable land + permanent crops),Central African Republic,2010.0,X
Total population,Central African Republic,4198.01,X
Rural population,Central African Republic,2636.499,X
Urban population,Central African Republic,1639.301,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Central African Republic,0.675,I
Gross Domestic Product (GDP),Central African Republic,1754928634.0,X
GDP per capita,Central African Republic,410.432816,X
"Agriculture, value added (% GDP)",Central African Republic,40.754436,X
Total area of the country (excl. coastal water),Chad,128400.0,X
Cultivated area (arable land + permanent crops),Chad,3931.0,X
Total population,Chad,10818.024,X
Rural population,Chad,8419.328,X
Urban population,Chad,2356.38,X
Gross Domestic Product (GDP),Chad,8397410683.0,X
GDP per capita,Chad,779.290853,X
"Agriculture, value added (% GDP)",Chad,24.499453,X
Total area of the country (excl. coastal water),Chile,75610.0,X
Cultivated area (arable land + permanent crops),Chile,1719.0,X
Total population,Chile,16530.195,X
Rural population,Chile,2160.337,X
Urban population,Chile,14331.35,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Chile,0.3828,I
GDP per capita,Chile,10526.878133,X
"Agriculture, value added (% GDP)",Chile,3.710499,X
Total area of the country (excl. coastal water),China,960000.0,X
Cultivated area (arable land + permanent crops),China,135027.9111,X
Total population,China,1376265.629,X
Rural population,China,738685.151,X
Urban population,China,628350.588,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),China,0.215,I
Gross Domestic Product (GDP),China,3780264763851.0,X
GDP per capita,China,2812.2728,X
Total area of the country (excl. coastal water),Colombia,114175.0,X
Cultivated area (arable land + permanent crops),Colombia,3570.0,X
Total population,Colombia,43737.516,X
Rural population,Colombia,10287.615,X
Urban population,Colombia,34086.957,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Colombia,0.49,I
GDP per capita,Colombia,4635.692195,X
Total area of the country (excl. coastal water),Comoros,186.1,X
Cultivated area (arable land + permanent crops),Comoros,118.0,X
Total population,Comoros,641.62,X
Rural population,Comoros,462.822,X
Urban population,Comoros,178.798,X
Gross Domestic Product (GDP),Comoros,794621744.0,X
GDP per capita,Comoros,1238.461619,X
"Agriculture, value added (% GDP)",Comoros,28.956646,X
Total area of the country (excl. coastal water),Congo,34200.0,X
Cultivated area (arable land + permanent crops),Congo,550.0,X
Total population,Congo,3876.119,X
Rural population,Congo,1515.245,X
Urban population,Congo,2461.001,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Congo,0.6188,I
Gross Domestic Product (GDP),Congo,8771102344.0,X
GDP per capita,Congo,2205.875176,X
"Agriculture, value added (% GDP)",Congo,4.919811,X
Total area of the country (excl. coastal water),Cook Islands,24.0,X
Cultivated area (arable land + permanent crops),Cook Islands,2.18,X
Total population,Cook Islands,19.001,X
Rural population,Cook Islands,5.371,X
Urban population,Cook Islands,14.14,X
Gross Domestic Product (GDP),Cook Islands,226660632.0,X
GDP per capita,Cook Islands,11617.068926,X
"Agriculture, value added (% GDP)",Cook Islands,2.926693,X
Total area of the country (excl. coastal water),Costa Rica,5110.0,X
Cultivated area (arable land + permanent crops),Costa Rica,500.0,X
Total population,Costa Rica,4404.628,X
Rural population,Costa Rica,1390.626,X
Urban population,Costa Rica,2978.843,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Costa Rica,0.375,I
Gross Domestic Product (GDP),Costa Rica,26743874711.0,X
GDP per capita,Costa Rica,6120.623515,X
"Agriculture, value added (% GDP)",Costa Rica,7.956962,X
Total area of the country (excl. coastal water),Croatia,5659.0,X
Cultivated area (arable land + permanent crops),Croatia,932.0,X
Total population,Croatia,4362.426,X
Rural population,Croatia,1978.228,X
Urban population,Croatia,2384.038,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Croatia,0.19,I
Gross Domestic Product (GDP),Croatia,60171353429.0,X
GDP per capita,Croatia,13793.600259,X
"Agriculture, value added (% GDP)",Croatia,3.726651,X
Total area of the country (excl. coastal water),Cuba,10989.0,X
Cultivated area (arable land + permanent crops),Cuba,3991.0,X
Total population,Cuba,11251.122,X
Rural population,Cuba,2676.725,X
Urban population,Cuba,8626.962,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Cuba,0.3718,I
Gross Domestic Product (GDP),Cuba,58603800000.0,X
GDP per capita,Cuba,5184.485381,X
"Agriculture, value added (% GDP)",Cuba,3.908108,X
Total area of the country (excl. coastal water),Cyprus,925.0,X
Cultivated area (arable land + permanent crops),Cyprus,145.3,X
Total population,Cyprus,1063.713,X
Rural population,Cyprus,340.577,X
Urban population,Cyprus,723.135,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Cyprus,0.1452,I
Gross Domestic Product (GDP),Cyprus,24051825587.0,X
GDP per capita,Cyprus,31353.202656,X
"Agriculture, value added (% GDP)",Cyprus,2.023801,X
Total area of the country (excl. coastal water),Czechia,7887.0,X
Total population,Czechia,10357.538,X
Rural population,Czechia,2748.296,X
Urban population,Czechia,7608.29,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Czechia,0.1462,I
GDP per capita,Czechia,18271.210375,X
Total area of the country (excl. coastal water),Côte d’Ivoire,32246.0,X
Cultivated area (arable land + permanent crops),Côte d’Ivoire,7400.0,X
Total population,Côte d’Ivoire,19171.237,X
Rural population,Côte d’Ivoire,10292.928,X
Urban population,Côte d’Ivoire,8793.013,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Côte d’Ivoire,0.6618,I
Gross Domestic Product (GDP),Côte d’Ivoire,20341870862.0,X
GDP per capita,Côte d’Ivoire,1065.803927,X
"Agriculture, value added (% GDP)",Côte d’Ivoire,21.996715,X
Total area of the country (excl. coastal water),Democratic People's Republic of Korea,12054.0,X
Cultivated area (arable land + permanent crops),Democratic People's Republic of Korea,2550.0,X
Total population,Democratic People's Republic of Korea,24188.331,X
Rural population,Democratic People's Republic of Korea,9690.536,X
Urban population,Democratic People's Republic of Korea,14512.753,X
Gross Domestic Product (GDP),Democratic People's Republic of Korea,14374670965.0,X
GDP per capita,Democratic People's Republic of Korea,596.869383,X
"Agriculture, value added (% GDP)",Democratic People's Republic of Korea,21.215304,X
Total area of the country (excl. coastal water),Democratic Republic of the Congo,234486.0,X
Cultivated area (arable land + permanent crops),Democratic Republic of the Congo,7450.0,X
Total population,Democratic Republic of the Congo,58453.683,X
Rural population,Democratic Republic of the Congo,35944.533,X
Urban population,Democratic Republic of the Congo,22473.029,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Democratic Republic of the Congo,0.6726,I
Gross Domestic Product (GDP),Democratic Republic of the Congo,16737110427.0,X
GDP per capita,Democratic Republic of the Congo,286.508198,X
"Agriculture, value added (% GDP)",Democratic Republic of the Congo,21.601591,X
Total area of the country (excl. coastal water),Denmark,4309.0,X
Cultivated area (arable land + permanent crops),Denmark,2313.0,X
Total population,Denmark,5469.921,X
Rural population,Denmark,749.746,X
Urban population,Denmark,4720.211,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Denmark,0.068,I
Gross Domestic Product (GDP),Denmark,319423321236.0,X
GDP per capita,Denmark,58395.947397,X
"Agriculture, value added (% GDP)",Denmark,1.1744,X
Total area of the country (excl. coastal water),Djibouti,2320.0,X
Cultivated area (arable land + permanent crops),Djibouti,1.5,X
Total population,Djibouti,805.451,X
Rural population,Djibouti,187.353,X
Urban population,Djibouti,622.049,X
Gross Domestic Product (GDP),Djibouti,847918929.0,X
GDP per capita,Djibouti,1047.586896,X
"Agriculture, value added (% GDP)",Djibouti,3.633215,X
Total area of the country (excl. coastal water),Dominica,75.0,X
Cultivated area (arable land + permanent crops),Dominica,20.0,X
Total population,Dominica,70.795,X
Rural population,Dominica,23.27,X
Urban population,Dominica,47.68,X
GDP per capita,Dominica,6042.3355,X
Total area of the country (excl. coastal water),Dominican Republic,4867.0,X
Cultivated area (arable land + permanent crops),Dominican Republic,1220.0,X
Total population,Dominican Republic,9338.861,X
Rural population,Dominican Republic,2849.396,X
Urban population,Dominican Republic,6654.957,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Dominican Republic,0.5108,I
Gross Domestic Product (GDP),Dominican Republic,43780696524.0,X
GDP per capita,Dominican Republic,4606.383677,X
"Agriculture, value added (% GDP)",Dominican Republic,6.511574,X
Total area of the country (excl. coastal water),Ecuador,25637.0,X
Cultivated area (arable land + permanent crops),Ecuador,2415.0,X
Total population,Ecuador,14296.557,X
Rural population,Ecuador,5383.366,X
Urban population,Ecuador,8822.087,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Ecuador,0.4698,I
Gross Domestic Product (GDP),Ecuador,51007777000.0,X
GDP per capita,Ecuador,3590.718086,X
"Agriculture, value added (% GDP)",Ecuador,9.355656,X
Total area of the country (excl. coastal water),Egypt,100145.0,X
Cultivated area (arable land + permanent crops),Egypt,3538.0,X
Total population,Egypt,78232.126,X
Rural population,Egypt,45274.468,X
Urban population,Egypt,34262.785,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Egypt,0.598,I
Gross Domestic Product (GDP),Egypt,132165346646.0,X
GDP per capita,Egypt,1661.678543,X
"Agriculture, value added (% GDP)",Egypt,13.419964,X
Total area of the country (excl. coastal water),El Salvador,2104.0,X
Total population,El Salvador,6105.81,X
Rural population,El Salvador,2264.614,X
Urban population,El Salvador,3818.861,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),El Salvador,0.4966,I
Gross Domestic Product (GDP),El Salvador,17011750854.0,X
GDP per capita,El Salvador,2796.387074,X
"Agriculture, value added (% GDP)",El Salvador,6.993104,X
Total area of the country (excl. coastal water),Equatorial Guinea,2805.0,X
Cultivated area (arable land + permanent crops),Equatorial Guinea,210.0,X
Total population,Equatorial Guinea,821.687,X
Rural population,Equatorial Guinea,322.609,X
Urban population,Equatorial Guinea,506.718,X
Gross Domestic Product (GDP),Equatorial Guinea,13071717523.0,X
GDP per capita,Equatorial Guinea,15761.837638,X
"Agriculture, value added (% GDP)",Equatorial Guinea,1.372884,X
Total area of the country (excl. coastal water),Eritrea,11760.0,X
Cultivated area (arable land + permanent crops),Eritrea,672.0,X
Total population,Eritrea,2996.536,X
Rural population,Eritrea,2782.012,X
Urban population,Eritrea,1371.32,X
GDP per capita,Eritrea,317.329434,X
Total area of the country (excl. coastal water),Estonia,4523.0,X
Cultivated area (arable land + permanent crops),Estonia,607.6,X
Total population,Estonia,1344.296,X
Rural population,Estonia,423.663,X
Urban population,Estonia,920.409,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Estonia,0.21925,I
GDP per capita,Estonia,16696.11391,X
"Agriculture, value added (% GDP)",Estonia,3.926161,X
Total area of the country (excl. coastal water),Eswatini,1736.0,X
Cultivated area (arable land + permanent crops),Eswatini,192.0,X
Total population,Eswatini,1042.652,X
Rural population,Eswatini,889.921,X
Urban population,Eswatini,248.513,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Eswatini,0.563,I
Gross Domestic Product (GDP),Eswatini,3469373127.0,X
GDP per capita,Eswatini,3047.496058,X
"Agriculture, value added (% GDP)",Eswatini,10.754204,X
Total area of the country (excl. coastal water),Ethiopia,110430.0,X
Cultivated area (arable land + permanent crops),Ethiopia,15077.0,X
Total population,Ethiopia,80674.348,X
Rural population,Ethiopia,67946.189,X
Urban population,Ethiopia,13054.22,X
Gross Domestic Product (GDP),Ethiopia,18991964042.0,X
GDP per capita,Ethiopia,234.467508,X
"Agriculture, value added (% GDP)",Ethiopia,43.038859,X
Total area of the country (excl. coastal water),Faroe Islands,139.6,X
Cultivated area (arable land + permanent crops),Faroe Islands,3.0,X
Total population,Faroe Islands,47.825,X
Rural population,Faroe Islands,28.904,X
Urban population,Faroe Islands,19.544,X
Gross Domestic Product (GDP),Faroe Islands,2278229533.0,X
Total area of the country (excl. coastal water),Fiji,1827.0,X
Cultivated area (arable land + permanent crops),Fiji,252.0,X
Total population,Fiji,836.19,X
Rural population,Fiji,411.92,X
Urban population,Fiji,422.892,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Fiji,0.3939111111,I
Gross Domestic Product (GDP),Fiji,3378287465.0,X
GDP per capita,Fiji,4046.764379,X
"Agriculture, value added (% GDP)",Fiji,12.339061,X
Total area of the country (excl. coastal water),Finland,33842.0,X
Cultivated area (arable land + permanent crops),Finland,2260.9,X
Total population,Finland,5297.739,X
Rural population,Finland,891.744,X
Urban population,Finland,4406.27,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Finland,0.0842,I
Gross Domestic Product (GDP),Finland,256039417632.0,X
GDP per capita,Finland,48327.433191,X
"Agriculture, value added (% GDP)",Finland,2.380367,X
Total area of the country (excl. coastal water),France,54909.0,X
Cultivated area (arable land + permanent crops),France,19358.3,X
Total population,France,61869.227,X
Rural population,France,13866.281,X
Urban population,France,48094.669,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),France,0.1442,I
Gross Domestic Product (GDP),France,2657076867804.0,X
GDP per capita,France,41504.468752,X
"Agriculture, value added (% GDP)",France,1.612993,X
Total area of the country (excl. coastal water),Gabon,26767.0,X
Cultivated area (arable land + permanent crops),Gabon,495.0,X
Total population,Gabon,1472.575,X
Rural population,Gabon,242.107,X
Urban population,Gabon,1247.086,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Gabon,0.535,I
Gross Domestic Product (GDP),Gabon,12438957208.0,X
GDP per capita,Gabon,8352.817404,X
"Agriculture, value added (% GDP)",Gabon,4.957831,X
Total area of the country (excl. coastal water),Gambia,1130.0,X
Cultivated area (arable land + permanent crops),Gambia,308.0,X
Total population,Gambia,1639.848,X
Rural population,Gambia,715.979,X
Urban population,Gambia,823.137,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Gambia,0.6176,I
Gross Domestic Product (GDP),Gambia,1279703031.0,X
GDP per capita,Gambia,831.45327,X
"Agriculture, value added (% GDP)",Gambia,23.566197,X
Total area of the country (excl. coastal water),Georgia,6970.0,X
Cultivated area (arable land + permanent crops),Georgia,577.0,X
Total population,Georgia,4166.867,X
Rural population,Georgia,2003.024,X
Urban population,Georgia,2387.511,X
Gross Domestic Product (GDP),Georgia,10701691611.0,X
GDP per capita,Georgia,2437.445917,X
"Agriculture, value added (% GDP)",Georgia,10.676793,X
Total area of the country (excl. coastal water),Germany,35710.0,X
Cultivated area (arable land + permanent crops),Germany,12075.0,X
Total population,Germany,81277.83,X
Rural population,Germany,19215.385,X
Urban population,Germany,62129.072,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Germany,0.109,I
Gross Domestic Product (GDP),Germany,3421053532018.0,X
GDP per capita,Germany,42056.381691,X
"Agriculture, value added (% GDP)",Germany,0.77886,X
Total area of the country (excl. coastal water),Ghana,23854.0,X
Total population,Ghana,22963.946,X
Rural population,Ghana,11652.304,X
Urban population,Ghana,11047.908,X
