,,Value,Symbol
Industrial water withdrawal,Guatemala,0.6031,I
Total water withdrawal,Guatemala,3.3241,I
Municipal water withdrawal,Guinea,0.2256,I
Industrial water withdrawal,Guinea,0.0567846154,I
Total water withdrawal,Guinea,0.6836728507,E
Municipal water withdrawal,Guinea-Bissau,0.0341,I
Industrial water withdrawal,Guinea-Bissau,0.0119,I
Total water withdrawal,Guinea-Bissau,0.19,E
Municipal water withdrawal,Guyana,0.0613,I
Industrial water withdrawal,Guyana,0.0204,I
Total water withdrawal,Guyana,1.5158,E
Municipal water withdrawal,Haiti,0.1787142857,I
Industrial water withdrawal,Haiti,0.0443714286,I
Total water withdrawal,Haiti,1.4263714286,I
Municipal water withdrawal,Honduras,0.315,I
Industrial water withdrawal,Honduras,0.114,I
Total water withdrawal,Honduras,1.607,I
Municipal water withdrawal,Hungary,0.793,X
Industrial water withdrawal,Hungary,4.486,X
Total water withdrawal,Hungary,5.5871666667,E
Municipal water withdrawal,Iceland,0.0845,I
Industrial water withdrawal,Iceland,0.09575,I
Total water withdrawal,Iceland,0.2154,I
Municipal water withdrawal,India,51.8,I
Industrial water withdrawal,India,14.9,I
Total water withdrawal,India,715.82,I
Municipal water withdrawal,Indonesia,15.7736363636,I
Industrial water withdrawal,Indonesia,21.8290909091,I
Total water withdrawal,Indonesia,176.2327272727,E
Municipal water withdrawal,Iran (Islamic Republic of),6.2,I
Industrial water withdrawal,Iran (Islamic Republic of),1.1,I
Total water withdrawal,Iran (Islamic Republic of),93.3,I
Municipal water withdrawal,Iraq,2.8,I
Industrial water withdrawal,Iraq,5.9,I
Total water withdrawal,Iraq,53.0,I
Municipal water withdrawal,Ireland,0.679,X
Industrial water withdrawal,Ireland,0.051,X
Total water withdrawal,Ireland,0.73,X
Municipal water withdrawal,Israel,0.7005,I
Industrial water withdrawal,Israel,0.1215,I
Total water withdrawal,Israel,1.8832,E
Municipal water withdrawal,Italy,9.044,I
Industrial water withdrawal,Italy,11.6646153846,I
Total water withdrawal,Italy,33.5986153846,E
Municipal water withdrawal,Jamaica,0.2906666667,I
Industrial water withdrawal,Jamaica,0.2724444444,I
Total water withdrawal,Jamaica,1.0111111111,E
Total water withdrawal,Japan,82.98,E
Municipal water withdrawal,Jordan,0.294,
Industrial water withdrawal,Jordan,0.049,
Total water withdrawal,Jordan,0.932,E
Municipal water withdrawal,Kazakhstan,2.542,OF
Industrial water withdrawal,Kazakhstan,5.807,OF
Total water withdrawal,Kazakhstan,22.809,E
Municipal water withdrawal,Kenya,0.8791428571,I
Industrial water withdrawal,Kenya,0.1142857143,I
Total water withdrawal,Kenya,2.8331428571,I
Municipal water withdrawal,Kuwait,0.4483,I
Industrial water withdrawal,Kuwait,0.0233,I
Total water withdrawal,Kuwait,1.0387692308,E
Municipal water withdrawal,Kyrgyzstan,0.224,I
Industrial water withdrawal,Kyrgyzstan,0.336,I
Total water withdrawal,Kyrgyzstan,7.9376,E
Municipal water withdrawal,Lao People's Democratic Republic,0.13,I
Industrial water withdrawal,Lao People's Democratic Republic,0.17,I
Total water withdrawal,Lao People's Democratic Republic,4.399,E
Municipal water withdrawal,Latvia,0.125,X
Industrial water withdrawal,Latvia,0.0426,X
Total water withdrawal,Latvia,0.2182,E
Municipal water withdrawal,Lebanon,0.352,I
Industrial water withdrawal,Lebanon,0.3,I
Total water withdrawal,Lebanon,1.416,I
Municipal water withdrawal,Lesotho,0.02,I
Industrial water withdrawal,Lesotho,0.02,I
Total water withdrawal,Lesotho,0.0438,E
Municipal water withdrawal,Liberia,0.0802,I
Industrial water withdrawal,Liberia,0.0534,I
Total water withdrawal,Liberia,0.1459,E
Municipal water withdrawal,Libya,0.6904051912,I
Industrial water withdrawal,Libya,0.1861204676,I
Total water withdrawal,Libya,5.1435714286,I
Municipal water withdrawal,Lithuania,0.13495,I
Industrial water withdrawal,Lithuania,1.4464307692,I
Total water withdrawal,Lithuania,2.269,X
Municipal water withdrawal,Luxembourg,0.04362,I
Industrial water withdrawal,Luxembourg,0.0059818182,I
Total water withdrawal,Luxembourg,0.0497290909,E
Municipal water withdrawal,Madagascar,0.395,I
Industrial water withdrawal,Madagascar,0.1619,I
Total water withdrawal,Madagascar,13.5569,E
Municipal water withdrawal,Malawi,0.1431,I
Industrial water withdrawal,Malawi,0.0477,I
Total water withdrawal,Malawi,1.3568,I
Municipal water withdrawal,Malaysia,1.342,I
Industrial water withdrawal,Malaysia,1.641,I
Total water withdrawal,Malaysia,5.488,E
Municipal water withdrawal,Maldives,0.005675,I
Industrial water withdrawal,Maldives,0.0002875,I
Total water withdrawal,Maldives,0.0057809524,I
Municipal water withdrawal,Mali,0.107,I
Industrial water withdrawal,Mali,0.004,I
Total water withdrawal,Mali,5.186,I
Municipal water withdrawal,Malta,0.0256888889,I
Industrial water withdrawal,Malta,0.001,X
Total water withdrawal,Malta,0.0469888889,E
Municipal water withdrawal,Mauritania,0.0954,I
Industrial water withdrawal,Mauritania,0.0318,I
Total water withdrawal,Mauritania,1.3502,E
Municipal water withdrawal,Mauritius,0.201,OF
Industrial water withdrawal,Mauritius,0.006,OF
Total water withdrawal,Mauritius,0.63,E
Municipal water withdrawal,Mexico,11.16,OF
Total water withdrawal,Mexico,78.95,E
Municipal water withdrawal,Monaco,0.0055,X
Industrial water withdrawal,Monaco,0.0,X
Total water withdrawal,Monaco,0.0055,E
Municipal water withdrawal,Mongolia,0.089,I
Industrial water withdrawal,Mongolia,0.2246666667,I
Total water withdrawal,Mongolia,0.5436666667,I
Municipal water withdrawal,Montenegro,0.0955333333,I
Industrial water withdrawal,Montenegro,0.0673,X
Total water withdrawal,Montenegro,0.1694333333,E
Municipal water withdrawal,Morocco,1.789375,I
Industrial water withdrawal,Morocco,0.41975,I
Total water withdrawal,Morocco,12.075375,I
Municipal water withdrawal,Mozambique,0.27736,I
Industrial water withdrawal,Mozambique,0.03396,I
Total water withdrawal,Mozambique,1.1667485714,E
Municipal water withdrawal,Myanmar,3.323,I
Industrial water withdrawal,Myanmar,0.4984,I
Total water withdrawal,Myanmar,33.3914,E
Municipal water withdrawal,Namibia,0.073,I
Industrial water withdrawal,Namibia,0.014,I
Total water withdrawal,Namibia,0.288,E
Municipal water withdrawal,Nepal,0.1476,I
Industrial water withdrawal,Nepal,0.0295,I
Total water withdrawal,Nepal,9.4971,E
Municipal water withdrawal,Netherlands,1.248,X
Industrial water withdrawal,Netherlands,9.629,X
Total water withdrawal,Netherlands,10.9489,E
Municipal water withdrawal,New Zealand,1.06425,I
Industrial water withdrawal,New Zealand,1.00025,I
Total water withdrawal,New Zealand,4.98125,I
Municipal water withdrawal,Nicaragua,0.2755,I
Industrial water withdrawal,Nicaragua,0.0736,I
Total water withdrawal,Nicaragua,1.5321,E
Municipal water withdrawal,Niger,0.2279142857,I
Industrial water withdrawal,Niger,0.0272714286,I
Total water withdrawal,Niger,1.0600190476,E
Municipal water withdrawal,Nigeria,4.4594,I
Industrial water withdrawal,Nigeria,1.965,I
Total water withdrawal,Nigeria,11.9344,E
Municipal water withdrawal,North Macedonia,0.2264,X
Industrial water withdrawal,North Macedonia,0.1993,X
Total water withdrawal,North Macedonia,0.5512,E
Municipal water withdrawal,Norway,0.9482,X
Industrial water withdrawal,Norway,1.233,X
Total water withdrawal,Norway,3.0261,E
Municipal water withdrawal,Oman,0.1324,I
Industrial water withdrawal,Oman,0.0654,I
Total water withdrawal,Oman,1.5414,I
Municipal water withdrawal,Pakistan,9.1,I
Industrial water withdrawal,Pakistan,1.65875,I
Total water withdrawal,Pakistan,181.94625,E
Municipal water withdrawal,Panama,0.39014,I
Industrial water withdrawal,Panama,0.01546,I
Municipal water withdrawal,Papua New Guinea,0.2235,I
Industrial water withdrawal,Papua New Guinea,0.1676,I
Total water withdrawal,Papua New Guinea,0.3921,I
Municipal water withdrawal,Paraguay,0.2667272727,I
Industrial water withdrawal,Paraguay,0.13975,I
Total water withdrawal,Paraguay,1.6588939394,E
Municipal water withdrawal,Peru,1.254375,I
Municipal water withdrawal,Philippines,6.958,OF
Industrial water withdrawal,Philippines,7.348,OF
Total water withdrawal,Philippines,81.496,E
Municipal water withdrawal,Poland,2.1210909091,I
Industrial water withdrawal,Poland,8.0603846154,I
Total water withdrawal,Poland,12.03,X
Municipal water withdrawal,Portugal,0.9763,X
Industrial water withdrawal,Portugal,1.6545947368,I
Total water withdrawal,Portugal,9.151,X
Municipal water withdrawal,Puerto Rico,0.91766,I
Industrial water withdrawal,Puerto Rico,3.1704,I
Total water withdrawal,Puerto Rico,4.15804,I
Municipal water withdrawal,Qatar,0.250225,I
Industrial water withdrawal,Qatar,0.0108,I
Total water withdrawal,Qatar,0.515025,E
Municipal water withdrawal,Republic of Korea,7.0075555556,I
Industrial water withdrawal,Republic of Korea,4.45,I
Total water withdrawal,Republic of Korea,27.4175555556,E
Municipal water withdrawal,Republic of Moldova,0.1457777778,I
Industrial water withdrawal,Republic of Moldova,0.8308333333,I
Total water withdrawal,Republic of Moldova,1.0126111111,E
Total water withdrawal,Republic of Serbia,3.958,X
Municipal water withdrawal,Romania,1.095,I
Industrial water withdrawal,Romania,4.38,I
Total water withdrawal,Romania,6.884,X
Municipal water withdrawal,Russian Federation,12.8737160121,I
Industrial water withdrawal,Russian Federation,38.0447129909,I
Total water withdrawal,Russian Federation,63.6,I
Municipal water withdrawal,Rwanda,0.0614,I
Industrial water withdrawal,Rwanda,0.0205,I
Total water withdrawal,Rwanda,0.1839,E
Municipal water withdrawal,Saint Lucia,0.0125,E
Industrial water withdrawal,Saint Lucia,0.0,E
Total water withdrawal,Saint Lucia,0.0429,E
Total water withdrawal,Saint Vincent and the Grenadines,0.0090013333,I
Total water withdrawal,Sao Tome and Principe,0.0276347826,I
Municipal water withdrawal,Saudi Arabia,2.1961666667,I
Industrial water withdrawal,Saudi Arabia,0.7321666667,I
Total water withdrawal,Saudi Arabia,23.205,I
Municipal water withdrawal,Senegal,0.098,I
Industrial water withdrawal,Senegal,0.058,I
Total water withdrawal,Senegal,2.221,I
Municipal water withdrawal,Seychelles,0.009,I
Industrial water withdrawal,Seychelles,0.0038,I
Total water withdrawal,Seychelles,0.0137,E
Municipal water withdrawal,Sierra Leone,0.111,I
Industrial water withdrawal,Sierra Leone,0.0555,I
Total water withdrawal,Sierra Leone,0.2122,I
Municipal water withdrawal,Singapore,0.922205,I
Industrial water withdrawal,Singapore,1.044579,I
Total water withdrawal,Singapore,1.989568,E
Municipal water withdrawal,Slovakia,0.3585,X
Industrial water withdrawal,Slovakia,0.307,X
Total water withdrawal,Slovakia,0.688,E
Municipal water withdrawal,Slovenia,0.1674,X
Industrial water withdrawal,Slovenia,0.7629,X
Total water withdrawal,Slovenia,0.9349,E
Municipal water withdrawal,Somalia,0.015,I
Industrial water withdrawal,Somalia,0.002,I
Total water withdrawal,Somalia,3.298,I
Municipal water withdrawal,South Africa,4.0553076923,I
Industrial water withdrawal,South Africa,1.3605384615,I
Total water withdrawal,South Africa,14.2501538462,I
Municipal water withdrawal,Spain,5.898,X
Industrial water withdrawal,Spain,6.495,X
Total water withdrawal,Spain,35.573,E
Municipal water withdrawal,Sri Lanka,0.805,I
Industrial water withdrawal,Sri Lanka,0.831,I
Total water withdrawal,Sri Lanka,12.946,I
Municipal water withdrawal,Suriname,0.0493,I
Industrial water withdrawal,Suriname,0.1355,I
Total water withdrawal,Suriname,0.6159,I
Municipal water withdrawal,Sweden,1.0,X
Industrial water withdrawal,Sweden,1.523,X
Total water withdrawal,Sweden,2.63,E
Municipal water withdrawal,Switzerland,1.0178333333,I
Total water withdrawal,Switzerland,2.2614,I
Municipal water withdrawal,Syrian Arab Republic,1.475,I
Industrial water withdrawal,Syrian Arab Republic,0.6154,I
Total water withdrawal,Syrian Arab Republic,16.7604,E
Municipal water withdrawal,Thailand,2.739,OF
Industrial water withdrawal,Thailand,2.777,OF
Total water withdrawal,Thailand,57.306,E
Municipal water withdrawal,Timor-Leste,0.099,I
Industrial water withdrawal,Timor-Leste,0.002,I
Total water withdrawal,Timor-Leste,1.172,I
Municipal water withdrawal,Togo,0.1407,I
Industrial water withdrawal,Togo,0.0063,I
Total water withdrawal,Togo,0.223,E
Municipal water withdrawal,Trinidad and Tobago,0.2218666667,I
Industrial water withdrawal,Trinidad and Tobago,0.1203,I
Total water withdrawal,Trinidad and Tobago,0.3577333333,I
Municipal water withdrawal,Tunisia,0.4552136364,I
Industrial water withdrawal,Tunisia,0.1465,I
Total water withdrawal,Tunisia,3.123,I
Municipal water withdrawal,Turkey,4.8555,I
Industrial water withdrawal,Turkey,1.2915,I
Total water withdrawal,Turkey,39.267,E
Municipal water withdrawal,Turkmenistan,0.755,I
Industrial water withdrawal,Turkmenistan,0.839,I
Total water withdrawal,Turkmenistan,27.954,I
Municipal water withdrawal,Uganda,0.305925,I
Industrial water withdrawal,Uganda,0.0493333333,I
Total water withdrawal,Uganda,0.5910916667,E
Municipal water withdrawal,Ukraine,3.2972,I
Industrial water withdrawal,Ukraine,7.1944,I
Total water withdrawal,Ukraine,14.988,I
Municipal water withdrawal,United Arab Emirates,0.8297692308,I
Industrial water withdrawal,United Arab Emirates,0.0743846154,I
Municipal water withdrawal,United Kingdom of Great Britain and Northern Ireland,5.99,X
Industrial water withdrawal,United Kingdom of Great Britain and Northern Ireland,1.193,X
Total water withdrawal,United Kingdom of Great Britain and Northern Ireland,8.513,E
Municipal water withdrawal,United Republic of Tanzania,0.527,I
Industrial water withdrawal,United Republic of Tanzania,0.025,I
Total water withdrawal,United Republic of Tanzania,5.184,I
Municipal water withdrawal,United States of America,64.1,I
Industrial water withdrawal,United States of America,282.42,I
Total water withdrawal,United States of America,531.7,I
Municipal water withdrawal,Uruguay,0.41,I
Industrial water withdrawal,Uruguay,0.08,I
Total water withdrawal,Uruguay,3.66,I
Municipal water withdrawal,Uzbekistan,3.7077777778,I
Industrial water withdrawal,Uzbekistan,1.62,I
Total water withdrawal,Uzbekistan,55.0655555556,I
Municipal water withdrawal,Venezuela (Bolivarian Republic of),5.123,I
Industrial water withdrawal,Venezuela (Bolivarian Republic of),0.7933,I
Total water withdrawal,Venezuela (Bolivarian Republic of),22.6263,E
Municipal water withdrawal,Viet Nam,1.206,I
Industrial water withdrawal,Viet Nam,3.074,I
Total water withdrawal,Viet Nam,82.03,I
Municipal water withdrawal,Yemen,0.265,I
Industrial water withdrawal,Yemen,0.065,I
Total water withdrawal,Yemen,3.565,I
Municipal water withdrawal,Zambia,0.29,I
Industrial water withdrawal,Zambia,0.13,I
Total water withdrawal,Zambia,1.572,E
Municipal water withdrawal,Zimbabwe,0.425,
Industrial water withdrawal,Zimbabwe,0.215,
Total water withdrawal,Zimbabwe,3.57,E
